Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Tue Oct 29 2002 07:30pm,San Antonio Spurs,87,Los Angeles Lakers,82,Box Score,0,18997,
Tue Oct 29 2002 07:30pm,Philadelphia 76ers,88,Orlando Magic,95,Box Score,0,15225,
Tue Oct 29 2002 07:00pm,Cleveland Cavaliers,67,Sacramento Kings,94,Box Score,0,17317,
Wed Oct 30 2002 07:00pm,Chicago Bulls,99,Boston Celtics,96,Box Score,0,18624,
Wed Oct 30 2002 08:00pm,New York Knicks,77,Detroit Pistons,86,Box Score,0,22076,
Wed Oct 30 2002 07:30pm,San Antonio Spurs,98,Golden State Warriors,106,Box Score,0,13261,
Wed Oct 30 2002 07:00pm,Houston Rockets,82,Indiana Pacers,91,Box Score,0,16469,
Wed Oct 30 2002 07:30pm,Cleveland Cavaliers,98,Los Angeles Clippers,96,Box Score,0,16822,
Wed Oct 30 2002 07:00pm,Dallas Mavericks,119,Memphis Grizzlies,108,Box Score,0,16638,
Wed Oct 30 2002 07:30pm,Orlando Magic,100,Miami Heat,86,Box Score,0,16500,
Wed Oct 30 2002 07:00pm,Denver Nuggets,77,Minnesota Timberwolves,83,Box Score,0,16113,
Wed Oct 30 2002 07:30pm,Atlanta Hawks,94,New Jersey Nets,105,Box Score,0,16324,
Wed Oct 30 2002 07:30pm,Utah Jazz,75,New Orleans Hornets,100,Box Score,0,17668,
Wed Oct 30 2002 07:00pm,Milwaukee Bucks,93,Philadelphia 76ers,95,Box Score,0,19569,
Wed Oct 30 2002 06:30pm,Los Angeles Lakers,90,Portland Trail Blazers,102,Box Score,0,20225,
Wed Oct 30 2002 07:00pm,Phoenix Suns,73,Seattle SuperSonics,86,Box Score,0,14002,
Wed Oct 30 2002 07:00pm,Washington Wizards,68,Toronto Raptors,74,Box Score,0,20165,
Thu Oct 31 2002 07:30pm,Utah Jazz,98,Atlanta Hawks,105,Box Score,0,14155,
Thu Oct 31 2002 07:00pm,Portland Trail Blazers,72,Sacramento Kings,100,Box Score,0,17317,
Thu Oct 31 2002 07:30pm,Boston Celtics,69,Washington Wizards,114,Box Score,0,20173,
