Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Sat Mar 01 2003 07:30pm,Memphis Grizzlies,87,Dallas Mavericks,114,Box Score,0,19828,
Sat Mar 01 2003 07:30pm,Detroit Pistons,90,Golden State Warriors,92,Box Score,0,17348,
Sat Mar 01 2003 07:30pm,Seattle SuperSonics,109,Los Angeles Clippers,101,Box Score,0,17471,
Sat Mar 01 2003 07:00pm,New Orleans Hornets,97,Phoenix Suns,92,Box Score,0,16133,
Sat Mar 01 2003 03:00pm,Sacramento Kings,100,San Antonio Spurs,108,Box Score,0,18797,
Sat Mar 01 2003 07:00pm,Chicago Bulls,93,Washington Wizards,101,Box Score,0,20173,
Sun Mar 02 2003 01:00pm,Orlando Magic,102,Cleveland Cavaliers,76,Box Score,0,10902,
Sun Mar 02 2003 07:00pm,Philadelphia 76ers,100,Denver Nuggets,94,Box Score,0,16632,
Sun Mar 02 2003 03:00pm,San Antonio Spurs,97,Houston Rockets,88,Box Score,0,16285,
Sun Mar 02 2003 06:00pm,Washington Wizards,83,Miami Heat,93,Box Score,0,16500,
Sun Mar 02 2003 02:00pm,Atlanta Hawks,93,Milwaukee Bucks,120,Box Score,0,16629,
Sun Mar 02 2003 02:30pm,New York Knicks,90,Minnesota Timberwolves,99,Box Score,0,15071,
Sun Mar 02 2003 01:00pm,Utah Jazz,91,New Jersey Nets,90,Box Score,0,16456,
Sun Mar 02 2003 06:00pm,Detroit Pistons,86,Portland Trail Blazers,103,Box Score,0,19523,
Sun Mar 02 2003 01:30pm,Boston Celtics,92,Toronto Raptors,104,Box Score,0,19800,
Mon Mar 03 2003 07:30pm,Orlando Magic,104,Chicago Bulls,89,Box Score,0,19178,
Mon Mar 03 2003 07:30pm,New Orleans Hornets,111,Los Angeles Clippers,108,Box Score,0,17585,
Mon Mar 03 2003 07:00pm,Boston Celtics,111,Memphis Grizzlies,110,Box Score,0,13521,
Mon Mar 03 2003 07:00pm,Philadelphia 76ers,99,Sacramento Kings,107,Box Score,0,17317,
Tue Mar 04 2003 07:30pm,Denver Nuggets,86,Atlanta Hawks,92,Box Score,0,9392,
Tue Mar 04 2003 07:30pm,New Jersey Nets,79,Dallas Mavericks,88,Box Score,0,19920,
Tue Mar 04 2003 07:30pm,Houston Rockets,83,Detroit Pistons,96,Box Score,0,22076,
Tue Mar 04 2003 07:30pm,Indiana Pacers,100,Golden State Warriors,107,Box Score,0,16409,
Tue Mar 04 2003 07:30pm,Milwaukee Bucks,100,Miami Heat,91,Box Score,0,14228,
Tue Mar 04 2003 07:30pm,Cleveland Cavaliers,80,New York Knicks,89,Box Score,0,18748,
Tue Mar 04 2003 07:30pm,Phoenix Suns,104,San Antonio Spurs,97,Box Score,0,18797,
Tue Mar 04 2003 07:00pm,Minnesota Timberwolves,83,Seattle SuperSonics,92,Box Score,0,16368,
Tue Mar 04 2003 07:00pm,Toronto Raptors,89,Washington Wizards,86,Box Score,0,20173,
Wed Mar 05 2003 07:00pm,New York Knicks,95,Boston Celtics,97,Box Score,0,16277,
Wed Mar 05 2003 07:00pm,Atlanta Hawks,111,Cleveland Cavaliers,105,Box Score,0,9118,
