Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Sat Mar 01 2008 07:30pm,Detroit Pistons,103,Los Angeles Clippers,73,Box Score,0,19271,
Sat Mar 01 2008 07:00pm,Utah Jazz,113,Memphis Grizzlies,92,Box Score,0,13232,
Sat Mar 01 2008 07:30pm,San Antonio Spurs,96,Milwaukee Bucks,94,Box Score,0,16974,
Sat Mar 01 2008 07:00pm,New York Knicks,92,Orlando Magic,118,Box Score,0,17519,
Sat Mar 01 2008 07:00pm,Philadelphia 76ers,119,Phoenix Suns,114,Box Score,0,18422,
Sun Mar 02 2008 06:00pm,Atlanta Hawks,88,Boston Celtics,98,Box Score,0,18624,
Sun Mar 02 2008 06:00pm,Toronto Raptors,98,Charlotte Bobcats,110,Box Score,0,12083,
Sun Mar 02 2008 01:00pm,Chicago Bulls,86,Cleveland Cavaliers,95,Box Score,0,20562,
Sun Mar 02 2008 06:00pm,Portland Trail Blazers,104,Golden State Warriors,110,Box Score,0,19596,
Sun Mar 02 2008 07:00pm,Denver Nuggets,89,Houston Rockets,103,Box Score,0,18168,
Sun Mar 02 2008 06:00pm,Milwaukee Bucks,106,Indiana Pacers,128,Box Score,0,11614,
Sun Mar 02 2008 12:30pm,Dallas Mavericks,104,Los Angeles Lakers,108,Box Score,1,18997,
Sun Mar 02 2008 05:30pm,Seattle SuperSonics,111,Minnesota Timberwolves,108,Box Score,1,11508,
Sun Mar 02 2008 06:00pm,San Antonio Spurs,93,New Jersey Nets,83,Box Score,0,18594,
Sun Mar 02 2008 06:00pm,Miami Heat,109,Sacramento Kings,120,Box Score,0,15028,
Sun Mar 02 2008 06:00pm,New Orleans Hornets,84,Washington Wizards,101,Box Score,0,20173,
Mon Mar 03 2008 07:30pm,Philadelphia 76ers,106,Los Angeles Clippers,80,Box Score,0,15691,
Mon Mar 03 2008 07:30pm,New Orleans Hornets,100,New York Knicks,88,Box Score,0,18467,
Mon Mar 03 2008 07:00pm,Dallas Mavericks,110,Utah Jazz,116,Box Score,0,19911,
Tue Mar 04 2008 07:00pm,Golden State Warriors,135,Atlanta Hawks,118,Box Score,0,16575,
Tue Mar 04 2008 07:30pm,Memphis Grizzlies,97,Chicago Bulls,112,Box Score,0,21725,
Tue Mar 04 2008 07:30pm,Seattle SuperSonics,97,Detroit Pistons,100,Box Score,0,22076,
Tue Mar 04 2008 07:00pm,Charlotte Bobcats,109,Minnesota Timberwolves,89,Box Score,0,10019,
Tue Mar 04 2008 07:00pm,Toronto Raptors,87,Orlando Magic,102,Box Score,0,17519,
Tue Mar 04 2008 07:00pm,Phoenix Suns,97,Portland Trail Blazers,92,Box Score,0,20595,
Tue Mar 04 2008 07:00pm,Los Angeles Lakers,117,Sacramento Kings,105,Box Score,0,17317,
Tue Mar 04 2008 07:30pm,New Jersey Nets,70,San Antonio Spurs,81,Box Score,0,17486,
Wed Mar 05 2008 07:30pm,Detroit Pistons,78,Boston Celtics,90,Box Score,0,18624,
Wed Mar 05 2008 07:00pm,Golden State Warriors,109,Charlotte Bobcats,118,Box Score,0,13747,
Wed Mar 05 2008 07:00pm,Phoenix Suns,113,Denver Nuggets,126,Box Score,0,18383,
Wed Mar 05 2008 07:30pm,Indiana Pacers,99,Houston Rockets,117,Box Score,0,18160,
Wed Mar 05 2008 07:30pm,Sacramento Kings,109,Los Angeles Clippers,116,Box Score,2,17030,
Wed Mar 05 2008 07:00pm,New Jersey Nets,93,Memphis Grizzlies,100,Box Score,0,10218,
Wed Mar 05 2008 07:30pm,Toronto Raptors,108,Miami Heat,83,Box Score,0,19143,
Wed Mar 05 2008 07:00pm,Seattle SuperSonics,106,Milwaukee Bucks,118,Box Score,0,15010,
Wed Mar 05 2008 07:00pm,Atlanta Hawks,101,New Orleans Hornets,116,Box Score,0,12430,
Wed Mar 05 2008 07:30pm,Cleveland Cavaliers,119,New York Knicks,105,Box Score,0,18760,
Wed Mar 05 2008 07:00pm,Minnesota Timberwolves,76,Utah Jazz,105,Box Score,0,19911,
