Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.
Fri Jan 01 2016 08:00pm,New York Knicks,81,Chicago Bulls,108,Box Score,0,22443
Fri Jan 01 2016 10:30pm,Philadelphia 76ers,84,Los Angeles Lakers,93,Box Score,0,18997
Fri Jan 01 2016 07:30pm,Dallas Mavericks,82,Miami Heat,106,Box Score,0,19748
Fri Jan 01 2016 07:30pm,Charlotte Hornets,94,Toronto Raptors,104,Box Score,0,19800
Fri Jan 01 2016 07:00pm,Orlando Magic,91,Washington Wizards,103,Box Score,0,16986
Sat Jan 02 2016 03:00pm,Brooklyn Nets,100,Boston Celtics,97,Box Score,0,18624
Sat Jan 02 2016 07:00pm,Oklahoma City Thunder,109,Charlotte Hornets,90,Box Score,0,19387
Sat Jan 02 2016 07:30pm,Orlando Magic,79,Cleveland Cavaliers,104,Box Score,0,20562
Sat Jan 02 2016 08:30pm,New Orleans Pelicans,105,Dallas Mavericks,98,Box Score,0,20152
Sat Jan 02 2016 10:30pm,Denver Nuggets,108,Golden State Warriors,111,Box Score,1,19596
Sat Jan 02 2016 07:00pm,Detroit Pistons,82,Indiana Pacers,94,Box Score,0,18165
Sat Jan 02 2016 10:30pm,Philadelphia 76ers,99,Los Angeles Clippers,130,Box Score,0,19212
Sat Jan 02 2016 08:00pm,Milwaukee Bucks,95,Minnesota Timberwolves,85,Box Score,0,14107
Sat Jan 02 2016 05:00pm,Phoenix Suns,119,Sacramento Kings,142,Box Score,0,17317
Sat Jan 02 2016 08:30pm,Houston Rockets,103,San Antonio Spurs,121,Box Score,0,18652
Sat Jan 02 2016 09:00pm,Memphis Grizzlies,87,Utah Jazz,92,Box Score,1,18455
Sun Jan 03 2016 09:00pm,Portland Trail Blazers,112,Denver Nuggets,106,Box Score,0,11883
Sun Jan 03 2016 09:30pm,Phoenix Suns,77,Los Angeles Lakers,97,Box Score,0,18997
Sun Jan 03 2016 03:30pm,Atlanta Hawks,97,New York Knicks,111,Box Score,0,19812
Sun Jan 03 2016 03:30pm,Chicago Bulls,115,Toronto Raptors,113,Box Score,0,19800
Sun Jan 03 2016 06:00pm,Miami Heat,97,Washington Wizards,75,Box Score,0,17793
Mon Jan 04 2016 07:30pm,Boston Celtics,103,Brooklyn Nets,94,Box Score,0,15448
Mon Jan 04 2016 07:00pm,Toronto Raptors,100,Cleveland Cavaliers,122,Box Score,0,20562
Mon Jan 04 2016 07:30pm,Orlando Magic,89,Detroit Pistons,115,Box Score,0,14301
Mon Jan 04 2016 10:30pm,Charlotte Hornets,101,Golden State Warriors,111,Box Score,0,19596
Mon Jan 04 2016 07:30pm,Indiana Pacers,100,Miami Heat,103,Box Score,1,19874
Mon Jan 04 2016 08:00pm,San Antonio Spurs,123,Milwaukee Bucks,98,Box Score,0,14718
Mon Jan 04 2016 08:00pm,Sacramento Kings,116,Oklahoma City Thunder,104,Box Score,0,18203
Mon Jan 04 2016 07:00pm,Minnesota Timberwolves,99,Philadelphia 76ers,109,Box Score,0,14013
Mon Jan 04 2016 10:00pm,Memphis Grizzlies,91,Portland Trail Blazers,78,Box Score,0,18832
Mon Jan 04 2016 09:00pm,Houston Rockets,93,Utah Jazz,91,Box Score,0,17912
Tue Jan 05 2016 08:00pm,New York Knicks,107,Atlanta Hawks,101,Box Score,0,15082
Tue Jan 05 2016 08:00pm,Milwaukee Bucks,106,Chicago Bulls,117,Box Score,0,21686
Tue Jan 05 2016 08:30pm,Sacramento Kings,116,Dallas Mavericks,117,Box Score,2,20059
Tue Jan 05 2016 10:30pm,Golden State Warriors,109,Los Angeles Lakers,88,Box Score,0,18997
Wed Jan 06 2016 07:30pm,Detroit Pistons,99,Boston Celtics,94,Box Score,0,18624
Wed Jan 06 2016 07:30pm,Toronto Raptors,91,Brooklyn Nets,74,Box Score,0,14544
Wed Jan 06 2016 07:00pm,New York Knicks,98,Miami Heat,90,Box Score,0,19987
Wed Jan 06 2016 08:00pm,Denver Nuggets,78,Minnesota Timberwolves,74,Box Score,0,12059
Wed Jan 06 2016 08:00pm,Dallas Mavericks,100,New Orleans Pelicans,91,Box Score,0,15255
Wed Jan 06 2016 09:30pm,Memphis Grizzlies,94,Oklahoma City Thunder,112,Box Score,0,18203
