Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Tue Oct 27 2015 08:00pm,Detroit Pistons,106,Atlanta Hawks,94,Box Score,0,19187,
Tue Oct 27 2015 08:00pm,Cleveland Cavaliers,95,Chicago Bulls,97,Box Score,0,21957,
Tue Oct 27 2015 10:30pm,New Orleans Pelicans,95,Golden State Warriors,111,Box Score,0,19596,
Wed Oct 28 2015 07:30pm,Philadelphia 76ers,95,Boston Celtics,112,Box Score,0,18624,
Wed Oct 28 2015 07:30pm,Chicago Bulls,115,Brooklyn Nets,100,Box Score,0,17732,
Wed Oct 28 2015 07:30pm,Utah Jazz,87,Detroit Pistons,92,Box Score,0,18434,
Wed Oct 28 2015 08:00pm,Denver Nuggets,105,Houston Rockets,85,Box Score,0,18240,
Wed Oct 28 2015 10:30pm,Minnesota Timberwolves,112,Los Angeles Lakers,111,Box Score,0,18997,
Wed Oct 28 2015 08:00pm,Cleveland Cavaliers,106,Memphis Grizzlies,76,Box Score,0,18119,
Wed Oct 28 2015 07:30pm,Charlotte Hornets,94,Miami Heat,104,Box Score,0,19724,
Wed Oct 28 2015 08:00pm,New York Knicks,122,Milwaukee Bucks,97,Box Score,0,18717,
Wed Oct 28 2015 08:00pm,San Antonio Spurs,106,Oklahoma City Thunder,112,Box Score,0,18203,
Wed Oct 28 2015 07:00pm,Washington Wizards,88,Orlando Magic,87,Box Score,0,18846,
Wed Oct 28 2015 10:00pm,Dallas Mavericks,111,Phoenix Suns,95,Box Score,0,18055,
Wed Oct 28 2015 10:00pm,New Orleans Pelicans,94,Portland Trail Blazers,112,Box Score,0,19393,
Wed Oct 28 2015 10:00pm,Los Angeles Clippers,111,Sacramento Kings,104,Box Score,0,17458,
Wed Oct 28 2015 07:30pm,Indiana Pacers,99,Toronto Raptors,106,Box Score,0,19800,
Thu Oct 29 2015 07:00pm,Memphis Grizzlies,112,Indiana Pacers,103,Box Score,0,18165,
Thu Oct 29 2015 10:30pm,Dallas Mavericks,88,Los Angeles Clippers,104,Box Score,0,19218,
Thu Oct 29 2015 08:00pm,Atlanta Hawks,112,New York Knicks,101,Box Score,0,19812,
Fri Oct 30 2015 08:00pm,Charlotte Hornets,94,Atlanta Hawks,97,Box Score,0,17024,
Fri Oct 30 2015 07:30pm,Toronto Raptors,113,Boston Celtics,103,Box Score,0,16898,
Fri Oct 30 2015 07:00pm,Miami Heat,92,Cleveland Cavaliers,102,Box Score,0,20562,
Fri Oct 30 2015 09:00pm,Minnesota Timberwolves,95,Denver Nuggets,78,Box Score,0,17660,
Fri Oct 30 2015 07:30pm,Chicago Bulls,94,Detroit Pistons,98,Box Score,1,16035,
Fri Oct 30 2015 09:30pm,Golden State Warriors,112,Houston Rockets,92,Box Score,0,18142,
Fri Oct 30 2015 08:00pm,Washington Wizards,118,Milwaukee Bucks,113,Box Score,0,13858,
Fri Oct 30 2015 07:00pm,Oklahoma City Thunder,139,Orlando Magic,136,Box Score,2,18846,
Fri Oct 30 2015 07:00pm,Utah Jazz,99,Philadelphia 76ers,71,Box Score,0,17122,
Fri Oct 30 2015 10:30pm,Portland Trail Blazers,92,Phoenix Suns,110,Box Score,0,18055,
Fri Oct 30 2015 10:00pm,Los Angeles Lakers,114,Sacramento Kings,132,Box Score,0,17391,
Fri Oct 30 2015 08:30pm,Brooklyn Nets,75,San Antonio Spurs,102,Box Score,0,18418,
Sat Oct 31 2015 07:00pm,Utah Jazz,97,Indiana Pacers,76,Box Score,0,14412,
Sat Oct 31 2015 10:30pm,Sacramento Kings,109,Los Angeles Clippers,114,Box Score,0,19060,
Sat Oct 31 2015 08:00pm,Brooklyn Nets,91,Memphis Grizzlies,101,Box Score,0,16013,
Sat Oct 31 2015 07:30pm,Golden State Warriors,134,New Orleans Pelicans,120,Box Score,0,18406,
Sat Oct 31 2015 10:00pm,Phoenix Suns,101,Portland Trail Blazers,90,Box Score,0,17906,
Sat Oct 31 2015 07:00pm,New York Knicks,117,Washington Wizards,110,Box Score,0,20356,
