Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.
Thu Mar 01 2012 08:00pm,Oklahoma City Thunder,105,Orlando Magic,102,Box Score,0,18846
Thu Mar 01 2012 07:00pm,Minnesota Timberwolves,95,Phoenix Suns,104,Box Score,0,15071
Thu Mar 01 2012 07:30pm,Miami Heat,107,Portland Trail Blazers,93,Box Score,0,20597
Thu Mar 01 2012 07:00pm,Los Angeles Clippers,108,Sacramento Kings,100,Box Score,0,15512
Fri Mar 02 2012 07:30pm,Milwaukee Bucks,94,Atlanta Hawks,99,Box Score,0,13311
Fri Mar 02 2012 07:30pm,New Jersey Nets,94,Boston Celtics,107,Box Score,0,18624
Fri Mar 02 2012 07:30pm,Chicago Bulls,112,Cleveland Cavaliers,91,Box Score,0,20562
Fri Mar 02 2012 07:00pm,Denver Nuggets,117,Houston Rockets,105,Box Score,0,16879
Fri Mar 02 2012 07:30pm,Sacramento Kings,107,Los Angeles Lakers,115,Box Score,0,18997
Fri Mar 02 2012 07:00pm,Dallas Mavericks,92,New Orleans Hornets,97,Box Score,0,15568
Fri Mar 02 2012 08:00pm,Golden State Warriors,83,Philadelphia 76ers,105,Box Score,0,18323
Fri Mar 02 2012 08:30pm,Los Angeles Clippers,78,Phoenix Suns,81,Box Score,0,18091
Fri Mar 02 2012 07:30pm,Charlotte Bobcats,72,San Antonio Spurs,102,Box Score,0,18581
Fri Mar 02 2012 07:00pm,Memphis Grizzlies,102,Toronto Raptors,99,Box Score,0,17168
Fri Mar 02 2012 07:00pm,Miami Heat,98,Utah Jazz,99,Box Score,0,19911
Sat Mar 03 2012 07:00pm,Oklahoma City Thunder,90,Atlanta Hawks,97,Box Score,0,18087
Sat Mar 03 2012 07:30pm,Utah Jazz,96,Dallas Mavericks,102,Box Score,0,20560
Sat Mar 03 2012 07:00pm,Detroit Pistons,83,Memphis Grizzlies,100,Box Score,0,17569
Sat Mar 03 2012 07:00pm,Indiana Pacers,102,New Orleans Hornets,84,Box Score,0,16379
Sat Mar 03 2012 07:00pm,Milwaukee Bucks,98,Orlando Magic,114,Box Score,0,18846
Sat Mar 03 2012 07:00pm,Minnesota Timberwolves,122,Portland Trail Blazers,110,Box Score,0,20644
Sat Mar 03 2012 07:00pm,Cleveland Cavaliers,98,Washington Wizards,101,Box Score,0,17759
Sun Mar 04 2012 01:00pm,New York Knicks,111,Boston Celtics,115,Box Score,1,18624
Sun Mar 04 2012 06:00pm,New Jersey Nets,104,Charlotte Bobcats,101,Box Score,0,13564
Sun Mar 04 2012 06:00pm,Los Angeles Clippers,105,Houston Rockets,103,Box Score,1,16646
Sun Mar 04 2012 12:30pm,Miami Heat,83,Los Angeles Lakers,93,Box Score,0,18997
Sun Mar 04 2012 07:00pm,Chicago Bulls,96,Philadelphia 76ers,91,Box Score,0,19683
Sun Mar 04 2012 06:00pm,Sacramento Kings,88,Phoenix Suns,96,Box Score,0,15026
Sun Mar 04 2012 08:30pm,Denver Nuggets,99,San Antonio Spurs,94,Box Score,0,18581
Sun Mar 04 2012 06:00pm,Golden State Warriors,75,Toronto Raptors,83,Box Score,0,18056
Mon Mar 05 2012 07:00pm,Indiana Pacers,72,Chicago Bulls,92,Box Score,0,22106
Mon Mar 05 2012 07:00pm,Utah Jazz,109,Cleveland Cavaliers,100,Box Score,0,13190
Mon Mar 05 2012 07:00pm,Sacramento Kings,116,Denver Nuggets,119,Box Score,1,14823
Mon Mar 05 2012 07:00pm,Philadelphia 76ers,93,Milwaukee Bucks,97,Box Score,0,12315
Mon Mar 05 2012 07:00pm,Los Angeles Clippers,94,Minnesota Timberwolves,95,Box Score,0,19509
Mon Mar 05 2012 07:00pm,Dallas Mavericks,91,Oklahoma City Thunder,95,Box Score,0,18203
Mon Mar 05 2012 07:00pm,New Orleans Hornets,74,Portland Trail Blazers,86,Box Score,0,20520
Mon Mar 05 2012 07:00pm,Orlando Magic,92,Toronto Raptors,88,Box Score,0,15392
Mon Mar 05 2012 07:00pm,Golden State Warriors,120,Washington Wizards,100,Box Score,0,17843
Tue Mar 06 2012 07:30pm,Houston Rockets,92,Boston Celtics,97,Box Score,1,18624
Tue Mar 06 2012 07:00pm,Orlando Magic,84,Charlotte Bobcats,100,Box Score,0,13110
Tue Mar 06 2012 07:30pm,New York Knicks,85,Dallas Mavericks,95,Box Score,0,20605
Tue Mar 06 2012 07:30pm,Los Angeles Lakers,85,Detroit Pistons,88,Box Score,1,22076
Tue Mar 06 2012 07:00pm,Atlanta Hawks,101,Indiana Pacers,96,Box Score,0,11393
Tue Mar 06 2012 07:30pm,New Jersey Nets,78,Miami Heat,108,Box Score,0,19600
Wed Mar 07 2012 07:00pm,Utah Jazz,99,Charlotte Bobcats,93,Box Score,0,10891
Wed Mar 07 2012 07:00pm,Cleveland Cavaliers,100,Denver Nuggets,99,Box Score,0,15816
Wed Mar 07 2012 07:30pm,Memphis Grizzlies,110,Golden State Warriors,92,Box Score,0,19171
Wed Mar 07 2012 07:30pm,Atlanta Hawks,86,Miami Heat,89,Box Score,0,20018
Wed Mar 07 2012 07:00pm,Chicago Bulls,106,Milwaukee Bucks,104,Box Score,0,15389
Wed Mar 07 2012 07:00pm,Portland Trail Blazers,94,Minnesota Timberwolves,106,Box Score,0,17118
Wed Mar 07 2012 08:00pm,Los Angeles Clippers,100,New Jersey Nets,101,Box Score,0,18711
Wed Mar 07 2012 07:00pm,Phoenix Suns,104,Oklahoma City Thunder,115,Box Score,0,18203
Wed Mar 07 2012 07:00pm,Boston Celtics,71,Philadelphia 76ers,103,Box Score,0,18508
Wed Mar 07 2012 07:00pm,New Orleans Hornets,98,Sacramento Kings,99,Box Score,0,13487
Wed Mar 07 2012 07:30pm,New York Knicks,105,San Antonio Spurs,118,Box Score,0,18581
Wed Mar 07 2012 07:00pm,Houston Rockets,98,Toronto Raptors,116,Box Score,0,14597
Wed Mar 07 2012 07:00pm,Los Angeles Lakers,101,Washington Wizards,106,Box Score,0,20282
Thu Mar 08 2012 07:00pm,Orlando Magic,99,Chicago Bulls,94,Box Score,0,22127
Thu Mar 08 2012 08:30pm,Dallas Mavericks,94,Phoenix Suns,96,Box Score,0,15498
Fri Mar 09 2012 07:30pm,Portland Trail Blazers,86,Boston Celtics,104,Box Score,0,18624
Fri Mar 09 2012 07:00pm,New Jersey Nets,83,Charlotte Bobcats,74,Box Score,0,14672
Fri Mar 09 2012 07:00pm,New Orleans Hornets,97,Denver Nuggets,110,Box Score,0,19155
Fri Mar 09 2012 07:30pm,Atlanta Hawks,85,Detroit Pistons,86,Box Score,0,15503
Fri Mar 09 2012 07:30pm,New York Knicks,114,Milwaukee Bucks,119,Box Score,0,18717
Fri Mar 09 2012 07:00pm,Los Angeles Lakers,105,Minnesota Timberwolves,102,Box Score,0,20164
Fri Mar 09 2012 07:00pm,Cleveland Cavaliers,96,Oklahoma City Thunder,90,Box Score,0,18203
Fri Mar 09 2012 07:00pm,Utah Jazz,91,Philadelphia 76ers,104,Box Score,0,18512
Fri Mar 09 2012 07:00pm,Dallas Mavericks,97,Sacramento Kings,110,Box Score,0,16857
Fri Mar 09 2012 07:30pm,Los Angeles Clippers,120,San Antonio Spurs,108,Box Score,0,18581
Sat Mar 10 2012 07:00pm,Utah Jazz,97,Chicago Bulls,111,Box Score,0,22158
Sat Mar 10 2012 07:30pm,Toronto Raptors,86,Detroit Pistons,105,Box Score,0,16090
Sat Mar 10 2012 07:30pm,Dallas Mavericks,87,Golden State Warriors,111,Box Score,0,19596
Sat Mar 10 2012 07:30pm,Indiana Pacers,91,Miami Heat,93,Box Score,1,20154
Sat Mar 10 2012 07:00pm,New Orleans Hornets,95,Minnesota Timberwolves,89,Box Score,0,20123
Sat Mar 10 2012 08:00pm,Houston Rockets,112,New Jersey Nets,106,Box Score,0,14834
Sat Mar 10 2012 07:00pm,Charlotte Bobcats,95,Oklahoma City Thunder,122,Box Score,0,18203
Sat Mar 10 2012 07:00pm,Memphis Grizzlies,91,Phoenix Suns,98,Box Score,0,16350
Sat Mar 10 2012 07:00pm,Portland Trail Blazers,110,Washington Wizards,99,Box Score,0,18071
Sun Mar 11 2012 06:00pm,Houston Rockets,107,Cleveland Cavaliers,118,Box Score,0,17662
Sun Mar 11 2012 06:00pm,Memphis Grizzlies,94,Denver Nuggets,91,Box Score,0,17737
Sun Mar 11 2012 06:30pm,Golden State Warriors,97,Los Angeles Clippers,93,Box Score,0,19183
Sun Mar 11 2012 12:30pm,Boston Celtics,94,Los Angeles Lakers,97,Box Score,0,18997
Sun Mar 11 2012 12:00pm,Philadelphia 76ers,106,New York Knicks,94,Box Score,0,19763
Sun Mar 11 2012 06:00pm,Indiana Pacers,94,Orlando Magic,107,Box Score,0,18846
