Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.
Wed Feb 01 2012 07:30pm,Toronto Raptors,64,Boston Celtics,100,Box Score,0,18624
Wed Feb 01 2012 07:00pm,Oklahoma City Thunder,95,Dallas Mavericks,86,Box Score,0,20316
Wed Feb 01 2012 07:00pm,Miami Heat,97,Milwaukee Bucks,105,Box Score,0,16116
Wed Feb 01 2012 07:00pm,Indiana Pacers,109,Minnesota Timberwolves,99,Box Score,0,15017
Wed Feb 01 2012 07:30pm,Detroit Pistons,96,New Jersey Nets,99,Box Score,0,10504
Wed Feb 01 2012 07:00pm,Phoenix Suns,120,New Orleans Hornets,103,Box Score,0,13598
Wed Feb 01 2012 07:00pm,Washington Wizards,103,Orlando Magic,109,Box Score,0,18846
Wed Feb 01 2012 07:00pm,Chicago Bulls,82,Philadelphia 76ers,98,Box Score,0,18325
Wed Feb 01 2012 07:00pm,Charlotte Bobcats,68,Portland Trail Blazers,112,Box Score,0,20608
Wed Feb 01 2012 07:30pm,Houston Rockets,91,San Antonio Spurs,99,Box Score,0,18581
Wed Feb 01 2012 08:30pm,Los Angeles Clippers,107,Utah Jazz,105,Box Score,0,19637
Thu Feb 02 2012 07:30pm,Memphis Grizzlies,96,Atlanta Hawks,77,Box Score,0,14211
Thu Feb 02 2012 07:30pm,Utah Jazz,101,Golden State Warriors,119,Box Score,0,18123
Thu Feb 02 2012 07:30pm,Denver Nuggets,112,Los Angeles Clippers,91,Box Score,0,19223
Thu Feb 02 2012 08:00pm,Chicago Bulls,105,New York Knicks,102,Box Score,0,19763
Thu Feb 02 2012 07:00pm,Portland Trail Blazers,92,Sacramento Kings,95,Box Score,0,11740
Thu Feb 02 2012 07:30pm,New Orleans Hornets,81,San Antonio Spurs,93,Box Score,0,18082
Fri Feb 03 2012 08:00pm,New York Knicks,89,Boston Celtics,91,Box Score,0,18624
Fri Feb 03 2012 07:30pm,Indiana Pacers,98,Dallas Mavericks,87,Box Score,0,20146
Fri Feb 03 2012 08:30pm,Los Angeles Lakers,93,Denver Nuggets,89,Box Score,0,19155
Fri Feb 03 2012 07:30pm,Milwaukee Bucks,80,Detroit Pistons,88,Box Score,0,13181
