Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Thu Dec 01 2016 07:30pm,Milwaukee Bucks,111,Brooklyn Nets,93,Box Score,0,12675,
Thu Dec 01 2016 07:00pm,Dallas Mavericks,87,Charlotte Hornets,97,Box Score,0,14471,
Thu Dec 01 2016 08:00pm,Los Angeles Clippers,113,Cleveland Cavaliers,94,Box Score,0,20562,
Thu Dec 01 2016 10:30pm,Houston Rockets,132,Golden State Warriors,127,Box Score,2,19596,
Thu Dec 01 2016 08:00pm,Orlando Magic,94,Memphis Grizzlies,95,Box Score,0,13344,
Thu Dec 01 2016 09:00pm,Miami Heat,111,Utah Jazz,110,Box Score,0,19073,
Fri Dec 02 2016 08:00pm,Detroit Pistons,121,Atlanta Hawks,85,Box Score,0,15500,
Fri Dec 02 2016 07:30pm,Sacramento Kings,92,Boston Celtics,97,Box Score,0,18624,
Fri Dec 02 2016 08:00pm,Cleveland Cavaliers,105,Chicago Bulls,111,Box Score,0,21775,
Fri Dec 02 2016 10:30pm,Houston Rockets,128,Denver Nuggets,110,Box Score,0,15549,
Fri Dec 02 2016 08:00pm,Los Angeles Clippers,114,New Orleans Pelicans,96,Box Score,0,16538,
Fri Dec 02 2016 07:30pm,Minnesota Timberwolves,114,New York Knicks,118,Box Score,0,19812,
Fri Dec 02 2016 07:00pm,Orlando Magic,105,Philadelphia 76ers,88,Box Score,0,13711,
Fri Dec 02 2016 08:30pm,Washington Wizards,105,San Antonio Spurs,107,Box Score,0,18418,
Fri Dec 02 2016 07:30pm,Los Angeles Lakers,80,Toronto Raptors,113,Box Score,0,19800,
Sat Dec 03 2016 07:00pm,Minnesota Timberwolves,125,Charlotte Hornets,120,Box Score,1,16982,
Sat Dec 03 2016 08:30pm,Chicago Bulls,82,Dallas Mavericks,107,Box Score,0,19857,
Sat Dec 03 2016 10:30pm,Phoenix Suns,109,Golden State Warriors,138,Box Score,0,19596,
Sat Dec 03 2016 08:00pm,Los Angeles Lakers,100,Memphis Grizzlies,103,Box Score,0,17017,
Sat Dec 03 2016 05:00pm,Brooklyn Nets,103,Milwaukee Bucks,112,Box Score,0,15565,
Sat Dec 03 2016 07:30pm,Boston Celtics,107,Philadelphia 76ers,106,Box Score,0,17063,
Sat Dec 03 2016 10:00pm,Miami Heat,92,Portland Trail Blazers,99,Box Score,0,19393,
Sat Dec 03 2016 07:30pm,Atlanta Hawks,84,Toronto Raptors,128,Box Score,0,19800,
Sat Dec 03 2016 09:00pm,Denver Nuggets,98,Utah Jazz,105,Box Score,0,19911,
Sun Dec 04 2016 06:00pm,Orlando Magic,98,Detroit Pistons,92,Box Score,0,15206,
Sun Dec 04 2016 09:30pm,Indiana Pacers,111,Los Angeles Clippers,102,Box Score,0,19060,
Sun Dec 04 2016 07:30pm,Sacramento Kings,98,New York Knicks,106,Box Score,0,19812,
Sun Dec 04 2016 07:00pm,New Orleans Pelicans,92,Oklahoma City Thunder,101,Box Score,0,18203,
Mon Dec 05 2016 07:30pm,Oklahoma City Thunder,102,Atlanta Hawks,99,Box Score,0,14654,
Mon Dec 05 2016 07:30pm,Washington Wizards,118,Brooklyn Nets,113,Box Score,0,12529,
Mon Dec 05 2016 08:00pm,Portland Trail Blazers,112,Chicago Bulls,110,Box Score,0,21351,
Mon Dec 05 2016 08:30pm,Charlotte Hornets,109,Dallas Mavericks,101,Box Score,0,19228,
Mon Dec 05 2016 10:30pm,Indiana Pacers,106,Golden State Warriors,142,Box Score,0,19596,
Mon Dec 05 2016 08:00pm,Boston Celtics,106,Houston Rockets,107,Box Score,0,15730,
Mon Dec 05 2016 10:30pm,Utah Jazz,107,Los Angeles Lakers,101,Box Score,0,18279,
Mon Dec 05 2016 08:00pm,San Antonio Spurs,97,Milwaukee Bucks,96,Box Score,0,14256,
Mon Dec 05 2016 08:00pm,Memphis Grizzlies,110,New Orleans Pelicans,108,Box Score,2,13795,
Mon Dec 05 2016 07:00pm,Denver Nuggets,106,Philadelphia 76ers,98,Box Score,0,11815,
Mon Dec 05 2016 07:30pm,Cleveland Cavaliers,116,Toronto Raptors,112,Box Score,0,19800,
Tue Dec 06 2016 07:30pm,Chicago Bulls,91,Detroit Pistons,102,Box Score,0,14305,
Tue Dec 06 2016 08:00pm,Philadelphia 76ers,91,Memphis Grizzlies,96,Box Score,0,13521,
Tue Dec 06 2016 07:30pm,New York Knicks,114,Miami Heat,103,Box Score,0,19610,
Tue Dec 06 2016 08:00pm,San Antonio Spurs,105,Minnesota Timberwolves,91,Box Score,0,12585,
Tue Dec 06 2016 09:00pm,Phoenix Suns,105,Utah Jazz,112,Box Score,0,18997,
Tue Dec 06 2016 07:00pm,Orlando Magic,124,Washington Wizards,116,Box Score,0,12116,
Wed Dec 07 2016 07:30pm,Miami Heat,95,Atlanta Hawks,103,Box Score,0,11326,
Wed Dec 07 2016 07:30pm,Denver Nuggets,111,Brooklyn Nets,116,Box Score,0,14159,
Wed Dec 07 2016 07:00pm,Detroit Pistons,77,Charlotte Hornets,87,Box Score,0,15141,
Wed Dec 07 2016 08:30pm,Sacramento Kings,120,Dallas Mavericks,89,Box Score,0,19711,
