Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Fri Apr 01 2005 07:30pm,Boston Celtics,116,Atlanta Hawks,100,Box Score,0,16602,
Fri Apr 01 2005 07:00pm,Toronto Raptors,119,Charlotte Bobcats,107,Box Score,0,13550,
Fri Apr 01 2005 08:00pm,Sacramento Kings,128,Cleveland Cavaliers,109,Box Score,0,20562,
Fri Apr 01 2005 08:30pm,San Antonio Spurs,84,Denver Nuggets,102,Box Score,0,19730,
Fri Apr 01 2005 08:00pm,Los Angeles Clippers,84,Detroit Pistons,97,Box Score,0,22076,
Fri Apr 01 2005 07:30pm,New Orleans Hornets,76,Houston Rockets,73,Box Score,0,18148,
Fri Apr 01 2005 07:30pm,Memphis Grizzlies,93,Milwaukee Bucks,82,Box Score,0,14983,
Fri Apr 01 2005 08:00pm,New Jersey Nets,93,New York Knicks,91,Box Score,0,19763,
Fri Apr 01 2005 07:00pm,Washington Wizards,111,Orlando Magic,102,Box Score,0,14107,
Fri Apr 01 2005 07:00pm,Dallas Mavericks,100,Philadelphia 76ers,83,Box Score,0,20464,
Fri Apr 01 2005 07:00pm,Minnesota Timberwolves,98,Phoenix Suns,107,Box Score,0,18422,
Fri Apr 01 2005 07:30pm,Portland Trail Blazers,87,Seattle SuperSonics,89,Box Score,0,17072,
Fri Apr 01 2005 07:00pm,Golden State Warriors,108,Utah Jazz,91,Box Score,0,18544,
Sat Apr 02 2005 07:30pm,Charlotte Bobcats,97,Chicago Bulls,112,Box Score,0,22074,
Sat Apr 02 2005 07:30pm,Orlando Magic,103,New Jersey Nets,102,Box Score,0,15342,
Sat Apr 02 2005 07:00pm,Miami Heat,111,New Orleans Hornets,99,Box Score,0,18582,
Sat Apr 02 2005 07:00pm,Denver Nuggets,103,Portland Trail Blazers,97,Box Score,0,17638,
Sat Apr 02 2005 07:30pm,Los Angeles Lakers,94,San Antonio Spurs,95,Box Score,0,18797,
Sun Apr 03 2005 06:00pm,Los Angeles Clippers,111,Atlanta Hawks,91,Box Score,0,11508,
Sun Apr 03 2005 01:00pm,Philadelphia 76ers,97,Boston Celtics,93,Box Score,0,18624,
Sun Apr 03 2005 03:30pm,Dallas Mavericks,80,Cleveland Cavaliers,100,Box Score,0,20562,
Sun Apr 03 2005 03:00pm,Seattle SuperSonics,92,Golden State Warriors,101,Box Score,0,17296,
Sun Apr 03 2005 07:30pm,Phoenix Suns,91,Houston Rockets,78,Box Score,0,18203,
Sun Apr 03 2005 07:00pm,Los Angeles Lakers,82,Memphis Grizzlies,102,Box Score,0,18119,
Sun Apr 03 2005 01:00pm,New York Knicks,102,Milwaukee Bucks,106,Box Score,0,15201,
Sun Apr 03 2005 12:30pm,Minnesota Timberwolves,112,Sacramento Kings,100,Box Score,0,17317,
Sun Apr 03 2005 06:00pm,Detroit Pistons,113,Toronto Raptors,103,Box Score,0,19800,
Sun Apr 03 2005 01:00pm,Indiana Pacers,79,Washington Wizards,76,Box Score,0,20173,
Tue Apr 05 2005 07:30pm,New Orleans Hornets,96,Atlanta Hawks,86,Box Score,0,11500,
Tue Apr 05 2005 07:00pm,Los Angeles Clippers,104,Charlotte Bobcats,102,Box Score,0,9580,
Tue Apr 05 2005 07:00pm,New Jersey Nets,111,Cleveland Cavaliers,80,Box Score,0,18668,
Tue Apr 05 2005 07:30pm,Orlando Magic,105,Dallas Mavericks,114,Box Score,0,19969,
Tue Apr 05 2005 07:30pm,Houston Rockets,117,Golden State Warriors,122,Box Score,0,16638,
Tue Apr 05 2005 07:00pm,Denver Nuggets,94,Memphis Grizzlies,91,Box Score,0,18119,
Tue Apr 05 2005 07:30pm,Chicago Bulls,86,Miami Heat,104,Box Score,0,20206,
Tue Apr 05 2005 07:30pm,Indiana Pacers,97,New York Knicks,79,Box Score,0,19763,
Tue Apr 05 2005 07:00pm,Los Angeles Lakers,99,Phoenix Suns,125,Box Score,0,18422,
Tue Apr 05 2005 07:00pm,Seattle SuperSonics,101,Sacramento Kings,122,Box Score,0,17317,
