Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Thu Nov 01 2001 08:00pm,Washington Wizards,98,Atlanta Hawks,88,Box Score,0,20072,
Thu Nov 01 2001 07:00pm,Milwaukee Bucks,102,Denver Nuggets,101,Box Score,0,18634,
Thu Nov 01 2001 07:30pm,Phoenix Suns,107,Golden State Warriors,101,Box Score,0,14624,
Thu Nov 01 2001 07:30pm,Los Angeles Clippers,92,Houston Rockets,98,Box Score,1,9329,
Thu Nov 01 2001 07:00pm,Detroit Pistons,90,Memphis Grizzlies,80,Box Score,0,19405,
Thu Nov 01 2001 07:00pm,Dallas Mavericks,99,Philadelphia 76ers,92,Box Score,0,20230,
Thu Nov 01 2001 07:00pm,San Antonio Spurs,108,Seattle SuperSonics,114,Box Score,0,15491,
Thu Nov 01 2001 07:00pm,Los Angeles Lakers,105,Utah Jazz,101,Box Score,0,19539,
Fri Nov 02 2001 07:30pm,Chicago Bulls,82,Boston Celtics,96,Box Score,0,14361,
Fri Nov 02 2001 07:30pm,New York Knicks,93,Charlotte Hornets,97,Box Score,0,13588,
Fri Nov 02 2001 08:00pm,New Jersey Nets,88,Detroit Pistons,102,Box Score,0,22076,
Fri Nov 02 2001 07:00pm,Orlando Magic,107,Indiana Pacers,117,Box Score,0,18345,
Fri Nov 02 2001 07:30pm,Phoenix Suns,94,Los Angeles Lakers,117,Box Score,0,18997,
Fri Nov 02 2001 07:30pm,Cleveland Cavaliers,90,Miami Heat,83,Box Score,0,15208,
Fri Nov 02 2001 07:00pm,Memphis Grizzlies,102,Minnesota Timberwolves,111,Box Score,0,16922,
Fri Nov 02 2001 07:00pm,Dallas Mavericks,92,Toronto Raptors,109,Box Score,0,19800,
Sat Nov 03 2001 07:00pm,Miami Heat,83,Atlanta Hawks,90,Box Score,0,9472,
Sat Nov 03 2001 07:30pm,New York Knicks,79,Chicago Bulls,84,Box Score,0,18064,
Sat Nov 03 2001 08:30pm,Orlando Magic,99,Cleveland Cavaliers,69,Box Score,0,16930,
Sat Nov 03 2001 07:00pm,Sacramento Kings,106,Denver Nuggets,94,Box Score,0,15138,
Sat Nov 03 2001 07:30pm,Minnesota Timberwolves,90,Houston Rockets,88,Box Score,0,10724,
Sat Nov 03 2001 07:30pm,Golden State Warriors,110,Los Angeles Clippers,108,Box Score,1,19445,
Sat Nov 03 2001 07:30pm,Boston Celtics,99,Milwaukee Bucks,105,Box Score,0,18717,
Sat Nov 03 2001 08:00pm,Charlotte Hornets,85,New Jersey Nets,95,Box Score,0,6532,
Sat Nov 03 2001 07:00pm,San Antonio Spurs,106,Portland Trail Blazers,90,Box Score,0,19980,
Sat Nov 03 2001 06:00pm,Utah Jazz,91,Seattle SuperSonics,74,Box Score,0,15370,
Sat Nov 03 2001 06:30pm,Philadelphia 76ers,76,Washington Wizards,90,Box Score,0,20674,
Sun Nov 04 2001 07:00pm,Washington Wizards,78,Detroit Pistons,100,Box Score,0,22076,
Sun Nov 04 2001 06:00pm,Portland Trail Blazers,86,Golden State Warriors,96,Box Score,0,12724,
Sun Nov 04 2001 06:30pm,Utah Jazz,96,Los Angeles Lakers,100,Box Score,0,18997,
Sun Nov 04 2001 02:00pm,Dallas Mavericks,94,Memphis Grizzlies,85,Box Score,0,13177,
Sun Nov 04 2001 06:00pm,Houston Rockets,103,Phoenix Suns,100,Box Score,0,13562,
Sun Nov 04 2001 06:00pm,San Antonio Spurs,83,Sacramento Kings,103,Box Score,0,17317,
Sun Nov 04 2001 05:30pm,Indiana Pacers,100,Toronto Raptors,113,Box Score,0,18825,
Mon Nov 05 2001 07:30pm,Atlanta Hawks,86,Los Angeles Clippers,109,Box Score,0,13722,
Mon Nov 05 2001 07:30pm,Seattle SuperSonics,123,Orlando Magic,119,Box Score,2,13723,
Tue Nov 06 2001 07:00pm,Sacramento Kings,115,Cleveland Cavaliers,99,Box Score,0,14584,
Tue Nov 06 2001 07:30pm,Charlotte Hornets,92,Dallas Mavericks,110,Box Score,0,16905,
