,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_ELO,Visitor_ELO,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPTS,Home_AvgPTS,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPTS,Visitor_AvgPTS,Visitor_GamesPlayed,Visitor_DaysPast
0,2001-10-30 19:00:00,Boston Celtics,108,Cleveland Cavaliers,89,Tue,3,-19,0,1271.2634538017828,1324.0112960831193,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
1,2001-10-30 19:30:00,Detroit Pistons,87,Dallas Mavericks,94,Tue,3,7,1,1443.640634988646,1319.6065616789128,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
2,2001-10-30 19:30:00,Atlanta Hawks,84,Houston Rockets,89,Tue,3,5,1,1403.6152041114358,1232.367155390856,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
3,2001-10-30 19:30:00,Portland Trail Blazers,87,Los Angeles Lakers,98,Tue,3,11,1,1546.9543977400347,1382.4681166584653,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
4,2001-10-30 19:00:00,Philadelphia 76ers,74,Minnesota Timberwolves,83,Tue,3,9,1,1385.9711941327257,1418.0196926250248,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
5,2001-10-30 19:30:00,Indiana Pacers,97,New Jersey Nets,103,Tue,3,6,1,1247.6052242497958,1341.8252225067017,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
6,2001-10-30 19:30:00,Washington Wizards,91,New York Knicks,93,Tue,3,2,1,1364.3091380719716,1206.044302126084,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
7,2001-10-30 19:30:00,Toronto Raptors,85,Orlando Magic,114,Tue,3,29,1,1360.3664358529704,1400.5265938459602,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
8,2001-10-30 19:00:00,Denver Nuggets,99,Phoenix Suns,96,Tue,3,-3,0,1395.8166951934568,1300.6627194452417,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
9,2001-10-30 19:00:00,Seattle SuperSonics,95,Sacramento Kings,101,Tue,3,6,1,1445.8584278133776,1373.9110362568526,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
10,2001-10-30 19:30:00,Los Angeles Clippers,98,San Antonio Spurs,109,Tue,3,11,1,1477.4560821925143,1343.2912004446648,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
11,2001-10-30 19:00:00,Milwaukee Bucks,119,Utah Jazz,112,Tue,3,-7,0,1408.641451666047,1447.5391304283519,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
12,2001-10-31 19:00:00,New Jersey Nets,95,Boston Celtics,92,Wed,4,-3,0,1336.8939610347356,1258.1822860586713,1,0,0,0,1,19,19.0,108,108.0,1,0,1,0,0,0,1,6,6.0,103,103.0,1,0
13,2001-10-31 19:00:00,Cleveland Cavaliers,94,Charlotte Hornets,100,Wed,4,6,1,1426.1637851996588,1258.3807888501665,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,-1,-19,-19.0,89,89.0,1,0
14,2001-10-31 19:30:00,Indiana Pacers,98,Chicago Bulls,73,Wed,4,-25,0,1179.4544504235955,1331.2481606978263,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,-1,-6,-6.0,97,97.0,1,0
15,2001-10-31 20:00:00,Toronto Raptors,92,Miami Heat,97,Wed,4,5,1,1368.5968672957847,1375.9486153946084,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,-1,-29,-29.0,85,85.0,1,0
16,2001-10-31 19:00:00,Golden State Warriors,87,Portland Trail Blazers,92,Wed,4,5,1,1377.0282215859374,1160.9256813132401,0,1,0,0,-1,-11,-11.0,87,87.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0
17,2001-11-01 20:00:00,Washington Wizards,98,Atlanta Hawks,88,Thu,5,-10,0,1229.0032504100047,1203.584341057573,0,1,0,0,-1,-5,-5.0,84,84.0,1,0,0,1,0,1,-1,-2,-2.0,91,91.0,1,0
18,2001-11-01 19:00:00,Milwaukee Bucks,102,Denver Nuggets,101,Thu,5,-1,0,1308.3310367805152,1454.788364052202,1,0,0,0,1,3,3.0,99,99.0,1,0,1,0,1,0,1,7,7.0,119,119.0,1,0
19,2001-11-01 19:30:00,Phoenix Suns,107,Golden State Warriors,101,Thu,5,-6,0,1158.2407348548243,1388.1483778581833,0,1,0,0,-1,-5,-5.0,87,87.0,1,0,0,1,0,0,-1,-3,-3.0,96,96.0,1,0
20,2001-11-01 19:30:00,Los Angeles Clippers,92,Houston Rockets,98,Thu,5,6,1,1406.979109092287,1337.0069875301726,1,0,1,0,1,5,5.0,89,89.0,1,0,0,1,0,1,-1,-11,-11.0,98,98.0,1,0
21,2001-11-01 19:00:00,Detroit Pistons,90,Memphis Grizzlies,80,Thu,5,-10,0,1500.0,1314.575006184762,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,-1,-7,-7.0,87,87.0,1,0
22,2001-11-01 19:00:00,Dallas Mavericks,99,Philadelphia 76ers,92,Thu,5,-7,0,1407.1108335149331,1448.6721904827969,0,1,0,0,-1,-9,-9.0,74,74.0,1,0,1,0,0,0,1,7,7.0,94,94.0,1,0
