,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_ELO,Visitor_ELO,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPTS,Home_AvgPTS,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPTS,Visitor_AvgPTS,Visitor_GamesPlayed,Visitor_DaysPast
0,2010-10-26 19:30:00,Miami Heat,80,Boston Celtics,88,Tue,3,8,1,1628.2695954737433,1547.8665515227528,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
1,2010-10-26 19:30:00,Houston Rockets,110,Los Angeles Lakers,112,Tue,3,2,1,1641.1198638751703,1512.387282319707,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
2,2010-10-26 19:00:00,Phoenix Suns,92,Portland Trail Blazers,106,Tue,3,14,1,1562.7531595099497,1650.45185352556,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
3,2010-10-27 19:00:00,Boston Celtics,87,Cleveland Cavaliers,95,Wed,4,8,1,1614.45831069753,1634.8605601003921,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,1,8,8.0,88,88.0,1,0
4,2010-10-27 19:30:00,Charlotte Bobcats,86,Dallas Mavericks,101,Wed,4,15,1,1581.208228879219,1534.67831956504,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
5,2010-10-27 19:00:00,Utah Jazz,88,Denver Nuggets,110,Wed,4,22,1,1580.1082697624079,1579.1059378724262,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
6,2010-10-27 19:30:00,Houston Rockets,128,Golden State Warriors,132,Wed,4,4,1,1432.3295137845735,1509.5593063863291,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,-1,-2,-2.0,110,110.0,1,0
7,2010-10-27 19:30:00,Portland Trail Blazers,98,Los Angeles Clippers,88,Wed,4,-10,0,1352.5137284436787,1580.0044500973925,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,1,14,14.0,106,106.0,1,0
8,2010-10-27 19:00:00,Atlanta Hawks,119,Memphis Grizzlies,104,Wed,4,-15,0,1466.688116489088,1569.2013654860493,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
9,2010-10-27 19:00:00,Sacramento Kings,117,Minnesota Timberwolves,116,Wed,4,-1,0,1319.772926948438,1371.2310654376613,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
