,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_ELO,Visitor_ELO,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPTS,Home_AvgPTS,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPTS,Visitor_AvgPTS,Visitor_GamesPlayed,Visitor_DaysPast
0,2012-10-30 19:00:00,Washington Wizards,84,Cleveland Cavaliers,94,Tue,3,10,1,1363.8735216504724,1425.5092415451654,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
1,2012-10-30 19:30:00,Dallas Mavericks,99,Los Angeles Lakers,91,Tue,3,-8,0,1553.0394212141912,1522.152187994683,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
2,2012-10-30 20:00:00,Boston Celtics,107,Miami Heat,120,Tue,3,13,1,1651.9247544108252,1595.6608074848182,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
3,2012-10-31 19:00:00,Sacramento Kings,87,Chicago Bulls,93,Wed,4,6,1,1602.9976954795266,1417.5308621585118,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
4,2012-10-31 19:30:00,Houston Rockets,105,Detroit Pistons,96,Wed,4,-9,0,1423.3299153637975,1494.2748006058162,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
5,2012-10-31 19:30:00,Memphis Grizzlies,92,Los Angeles Clippers,101,Wed,4,9,1,1557.115701715035,1588.6152808663435,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
6,2012-10-31 19:00:00,San Antonio Spurs,99,New Orleans Hornets,95,Wed,4,-4,0,1467.7747462484701,1682.6567803167554,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
7,2012-10-31 19:00:00,Denver Nuggets,75,Philadelphia 76ers,84,Wed,4,9,1,1535.1997254371634,1580.2253568461808,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
8,2012-10-31 19:00:00,Golden State Warriors,87,Phoenix Suns,85,Wed,4,-2,0,1533.428777447442,1420.8377783149,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
9,2012-10-31 19:30:00,Los Angeles Lakers,106,Portland Trail Blazers,116,Wed,4,10,1,1458.6136226186209,1542.90464572886,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,-1,-8,-8.0,91,91.0,1,0
10,2012-10-31 19:00:00,Indiana Pacers,90,Toronto Raptors,88,Wed,4,-2,0,1436.9935404773923,1577.3714686788753,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
11,2012-10-31 19:00:00,Dallas Mavericks,94,Utah Jazz,113,Wed,4,19,1,1531.2435342798215,1532.286963480014,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,1,0,1,8,8.0,99,99.0,1,0
12,2012-11-01 20:30:00,Oklahoma City Thunder,84,San Antonio Spurs,86,Thu,5,2,1,1685.084902116903,1668.3899270329848,1,0,0,0,1,4,4.0,99,99.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0
13,2012-11-02 19:30:00,Houston Rockets,109,Atlanta Hawks,102,Fri,6,-7,0,1555.519653007762,1501.6307040033773,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,1,0,1,9,9.0,105,105.0,1,0
