,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPTS,Home_AvgPTS,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPTS,Visitor_AvgPTS,Visitor_GamesPlayed,Visitor_DaysPast,Home_ELO,Visitor_ELO
10,2011-12-26 19:00:00,Oklahoma City Thunder,104,Minnesota Timberwolves,100,Mon,2,-4,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,1,8,8.0,97,97.0,1,0,1500,1509
11,2011-12-26 19:00:00,Houston Rockets,95,Orlando Magic,104,Mon,2,9,1,0,1,0,0,-1,-8,-8.0,89,89.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1490,1500
12,2011-12-26 19:00:00,New Orleans Hornets,85,Phoenix Suns,84,Mon,2,-1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
13,2011-12-26 19:00:00,Philadelphia 76ers,103,Portland Trail Blazers,107,Mon,2,4,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
14,2011-12-26 19:00:00,Los Angeles Lakers,91,Sacramento Kings,100,Mon,2,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,-1,-1,-1.0,87,87.0,1,0,1500,1495
15,2011-12-26 19:30:00,Memphis Grizzlies,82,San Antonio Spurs,95,Mon,2,13,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
16,2011-12-26 19:00:00,New Jersey Nets,90,Washington Wizards,84,Mon,2,-6,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1500,1500
17,2011-12-27 19:30:00,Utah Jazz,71,Los Angeles Lakers,96,Tue,3,25,1,0,2,0,1,-2,-10,-5.0,178,89.0,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1485,1500
18,2011-12-27 20:00:00,Boston Celtics,107,Miami Heat,115,Tue,3,8,1,1,0,0,0,1,11,11.0,105,105.0,1,0,0,1,0,1,-1,-2,-2.0,104,104.0,1,0,1511,1495
19,2011-12-27 19:30:00,Minnesota Timberwolves,95,Milwaukee Bucks,98,Tue,3,3,1,0,1,0,0,-1,-1,-1.0,95,95.0,1,0,0,1,0,0,-1,-4,-4.0,100,100.0,1,0,1495,1493
20,2011-12-27 19:30:00,Atlanta Hawks,106,New Jersey Nets,70,Tue,3,-36,0,1,0,0,0,1,6,6.0,90,90.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1507,1500
21,2011-12-27 19:00:00,Sacramento Kings,79,Portland Trail Blazers,101,Tue,3,22,1,1,0,1,0,1,4,4.0,107,107.0,1,0,1,0,0,0,1,9,9.0,100,100.0,1,0,1506,1509
22,2011-12-28 19:30:00,Washington Wizards,83,Atlanta Hawks,101,Wed,4,18,1,1,0,0,0,1,36,36.0,106,106.0,1,0,0,1,0,0,-1,-6,-6.0,84,84.0,1,0,1525,1492
23,2011-12-28 19:00:00,Miami Heat,96,Charlotte Bobcats,95,Wed,4,-1,0,1,0,1,0,1,1,1.0,96,96.0,1,0,2,0,1,0,2,19,9.5,220,110.0,2,0,1504,1519
24,2011-12-28 19:00:00,Utah Jazz,100,Denver Nuggets,117,Wed,4,17,1,1,0,0,0,1,22,22.0,115,115.0,1,0,0,1,0,1,-1,-25,-25.0,71,71.0,1,0,1516,1479
25,2011-12-28 19:30:00,Cleveland Cavaliers,105,Detroit Pistons,89,Wed,4,-16,0,0,1,0,0,-1,-12,-12.0,79,79.0,1,0,0,1,0,0,-1,-8,-8.0,96,96.0,1,0,1488,1490
26,2011-12-28 19:30:00,New York Knicks,78,Golden State Warriors,92,Wed,4,14,1,1,1,1,1,1,-11,-5.5,185,92.5,2,0,1,0,0,0,1,2,2.0,106,106.0,1,0,1493,1504
27,2011-12-28 19:00:00,Oklahoma City Thunder,98,Memphis Grizzlies,95,Wed,4,-3,0,0,1,0,0,-1,-13,-13.0,82,82.0,1,0,2,0,1,0,2,12,6.0,201,100.5,2,0,1487,1515
28,2011-12-28 19:00:00,Boston Celtics,78,New Orleans Hornets,97,Wed,4,19,1,1,0,0,0,1,1,1.0,85,85.0,1,0,0,2,0,2,-2,-10,-5.0,211,105.5,2,0,1504,1486
29,2011-12-28 19:00:00,Philadelphia 76ers,103,Phoenix Suns,83,Wed,4,-20,0,0,1,0,1,-1,-1,-1.0,84,84.0,1,0,0,1,0,1,-1,-4,-4.0,103,103.0,1,0,1495,1493
30,2011-12-28 19:30:00,Los Angeles Clippers,90,San Antonio Spurs,115,Wed,4,25,1,1,0,1,0,1,13,13.0,95,95.0,1,0,1,0,1,0,1,19,19.0,105,105.0,1,0,1512,1515
31,2011-12-28 18:00:00,Indiana Pacers,90,Toronto Raptors,85,Wed,4,-5,0,1,0,0,0,1,8,8.0,104,104.0,1,0,1,0,0,0,1,12,12.0,91,91.0,1,0,1509,1511
32,2011-12-29 19:00:00,San Antonio Spurs,85,Houston Rockets,105,Thu,5,20,1,0,1,0,0,-1,-9,-9.0,95,95.0,1,0,2,0,0,0,2,38,19.0,210,105.0,2,0,1489,1531
33,2011-12-29 19:30:00,New York Knicks,82,Los Angeles Lakers,99,Thu,5,17,1,1,2,1,1,1,15,5.0,274,91.33333333333333,3,0,1,1,0,1,-1,-12,-6.0,184,92.0,2,0,1505,1490
34,2011-12-29 19:00:00,Dallas Mavericks,102,Oklahoma City Thunder,104,Thu,5,2,1,3,0,1,0,3,15,5.0,299,99.66666666666667,3,0,0,2,0,0,-2,-33,-16.5,187,93.5,2,0,1520,1471
35,2011-12-29 19:00:00,New Jersey Nets,78,Orlando Magic,94,Thu,5,16,1,1,1,1,0,1,1,0.5,193,96.5,2,0,1,1,1,0,-1,-30,-15.0,160,80.0,2,0,1500,1481
36,2011-12-29 19:00:00,Denver Nuggets,102,Portland Trail Blazers,111,Thu,5,9,1,2,0,2,0,2,26,13.0,208,104.0,2,0,2,0,1,0,2,39,19.5,232,116.0,2,0,1523,1528
37,2011-12-29 19:00:00,Chicago Bulls,108,Sacramento Kings,98,Thu,5,-10,0,1,1,1,0,-1,-13,-6.5,179,89.5,2,0,1,1,1,1,-1,-7,-3.5,179,89.5,2,0,1491,1494
38,2011-12-30 19:30:00,New Jersey Nets,98,Atlanta Hawks,105,Fri,6,7,1,2,0,1,0,2,54,27.0,207,103.5,2,0,1,2,1,1,-2,-46,-15.333333333333334,238,79.33333333333333,3,0,1538,1467
39,2011-12-30 19:30:00,Detroit Pistons,85,Boston Celtics,96,Fri,6,11,1,0,3,0,0,-3,-29,-9.666666666666666,289,96.33333333333333,3,0,0,2,0,1,-2,-28,-14.0,168,84.0,2,0,1471,1474
40,2011-12-30 19:00:00,Orlando Magic,100,Charlotte Bobcats,79,Fri,6,-21,0,1,1,1,1,-1,0,0.0,191,95.5,2,0,2,1,0,1,2,17,5.666666666666667,287,95.66666666666667,3,0,1500,1513
41,2011-12-30 19:30:00,Toronto Raptors,86,Dallas Mavericks,99,Fri,6,13,1,0,3,0,2,-3,-35,-11.666666666666666,289,96.33333333333333,3,0,1,1,1,0,-1,3,1.5,189,94.5,2,0,1467,1502
42,2011-12-30 19:00:00,Cleveland Cavaliers,91,Indiana Pacers,98,Fri,6,7,1,2,0,1,0,2,17,8.5,181,90.5,2,0,1,1,1,0,1,8,4.0,201,100.5,2,0,1517,1503
43,2011-12-30 19:30:00,Chicago Bulls,114,Los Angeles Clippers,101,Fri,6,-13,0,1,1,0,0,-1,-6,-3.0,195,97.5,2,0,2,1,2,1,1,3,1.0,287,95.66666666666667,3,0,1495,1504
44,2011-12-30 19:00:00,Houston Rockets,93,Memphis Grizzlies,113,Fri,6,20,1,0,2,0,1,-2,-16,-8.0,177,88.5,2,0,1,1,0,1,1,11,5.5,200,100.0,2,0,1481,1507
45,2011-12-30 19:30:00,Washington Wizards,81,Milwaukee Bucks,102,Fri,6,21,1,1,1,1,0,1,2,1.0,193,96.5,2,0,0,2,0,1,-2,-24,-12.0,167,83.5,2,0,1500,1478
46,2011-12-30 19:00:00,Miami Heat,103,Minnesota Timberwolves,101,Fri,6,-2,0,0,2,0,1,-2,-7,-3.5,195,97.5,2,0,3,0,2,0,3,20,6.666666666666667,316,105.33333333333333,3,0,1487,1522
47,2011-12-30 19:00:00,Phoenix Suns,93,New Orleans Hornets,78,Fri,6,-15,0,2,0,1,0,2,20,10.0,182,91.0,2,0,0,2,0,0,-2,-21,-10.5,167,83.5,2,0,1518,1478
48,2011-12-30 19:00:00,Philadelphia 76ers,99,Utah Jazz,102,Fri,6,3,1,0,2,0,0,-2,-42,-21.0,171,85.5,2,0,1,1,1,1,1,16,8.0,206,103.0,2,0,1466,1509
49,2011-12-31 18:00:00,Indiana Pacers,88,Detroit Pistons,96,Sat,7,8,1,0,3,0,1,-3,-39,-13.0,253,84.33333333333333,3,0,3,0,1,0,3,24,8.0,279,93.0,3,0,1462,1524
50,2011-12-31 18:00:00,Philadelphia 76ers,107,Golden State Warriors,79,Sat,7,-28,0,2,1,2,1,2,3,1.0,277,92.33333333333333,3,0,1,2,1,2,-1,13,4.333333333333333,305,101.66666666666667,3,0,1506,1502
51,2011-12-31 18:00:00,Atlanta Hawks,84,Houston Rockets,95,Sat,7,11,1,1,2,1,0,-1,-9,-3.0,293,97.66666666666667,3,0,3,0,1,0,3,61,20.333333333333332,312,104.0,3,0,1489,1544
52,2011-12-31 12:30:00,Denver Nuggets,89,Los Angeles Lakers,92,Sat,7,3,1,2,2,2,1,2,32,8.0,373,93.25,4,0,2,1,1,1,-1,30,10.0,334,111.33333333333333,3,0,1518,1518
53,2011-12-31 19:00:00,Phoenix Suns,97,Oklahoma City Thunder,107,Sat,7,10,1,4,0,2,0,4,17,4.25,403,100.75,4,0,1,2,1,0,1,-6,-2.0,260,86.66666666666667,3,0,1523,1493
54,2011-12-31 17:00:00,New York Knicks,114,Sacramento Kings,92,Sat,7,-22,0,1,2,1,1,-2,-23,-7.666666666666667,277,92.33333333333333,3,0,1,2,0,2,-2,-29,-9.666666666666666,266,88.66666666666667,3,0,1480,1476
55,2011-12-31 19:30:00,Utah Jazz,89,San Antonio Spurs,104,Sat,7,15,1,2,1,2,0,-1,18,6.0,295,98.33333333333333,3,0,1,2,0,2,1,-39,-13.0,273,91.0,3,0,1512,1472
56,2012-01-01 19:00:00,Memphis Grizzlies,64,Chicago Bulls,104,Sun,1,40,1,3,1,0,0,2,16,4.0,401,100.25,4,0,1,2,0,1,1,4,1.3333333333333333,290,96.66666666666667,3,0,1515,1498
57,2012-01-01 18:00:00,New Jersey Nets,82,Cleveland Cavaliers,98,Sun,1,16,1,1,2,0,1,-1,1,0.3333333333333333,292,97.33333333333333,3,0,1,3,1,2,-3,-53,-13.25,336,84.0,4,0,1495,1460
58,2012-01-01 18:00:00,Los Angeles Lakers,90,Denver Nuggets,99,Sun,1,9,1,2,2,1,0,-2,27,6.75,423,105.75,4,0,3,2,0,1,3,35,7.0,465,93.0,5,0,1512,1523
59,2012-01-01 18:30:00,Portland Trail Blazers,88,Los Angeles Clippers,93,Sun,1,5,1,1,2,0,1,-2,-19,-6.333333333333333,296,98.66666666666667,3,0,3,0,0,0,3,35,11.666666666666666,319,106.33333333333333,3,0,1483,1532
60,2012-01-01 18:00:00,Charlotte Bobcats,90,Miami Heat,129,Sun,1,39,1,4,0,1,0,4,22,5.5,419,104.75,4,0,1,2,0,0,-2,-21,-7.0,270,90.0,3,0,1526,1483
61,2012-01-01 18:00:00,Dallas Mavericks,82,Minnesota Timberwolves,99,Sun,1,17,1,0,3,0,2,-3,-9,-3.0,296,98.66666666666667,3,0,1,3,0,1,1,-22,-5.5,388,97.0,4,0,1482,1480
62,2012-01-01 18:00:00,Toronto Raptors,96,Orlando Magic,102,Sun,1,6,1,3,1,2,0,3,38,9.5,387,96.75,4,0,1,2,1,1,-2,-10,-3.3333333333333335,275,91.66666666666667,3,0,1529,1488
63,2012-01-01 18:00:00,New Orleans Hornets,80,Sacramento Kings,96,Sun,1,16,1,1,3,1,2,-3,-45,-11.25,369,92.25,4,0,2,1,1,0,-1,5,1.6666666666666667,260,86.66666666666667,3,0,1462,1502
64,2012-01-01 18:00:00,Boston Celtics,94,Washington Wizards,86,Sun,1,-8,0,0,3,0,1,-3,-45,-15.0,248,82.66666666666667,3,0,1,3,0,3,1,-18,-4.5,385,96.25,4,0,1462,1482
65,2012-01-02 19:30:00,Washington Wizards,92,Boston Celtics,100,Mon,2,8,1,2,3,1,0,2,-10,-2.0,479,95.8,5,0,0,4,0,2,-4,-53,-13.25,334,83.5,4,0,1490,1453
66,2012-01-02 19:30:00,Oklahoma City Thunder,87,Dallas Mavericks,100,Mon,2,13,1,1,4,1,2,-1,-39,-7.8,470,94.0,5,0,5,0,2,0,5,27,5.4,510,102.0,5,0,1465,1532
67,2012-01-02 19:00:00,Milwaukee Bucks,86,Denver Nuggets,91,Mon,2,5,1,3,2,2,0,1,36,7.2,522,104.4,5,0,2,1,0,1,2,23,7.666666666666667,295,98.33333333333333,3,0,1522,1515
68,2012-01-02 19:30:00,Orlando Magic,78,Detroit Pistons,89,Mon,2,11,1,1,3,1,1,1,-31,-7.75,349,87.25,4,0,4,1,1,1,4,44,8.8,489,97.8,5,0,1473,1535
69,2012-01-02 19:30:00,Atlanta Hawks,100,Miami Heat,92,Mon,2,-8,0,5,0,2,0,5,61,12.2,548,109.6,5,0,3,1,1,1,-1,50,12.5,396,99.0,4,0,1548,1530
70,2012-01-02 19:00:00,San Antonio Spurs,96,Minnesota Timberwolves,106,Mon,2,10,1,1,3,1,2,1,8,2.0,395,98.75,4,0,3,1,0,1,1,33,8.25,399,99.75,4,0,1496,1523
71,2012-01-02 19:30:00,Indiana Pacers,108,New Jersey Nets,94,Mon,2,-14,0,1,4,0,1,-4,-69,-13.8,418,83.6,5,0,3,1,1,1,-1,16,4.0,367,91.75,4,0,1447,1512
72,2012-01-02 19:30:00,Toronto Raptors,90,New York Knicks,85,Mon,2,-5,0,2,2,1,0,1,-7,-1.75,380,95.0,4,0,1,3,1,2,-3,-16,-4.0,371,92.75,4,0,1493,1481
73,2012-01-02 13:30:00,Golden State Warriors,91,Phoenix Suns,102,Mon,2,11,1,1,3,0,2,-1,-16,-4.0,357,89.25,4,0,2,2,0,0,-1,-25,-6.25,356,89.0,4,0,1483,1484
74,2012-01-02 19:00:00,New Orleans Hornets,90,Utah Jazz,94,Mon,2,4,1,1,3,1,0,-1,-54,-13.5,362,90.5,4,0,2,2,1,1,-2,-11,-2.75,340,85.0,4,0,1460,1485
75,2012-01-03 19:00:00,Atlanta Hawks,74,Chicago Bulls,76,Tue,3,2,1,4,1,1,0,3,56,11.2,505,101.0,5,0,4,1,2,1,1,58,11.6,496,99.2,5,0,1540,1539
76,2012-01-03 19:00:00,Charlotte Bobcats,101,Cleveland Cavaliers,115,Tue,3,14,1,2,2,1,1,1,17,4.25,390,97.5,4,0,1,3,0,1,-3,-60,-15.0,360,90.0,4,0,1507,1460
77,2012-01-03 19:30:00,Houston Rockets,99,Los Angeles Lakers,108,Tue,3,9,1,3,3,3,1,-1,26,4.333333333333333,555,92.5,6,0,2,2,0,2,1,2,0.5,388,97.0,4,0,1512,1502
78,2012-01-03 19:00:00,Sacramento Kings,96,Memphis Grizzlies,113,Tue,3,17,1,1,3,1,1,-1,-36,-9.0,354,88.5,4,0,2,3,0,1,1,-29,-5.8,465,93.0,5,0,1472,1478
79,2012-01-03 19:00:00,Portland Trail Blazers,103,Oklahoma City Thunder,93,Tue,3,-10,0,5,1,3,0,-1,14,2.3333333333333335,597,99.5,6,0,3,1,0,1,-1,30,7.5,407,101.75,4,0,1516,1523
80,2012-01-03 19:00:00,Milwaukee Bucks,73,Utah Jazz,85,Tue,3,12,1,2,3,2,0,1,-50,-10.0,456,91.2,5,0,2,2,0,2,-1,18,4.5,381,95.25,4,0,1466,1508
81,2012-01-04 19:30:00,New Jersey Nets,70,Boston Celtics,89,Wed,4,19,1,3,3,2,0,3,-2,-0.3333333333333333,579,96.5,6,0,1,5,1,3,-5,-83,-13.833333333333334,512,85.33333333333333,6,0,1497,1437
82,2012-01-04 19:30:00,Phoenix Suns,89,Dallas Mavericks,98,Wed,4,9,1,2,4,2,2,1,-26,-4.333333333333333,570,95.0,6,0,2,3,1,1,1,-5,-1.0,459,91.8,5,0,1480,1494
83,2012-01-04 19:00:00,Sacramento Kings,83,Denver Nuggets,110,Wed,4,27,1,4,2,3,0,2,41,6.833333333333333,613,102.16666666666667,6,0,2,4,0,2,-1,-46,-7.666666666666667,561,93.5,6,0,1528,1463
84,2012-01-04 19:30:00,Chicago Bulls,99,Detroit Pistons,83,Wed,4,-16,0,2,3,2,1,2,-20,-4.0,438,87.6,5,0,5,1,3,1,4,58,9.666666666666666,581,96.83333333333333,6,0,1486,1544
85,2012-01-04 19:30:00,Houston Rockets,89,Los Angeles Clippers,117,Wed,4,28,1,2,2,1,1,1,-14,-3.5,389,97.25,4,0,2,3,0,3,-1,-7,-1.4,487,97.4,5,0,1491,1492
86,2012-01-04 19:30:00,Indiana Pacers,83,Miami Heat,118,Wed,4,35,1,5,1,2,1,-1,53,8.833333333333334,640,106.66666666666667,6,0,4,1,2,1,1,30,6.0,475,95.0,5,0,1538,1521
87,2012-01-04 19:00:00,Memphis Grizzlies,90,Minnesota Timberwolves,86,Wed,4,-4,0,2,3,2,2,2,18,3.6,501,100.2,5,0,2,3,0,2,1,-19,-3.8,467,93.4,5,0,1507,1486
88,2012-01-04 19:00:00,Philadelphia 76ers,101,New Orleans Hornets,93,Wed,4,-8,0,2,3,1,1,-3,-15,-3.0,430,86.0,5,0,2,2,2,2,1,41,10.25,412,103.0,4,0,1478,1523
89,2012-01-04 19:30:00,Charlotte Bobcats,118,New York Knicks,110,Wed,4,-8,0,2,3,1,1,-1,-12,-2.4,465,93.0,5,0,1,4,0,2,-4,-74,-14.8,461,92.2,5,0,1485,1449
90,2012-01-04 19:00:00,Washington Wizards,85,Orlando Magic,103,Wed,4,18,1,4,2,3,0,-1,33,5.5,567,94.5,6,0,0,5,0,3,-5,-61,-12.2,426,85.2,5,0,1521,1445
91,2012-01-04 19:30:00,Golden State Warriors,95,San Antonio Spurs,101,Wed,4,6,1,3,2,3,0,-1,23,4.6,495,99.0,5,0,2,3,0,1,-2,-36,-7.2,447,89.4,5,0,1511,1472
92,2012-01-04 19:00:00,Cleveland Cavaliers,77,Toronto Raptors,92,Wed,4,15,1,2,3,0,1,1,-11,-2.2,461,92.2,5,0,3,2,1,1,2,31,6.2,505,101.0,5,0,1488,1517
93,2012-01-05 20:00:00,Miami Heat,116,Atlanta Hawks,109,Thu,5,-7,0,4,2,2,0,-1,56,9.333333333333334,570,95.0,6,0,6,1,3,0,1,88,12.571428571428571,758,108.28571428571429,7,0,1534,1560
94,2012-01-05 19:30:00,Los Angeles Lakers,96,Portland Trail Blazers,107,Thu,5,11,1,4,1,3,0,1,40,8.0,510,102.0,5,0,4,3,0,2,1,35,5.0,663,94.71428571428571,7,0,1533,1521
95,2012-01-05 19:00:00,Milwaukee Bucks,100,Sacramento Kings,103,Thu,5,3,1,2,5,2,2,-2,-73,-10.428571428571429,644,92.0,7,0,2,3,0,3,-2,6,1.2,454,90.8,5,0,1447,1494
96,2012-01-05 19:30:00,Dallas Mavericks,71,San Antonio Spurs,93,Thu,5,22,1,4,2,4,0,1,29,4.833333333333333,596,99.33333333333333,6,0,3,4,0,2,2,-17,-2.4285714285714284,668,95.42857142857143,7,0,1517,1490
97,2012-01-06 19:30:00,Indiana Pacers,87,Boston Celtics,74,Fri,6,-13,0,4,3,3,0,4,17,2.4285714285714284,668,95.42857142857143,7,0,4,2,2,2,-1,-5,-0.8333333333333334,558,93.0,6,0,1509,1498
98,2012-01-06 19:00:00,Atlanta Hawks,102,Charlotte Bobcats,96,Fri,6,-6,0,2,4,1,2,1,-66,-11.0,579,96.5,6,0,4,3,2,2,-2,49,7.0,679,97.0,7,0,1459,1526
99,2012-01-06 19:30:00,Golden State Warriors,90,Los Angeles Lakers,97,Fri,6,7,1,4,4,4,1,-1,24,3.0,759,94.875,8,0,2,4,0,2,-3,-42,-7.0,542,90.33333333333333,6,0,1510,1465
100,2012-01-06 19:00:00,Cleveland Cavaliers,98,Minnesota Timberwolves,87,Fri,6,-11,0,2,4,2,3,-1,14,2.3333333333333335,587,97.83333333333333,6,0,3,3,1,2,-1,16,2.6666666666666665,582,97.0,6,0,1500,1502
101,2012-01-06 19:00:00,Denver Nuggets,96,New Orleans Hornets,88,Fri,6,-8,0,2,4,1,2,-4,-23,-3.8333333333333335,523,87.16666666666667,6,0,5,2,1,2,3,68,9.714285714285714,723,103.28571428571429,7,0,1470,1543
102,2012-01-06 19:00:00,Houston Rockets,94,Oklahoma City Thunder,109,Fri,6,15,1,5,2,3,1,-2,4,0.5714285714285714,690,98.57142857142857,7,0,2,4,0,4,-2,-35,-5.833333333333333,576,96.0,6,0,1505,1471
103,2012-01-06 20:00:00,Chicago Bulls,97,Orlando Magic,83,Fri,6,-14,0,5,2,4,0,1,51,7.285714285714286,670,95.71428571428571,7,0,6,1,4,1,5,74,10.571428571428571,680,97.14285714285714,7,0,1532,1555
104,2012-01-06 19:00:00,Detroit Pistons,73,Philadelphia 76ers,96,Fri,6,23,1,3,2,0,0,2,49,9.8,513,102.6,5,0,2,4,0,2,-1,-36,-6.0,521,86.83333333333333,6,0,1530,1474
105,2012-01-06 20:30:00,Portland Trail Blazers,77,Phoenix Suns,102,Fri,6,25,1,2,4,1,2,-1,-14,-2.3333333333333335,548,91.33333333333333,6,0,5,1,1,1,2,51,8.5,617,102.83333333333333,6,0,1483,1543
106,2012-01-06 19:00:00,New Jersey Nets,97,Toronto Raptors,85,Fri,6,-12,0,3,3,1,1,2,4,0.6666666666666666,553,92.16666666666667,6,0,1,6,1,4,-6,-102,-14.571428571428571,582,83.14285714285714,7,0,1502,1424
107,2012-01-06 19:00:00,Memphis Grizzlies,85,Utah Jazz,94,Fri,6,9,1,3,3,3,0,2,-38,-6.333333333333333,541,90.16666666666667,6,0,3,3,1,2,2,-15,-2.5,557,92.83333333333333,6,0,1479,1492
108,2012-01-06 19:00:00,New York Knicks,99,Washington Wizards,96,Fri,6,-3,0,0,6,0,2,-6,-79,-13.166666666666666,511,85.16666666666667,6,0,2,4,1,2,-2,-20,-3.3333333333333335,575,95.83333333333333,6,0,1433,1474
109,2012-01-07 19:00:00,Chicago Bulls,94,Atlanta Hawks,109,Sat,7,15,1,5,3,2,1,1,55,6.875,781,97.625,8,0,7,1,5,1,6,88,11.0,777,97.125,8,0,1531,1566
110,2012-01-07 20:00:00,New Orleans Hornets,81,Dallas Mavericks,96,Sat,7,15,1,3,5,3,2,-1,-39,-4.875,739,92.375,8,0,2,5,1,2,-5,-31,-4.428571428571429,611,87.28571428571429,7,0,1474,1463
111,2012-01-07 19:30:00,New York Knicks,103,Detroit Pistons,80,Sat,7,-23,0,2,5,2,2,-2,-59,-8.428571428571429,594,84.85714285714286,7,0,3,4,2,2,1,-17,-2.4285714285714284,674,96.28571428571429,7,0,1459,1478
112,2012-01-07 19:30:00,Utah Jazz,88,Golden State Warriors,87,Sat,7,-1,0,2,5,2,2,-4,-49,-7.0,632,90.28571428571429,7,0,4,3,0,3,3,-29,-4.142857142857143,635,90.71428571428571,7,0,1457,1489
113,2012-01-07 19:00:00,Oklahoma City Thunder,98,Houston Rockets,95,Sat,7,-3,0,2,5,2,0,-3,-50,-7.142857142857143,670,95.71428571428571,7,0,6,2,2,1,1,19,2.375,799,99.875,8,0,1459,1516
114,2012-01-07 19:00:00,Charlotte Bobcats,77,Indiana Pacers,99,Sat,7,22,1,5,2,2,0,1,8,1.1428571428571428,645,92.14285714285714,7,0,2,5,1,2,-1,-72,-10.285714285714286,675,96.42857142857143,7,0,1510,1453
115,2012-01-07 19:30:00,Milwaukee Bucks,86,Los Angeles Clippers,92,Sat,7,6,1,3,2,2,1,2,14,2.8,506,101.2,5,0,2,4,0,4,-3,3,0.5,554,92.33333333333333,6,0,1511,1487
116,2012-01-07 19:30:00,Miami Heat,101,New Jersey Nets,90,Sat,7,-11,0,2,6,0,2,1,-90,-11.25,679,84.875,8,0,7,1,4,0,2,95,11.875,874,109.25,8,0,1439,1567
117,2012-01-07 20:00:00,Toronto Raptors,62,Philadelphia 76ers,97,Sat,7,35,1,4,2,1,0,3,72,12.0,609,101.5,6,0,3,4,2,2,-1,-8,-1.1428571428571428,638,91.14285714285714,7,0,1544,1486
