,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_ELO,Visitor_ELO,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPTS,Home_AvgPTS,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPTS,Visitor_AvgPTS,Visitor_GamesPlayed,Visitor_DaysPast
0,2006-10-31 19:30:00,Phoenix Suns,106,Los Angeles Lakers,114,Tue,3,8,1,1542.3280539808056,1574.4541322683694,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
1,2006-10-31 20:00:00,Chicago Bulls,108,Miami Heat,66,Tue,3,-42,0,1602.9531127292557,1518.5085233593975,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
2,2006-11-01 19:30:00,New Orleans/Oklahoma City Hornets,91,Boston Celtics,87,Wed,4,-4,0,1426.9830279192013,1430.3446330488541,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
3,2006-11-01 19:00:00,Indiana Pacers,106,Charlotte Bobcats,99,Wed,4,-7,0,1391.6351685719471,1485.8346987682648,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
4,2006-11-01 20:00:00,Washington Wizards,94,Cleveland Cavaliers,97,Wed,4,3,1,1532.1092979492555,1520.070057724154,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
5,2006-11-01 20:00:00,Milwaukee Bucks,105,Detroit Pistons,97,Wed,4,-8,0,1583.2261026292601,1478.307442446325,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
6,2006-11-01 19:30:00,Los Angeles Lakers,110,Golden State Warriors,98,Wed,4,-12,0,1447.430173192618,1552.506094892994,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,1,8,8.0,114,114.0,1,0
7,2006-11-01 19:00:00,New York Knicks,118,Memphis Grizzlies,117,Wed,4,-1,0,1544.0698928667848,1335.4516373223669,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
8,2006-11-01 19:00:00,Sacramento Kings,83,Minnesota Timberwolves,92,Wed,4,9,1,1412.4861328881566,1547.286516234094,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
9,2006-11-01 19:30:00,Toronto Raptors,92,New Jersey Nets,102,Wed,4,10,1,1524.2581815679914,1402.5417907893793,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
10,2006-11-01 19:00:00,Chicago Bulls,94,Orlando Magic,109,Wed,4,15,1,1498.2476026598727,1555.7252521755563,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,1,0,1,42,42.0,108,108.0,1,0
11,2006-11-01 19:00:00,Atlanta Hawks,75,Philadelphia 76ers,88,Wed,4,13,1,1449.7577655087318,1373.5761733398613,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
12,2006-11-01 20:30:00,Los Angeles Clippers,104,Phoenix Suns,112,Wed,4,8,1,1564.276091356181,1555.6597049300844,0,1,0,0,-1,-8,-8.0,106,106.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0
13,2006-11-01 19:00:00,Portland Trail Blazers,110,Seattle SuperSonics,106,Wed,4,-4,0,1458.7245304910457,1298.2925965651511,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
14,2006-11-01 19:00:00,Houston Rockets,97,Utah Jazz,107,Wed,4,10,1,1463.1122645794972,1455.6106650924603,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
15,2006-11-02 19:00:00,San Antonio Spurs,97,Dallas Mavericks,91,Thu,5,-6,0,1618.5641369269413,1616.251048773178,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
16,2006-11-02 19:30:00,Denver Nuggets,95,Los Angeles Clippers,96,Thu,5,1,1,1546.8661295060715,1466.580398348734,0,1,0,0,-1,-8,-8.0,104,104.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0
17,2006-11-03 19:30:00,New York Knicks,92,Atlanta Hawks,102,Fri,6,10,1,1364.5197394131792,1342.9103765310813,0,1,0,0,-1,-13,-13.0,75,75.0,1,0,1,0,1,0,1,1,1.0,118,118.0,1,0
18,2006-11-03 19:30:00,Detroit Pistons,101,Boston Celtics,88,Fri,6,-13,0,1420.736647061736,1570.4096855607036,0,1,0,1,-1,-4,-4.0,87,87.0,1,0,0,1,0,0,-1,-8,-8.0,97,97.0,1,0
19,2006-11-03 19:30:00,Sacramento Kings,89,Chicago Bulls,88,Fri,6,-1,0,1539.2992745182885,1532.3433625588793,1,1,0,0,-1,27,13.5,202,101.0,2,0,0,1,0,1,-1,-9,-9.0,83,83.0,1,0
20,2006-11-03 19:00:00,Minnesota Timberwolves,112,Denver Nuggets,109,Fri,6,-3,0,1463.6447699340945,1427.4292865633713,0,1,0,0,-1,-1,-1.0,95,95.0,1,0,1,0,0,0,1,9,9.0,92,92.0,1,0
21,2006-11-03 19:30:00,Portland Trail Blazers,89,Golden State Warriors,102,Fri,6,13,1,1439.8470639844343,1308.6791044408367,0,1,0,1,-1,-12,-12.0,98,98.0,1,0,1,0,1,0,1,4,4.0,110,110.0,1,0
