Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.
Tue Apr 01 2014 08:00pm,Houston Rockets,96,Brooklyn Nets,105,Box Score,0,17732
Tue Apr 01 2014 08:30pm,Golden State Warriors,122,Dallas Mavericks,120,Box Score,1,20423
Tue Apr 01 2014 10:30pm,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,0,18110
Wed Apr 02 2014 07:30pm,Chicago Bulls,105,Atlanta Hawks,92,Box Score,0,17029
Wed Apr 02 2014 09:00pm,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,0,14783
Wed Apr 02 2014 07:00pm,Detroit Pistons,94,Indiana Pacers,101,Box Score,0,18165
Wed Apr 02 2014 07:30pm,Milwaukee Bucks,77,Miami Heat,96,Box Score,0,19609
Wed Apr 02 2014 08:00pm,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,0,12009
Wed Apr 02 2014 07:00pm,Brooklyn Nets,81,New York Knicks,110,Box Score,0,19812
Wed Apr 02 2014 07:00pm,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,0,16092
Wed Apr 02 2014 07:00pm,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,0,12136
Wed Apr 02 2014 10:00pm,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,0,16091
Wed Apr 02 2014 10:00pm,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,0,17317
Wed Apr 02 2014 08:30pm,Golden State Warriors,90,San Antonio Spurs,111,Box Score,0,18581
Wed Apr 02 2014 07:00pm,Houston Rockets,103,Toronto Raptors,107,Box Score,0,18294
Wed Apr 02 2014 07:00pm,Boston Celtics,92,Washington Wizards,118,Box Score,0,17770
Thu Apr 03 2014 10:30pm,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,0,19222
Thu Apr 03 2014 08:00pm,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,0,18203
Fri Apr 04 2014 07:30pm,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,0,16210
Fri Apr 04 2014 07:30pm,Philadelphia 76ers,111,Boston Celtics,102,Box Score,0,18624
Fri Apr 04 2014 07:30pm,Detroit Pistons,104,Brooklyn Nets,116,Box Score,0,16754
Fri Apr 04 2014 07:00pm,Orlando Magic,80,Charlotte Bobcats,91,Box Score,0,17708
Fri Apr 04 2014 08:00pm,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,0,21996
Fri Apr 04 2014 10:30pm,Sacramento Kings,69,Golden State Warriors,102,Box Score,0,19596
Fri Apr 04 2014 09:30pm,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,0,18407
Fri Apr 04 2014 10:30pm,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,0,18997
Fri Apr 04 2014 07:00pm,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,0,17011
Fri Apr 04 2014 07:30pm,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2,19661
Fri Apr 04 2014 07:30pm,Washington Wizards,90,New York Knicks,89,Box Score,0,19812
Fri Apr 04 2014 10:00pm,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,0,20089
Fri Apr 04 2014 07:00pm,Indiana Pacers,94,Toronto Raptors,102,Box Score,0,19800
Fri Apr 04 2014 09:00pm,New Orleans Pelicans,96,Utah Jazz,100,Box Score,0,19681
Sat Apr 05 2014 07:30pm,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,1,18179
Sat Apr 05 2014 07:30pm,Boston Celtics,111,Detroit Pistons,115,Box Score,0,19558
Sat Apr 05 2014 08:30pm,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,0,16310
Sat Apr 05 2014 07:00pm,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,0,16992
Sat Apr 05 2014 07:30pm,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,0,16133
Sat Apr 05 2014 07:00pm,Chicago Bulls,96,Washington Wizards,78,Box Score,0,19661
Sun Apr 06 2014 09:00pm,Utah Jazz,102,Golden State Warriors,130,Box Score,0,19596
Sun Apr 06 2014 07:00pm,Denver Nuggets,125,Houston Rockets,130,Box Score,1,18325
Sun Apr 06 2014 06:00pm,Atlanta Hawks,107,Indiana Pacers,88,Box Score,0,18165
Sun Apr 06 2014 03:30pm,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,0,19239
Sun Apr 06 2014 01:00pm,New York Knicks,91,Miami Heat,102,Box Score,0,19647
Sun Apr 06 2014 09:00pm,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,0,18422
Sun Apr 06 2014 09:00pm,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,0,20036
Sun Apr 06 2014 06:00pm,Dallas Mavericks,93,Sacramento Kings,91,Box Score,0,17023
Sun Apr 06 2014 07:00pm,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,0,18581
Tue Apr 08 2014 07:30pm,Detroit Pistons,102,Atlanta Hawks,95,Box Score,0,10587
Tue Apr 08 2014 10:30pm,Houston Rockets,145,Los Angeles Lakers,130,Box Score,0,18131
Tue Apr 08 2014 08:00pm,Brooklyn Nets,88,Miami Heat,87,Box Score,0,19600
Tue Apr 08 2014 08:00pm,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,0,10117
Tue Apr 08 2014 10:00pm,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,0,16696
Tue Apr 08 2014 09:00pm,Dallas Mavericks,95,Utah Jazz,83,Box Score,0,18102
Wed Apr 09 2014 07:30pm,Boston Celtics,97,Atlanta Hawks,105,Box Score,0,13868
Wed Apr 09 2014 07:00pm,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,0,15979
Wed Apr 09 2014 09:00pm,Houston Rockets,116,Denver Nuggets,123,Box Score,0,15322
Wed Apr 09 2014 10:30pm,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,0,19459
Wed Apr 09 2014 08:00pm,Miami Heat,102,Memphis Grizzlies,107,Box Score,0,18119
Wed Apr 09 2014 08:00pm,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,0,13139
Wed Apr 09 2014 08:00pm,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,0,13447
Wed Apr 09 2014 08:00pm,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,0,16256
