Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Sun May 01 2011 03:30pm,Boston Celtics,90,Miami Heat,99,Box Score,0,20021,
Sun May 01 2011 12:00pm,Memphis Grizzlies,114,Oklahoma City Thunder,101,Box Score,0,18203,
Mon May 02 2011 07:00pm,Atlanta Hawks,103,Chicago Bulls,95,Box Score,0,22890,
Mon May 02 2011 07:30pm,Dallas Mavericks,96,Los Angeles Lakers,94,Box Score,0,18997,
Tue May 03 2011 07:00pm,Boston Celtics,91,Miami Heat,102,Box Score,0,20104,
Tue May 03 2011 08:30pm,Memphis Grizzlies,102,Oklahoma City Thunder,111,Box Score,0,18203,
Wed May 04 2011 07:00pm,Atlanta Hawks,73,Chicago Bulls,86,Box Score,0,22872,
Wed May 04 2011 07:30pm,Dallas Mavericks,93,Los Angeles Lakers,81,Box Score,0,18997,
Fri May 06 2011 07:00pm,Chicago Bulls,99,Atlanta Hawks,82,Box Score,0,19521,
Fri May 06 2011 08:30pm,Los Angeles Lakers,92,Dallas Mavericks,98,Box Score,0,21156,
Sat May 07 2011 08:00pm,Miami Heat,81,Boston Celtics,97,Box Score,0,18624,
Sat May 07 2011 04:00pm,Oklahoma City Thunder,93,Memphis Grizzlies,101,Box Score,1,18119,
Sun May 08 2011 08:00pm,Chicago Bulls,88,Atlanta Hawks,100,Box Score,0,19263,
Sun May 08 2011 02:30pm,Los Angeles Lakers,86,Dallas Mavericks,122,Box Score,0,21087,
Mon May 09 2011 07:00pm,Miami Heat,98,Boston Celtics,90,Box Score,1,18624,
Mon May 09 2011 08:30pm,Oklahoma City Thunder,133,Memphis Grizzlies,123,Box Score,3,18119,
Tue May 10 2011 07:00pm,Atlanta Hawks,83,Chicago Bulls,95,Box Score,0,22980,
Wed May 11 2011 07:00pm,Boston Celtics,87,Miami Heat,97,Box Score,0,20208,
Wed May 11 2011 08:30pm,Memphis Grizzlies,72,Oklahoma City Thunder,99,Box Score,0,18203,
Thu May 12 2011 08:00pm,Chicago Bulls,93,Atlanta Hawks,73,Box Score,0,19378,
Fri May 13 2011 08:00pm,Oklahoma City Thunder,83,Memphis Grizzlies,95,Box Score,0,18119,
Sun May 15 2011 07:00pm,Miami Heat,82,Chicago Bulls,103,Box Score,0,22874,
Sun May 15 2011 02:30pm,Memphis Grizzlies,90,Oklahoma City Thunder,105,Box Score,0,18203,
Tue May 17 2011 08:00pm,Oklahoma City Thunder,112,Dallas Mavericks,121,Box Score,0,20911,
Wed May 18 2011 07:30pm,Miami Heat,85,Chicago Bulls,75,Box Score,0,23007,
Thu May 19 2011 08:00pm,Oklahoma City Thunder,106,Dallas Mavericks,100,Box Score,0,21051,
Sat May 21 2011 08:00pm,Dallas Mavericks,93,Oklahoma City Thunder,87,Box Score,0,18203,
Sun May 22 2011 08:30pm,Chicago Bulls,85,Miami Heat,96,Box Score,0,20123,
Mon May 23 2011 08:00pm,Dallas Mavericks,112,Oklahoma City Thunder,105,Box Score,1,18203,
Tue May 24 2011 08:30pm,Chicago Bulls,93,Miami Heat,101,Box Score,1,20125,
Wed May 25 2011 08:00pm,Oklahoma City Thunder,96,Dallas Mavericks,100,Box Score,0,21092,
Thu May 26 2011 07:30pm,Miami Heat,83,Chicago Bulls,80,Box Score,0,23057,
Tue May 31 2011 09:00pm,Dallas Mavericks,84,Miami Heat,92,Box Score,0,20003,
