Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.
Tue Mar 01 2011 07:00pm,Golden State Warriors,100,Indiana Pacers,109,Box Score,0,9557
Tue Mar 01 2011 07:00pm,San Antonio Spurs,93,Memphis Grizzlies,109,Box Score,0,13480
Tue Mar 01 2011 07:00pm,Detroit Pistons,90,Milwaukee Bucks,92,Box Score,0,11364
Tue Mar 01 2011 07:00pm,Los Angeles Lakers,90,Minnesota Timberwolves,79,Box Score,0,17111
Tue Mar 01 2011 07:00pm,New York Knicks,110,Orlando Magic,116,Box Score,0,19131
Tue Mar 01 2011 07:00pm,Dallas Mavericks,101,Philadelphia 76ers,93,Box Score,0,13509
Tue Mar 01 2011 07:00pm,Houston Rockets,103,Portland Trail Blazers,87,Box Score,0,20272
Tue Mar 01 2011 07:00pm,New Orleans Hornets,90,Toronto Raptors,96,Box Score,0,14704
Wed Mar 02 2011 07:00pm,Chicago Bulls,80,Atlanta Hawks,83,Box Score,0,16928
Wed Mar 02 2011 07:30pm,Phoenix Suns,103,Boston Celtics,115,Box Score,0,18624
Wed Mar 02 2011 07:00pm,San Antonio Spurs,109,Cleveland Cavaliers,99,Box Score,0,18795
Wed Mar 02 2011 07:00pm,Charlotte Bobcats,80,Denver Nuggets,120,Box Score,0,14255
Wed Mar 02 2011 07:30pm,Minnesota Timberwolves,116,Detroit Pistons,105,Box Score,0,13122
Wed Mar 02 2011 07:30pm,Houston Rockets,103,Los Angeles Clippers,106,Box Score,0,19060
Wed Mar 02 2011 07:30pm,New Orleans Hornets,88,New York Knicks,107,Box Score,0,19763
Wed Mar 02 2011 07:00pm,Indiana Pacers,89,Oklahoma City Thunder,113,Box Score,0,18203
Wed Mar 02 2011 07:00pm,Portland Trail Blazers,107,Sacramento Kings,102,Box Score,0,12286
Wed Mar 02 2011 07:00pm,Golden State Warriors,106,Washington Wizards,102,Box Score,0,17865
Thu Mar 03 2011 08:00pm,Orlando Magic,99,Miami Heat,96,Box Score,0,19600
Thu Mar 03 2011 08:30pm,Denver Nuggets,103,Utah Jazz,101,Box Score,0,19524
Fri Mar 04 2011 07:30pm,Oklahoma City Thunder,111,Atlanta Hawks,104,Box Score,0,17916
Fri Mar 04 2011 07:30pm,Golden State Warriors,103,Boston Celtics,107,Box Score,0,18624
Fri Mar 04 2011 07:30pm,Indiana Pacers,108,Dallas Mavericks,116,Box Score,0,20385
Fri Mar 04 2011 07:30pm,Charlotte Bobcats,84,Los Angeles Lakers,92,Box Score,0,18997
Fri Mar 04 2011 07:00pm,New Orleans Hornets,98,Memphis Grizzlies,91,Box Score,0,15367
Fri Mar 04 2011 07:30pm,Phoenix Suns,102,Milwaukee Bucks,88,Box Score,0,15011
Fri Mar 04 2011 08:00pm,Toronto Raptors,103,New Jersey Nets,116,Box Score,0,18689,at London England
Fri Mar 04 2011 07:30pm,Cleveland Cavaliers,119,New York Knicks,115,Box Score,0,19763
