Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.
Mon Apr 01 2013 07:30pm,Cleveland Cavaliers,94,Atlanta Hawks,102,Box Score,0,13026
Mon Apr 01 2013 07:00pm,Orlando Magic,103,Houston Rockets,111,Box Score,0,16273
Mon Apr 01 2013 07:30pm,Indiana Pacers,109,Los Angeles Clippers,106,Box Score,0,19384
Mon Apr 01 2013 07:00pm,San Antonio Spurs,90,Memphis Grizzlies,92,Box Score,0,16642
Mon Apr 01 2013 07:00pm,Charlotte Bobcats,102,Milwaukee Bucks,131,Box Score,0,15315
Mon Apr 01 2013 07:00pm,Boston Celtics,100,Minnesota Timberwolves,110,Box Score,0,14546
Mon Apr 01 2013 07:00pm,Detroit Pistons,108,Toronto Raptors,98,Box Score,0,17115
Mon Apr 01 2013 07:00pm,Portland Trail Blazers,102,Utah Jazz,112,Box Score,0,18336
Tue Apr 02 2013 07:30pm,Dallas Mavericks,81,Los Angeles Lakers,101,Box Score,0,18997
Tue Apr 02 2013 08:00pm,New York Knicks,102,Miami Heat,90,Box Score,0,20300
Tue Apr 02 2013 07:00pm,Chicago Bulls,86,Washington Wizards,90,Box Score,0,17319
Wed Apr 03 2013 07:00pm,New York Knicks,95,Atlanta Hawks,82,Box Score,0,17404
Wed Apr 03 2013 07:30pm,Detroit Pistons,93,Boston Celtics,98,Box Score,0,18624
Wed Apr 03 2013 07:00pm,Philadelphia 76ers,83,Charlotte Bobcats,88,Box Score,0,13097
Wed Apr 03 2013 07:00pm,Brooklyn Nets,113,Cleveland Cavaliers,95,Box Score,0,14863
Wed Apr 03 2013 07:30pm,New Orleans Hornets,88,Golden State Warriors,98,Box Score,0,19596
Wed Apr 03 2013 07:30pm,Phoenix Suns,101,Los Angeles Clippers,126,Box Score,0,19137
Wed Apr 03 2013 07:00pm,Minnesota Timberwolves,107,Milwaukee Bucks,98,Box Score,0,15386
Wed Apr 03 2013 07:00pm,Memphis Grizzlies,94,Portland Trail Blazers,76,Box Score,0,19275
Wed Apr 03 2013 07:00pm,Houston Rockets,112,Sacramento Kings,102,Box Score,0,12377
Wed Apr 03 2013 07:30pm,Orlando Magic,84,San Antonio Spurs,98,Box Score,0,18581
Wed Apr 03 2013 07:00pm,Washington Wizards,78,Toronto Raptors,88,Box Score,0,15783
Wed Apr 03 2013 07:00pm,Denver Nuggets,113,Utah Jazz,96,Box Score,0,17654
Thu Apr 04 2013 07:00pm,Chicago Bulls,92,Brooklyn Nets,90,Box Score,0,17732
Thu Apr 04 2013 07:00pm,Dallas Mavericks,94,Denver Nuggets,95,Box Score,0,19155
Thu Apr 04 2013 08:30pm,San Antonio Spurs,88,Oklahoma City Thunder,100,Box Score,0,18203
Fri Apr 05 2013 07:30pm,Philadelphia 76ers,101,Atlanta Hawks,90,Box Score,0,17020
Fri Apr 05 2013 07:30pm,Cleveland Cavaliers,97,Boston Celtics,91,Box Score,0,18624
Fri Apr 05 2013 08:00pm,Miami Heat,89,Charlotte Bobcats,79,Box Score,0,19568
Fri Apr 05 2013 07:00pm,Orlando Magic,86,Chicago Bulls,87,Box Score,0,22268
Fri Apr 05 2013 08:00pm,Oklahoma City Thunder,97,Indiana Pacers,75,Box Score,0,18165
Fri Apr 05 2013 07:30pm,Memphis Grizzlies,84,Los Angeles Lakers,86,Box Score,0,18997
Fri Apr 05 2013 07:00pm,Toronto Raptors,95,Minnesota Timberwolves,93,Box Score,0,16661
Fri Apr 05 2013 07:30pm,Milwaukee Bucks,83,New York Knicks,101,Box Score,0,19033
Fri Apr 05 2013 07:00pm,Golden State Warriors,111,Phoenix Suns,107,Box Score,0,18422
Fri Apr 05 2013 07:30pm,Houston Rockets,116,Portland Trail Blazers,98,Box Score,0,20400
Fri Apr 05 2013 07:00pm,Dallas Mavericks,117,Sacramento Kings,108,Box Score,0,13903
Fri Apr 05 2013 07:00pm,New Orleans Hornets,83,Utah Jazz,95,Box Score,0,18023
Sat Apr 06 2013 07:30pm,Charlotte Bobcats,96,Brooklyn Nets,105,Box Score,0,17444
Sat Apr 06 2013 07:00pm,Houston Rockets,114,Denver Nuggets,132,Box Score,0,19155
Sat Apr 06 2013 07:30pm,Philadelphia 76ers,87,Miami Heat,106,Box Score,0,20168
Sat Apr 06 2013 07:30pm,Toronto Raptors,83,Milwaukee Bucks,100,Box Score,0,16746
Sat Apr 06 2013 07:00pm,Detroit Pistons,101,Minnesota Timberwolves,107,Box Score,0,15311
Sat Apr 06 2013 07:30pm,Atlanta Hawks,97,San Antonio Spurs,99,Box Score,0,18581
Sat Apr 06 2013 07:00pm,Indiana Pacers,85,Washington Wizards,104,Box Score,0,19360
Sun Apr 07 2013 06:00pm,Washington Wizards,96,Boston Celtics,107,Box Score,0,18624
Sun Apr 07 2013 06:00pm,Orlando Magic,85,Cleveland Cavaliers,91,Box Score,0,16341
Sun Apr 07 2013 07:30pm,Chicago Bulls,85,Detroit Pistons,99,Box Score,0,19577
Sun Apr 07 2013 05:00pm,Utah Jazz,97,Golden State Warriors,90,Box Score,0,19596
Sun Apr 07 2013 12:30pm,Los Angeles Lakers,95,Los Angeles Clippers,109,Box Score,0,19768
Sun Apr 07 2013 12:00pm,New York Knicks,125,Oklahoma City Thunder,120,Box Score,0,18203
Sun Apr 07 2013 06:00pm,New Orleans Hornets,95,Phoenix Suns,92,Box Score,0,16780
Sun Apr 07 2013 06:00pm,Dallas Mavericks,96,Portland Trail Blazers,91,Box Score,0,20228
Sun Apr 07 2013 03:00pm,Memphis Grizzlies,89,Sacramento Kings,87,Box Score,0,15205
Tue Apr 09 2013 07:30pm,Philadelphia 76ers,83,Brooklyn Nets,104,Box Score,0,17192
Tue Apr 09 2013 07:00pm,Toronto Raptors,101,Chicago Bulls,98,Box Score,0,21487
Tue Apr 09 2013 07:30pm,Minnesota Timberwolves,89,Golden State Warriors,105,Box Score,0,19596
Tue Apr 09 2013 07:00pm,Phoenix Suns,98,Houston Rockets,101,Box Score,0,16673
Tue Apr 09 2013 07:00pm,Cleveland Cavaliers,94,Indiana Pacers,99,Box Score,0,15279
Tue Apr 09 2013 07:30pm,New Orleans Hornets,96,Los Angeles Lakers,104,Box Score,0,18997
Tue Apr 09 2013 07:00pm,Charlotte Bobcats,75,Memphis Grizzlies,94,Box Score,0,16591
Tue Apr 09 2013 07:30pm,Milwaukee Bucks,83,Miami Heat,94,Box Score,0,19834
Tue Apr 09 2013 07:30pm,Washington Wizards,99,New York Knicks,120,Box Score,0,19033
Tue Apr 09 2013 07:00pm,Oklahoma City Thunder,90,Utah Jazz,80,Box Score,0,19610
Wed Apr 10 2013 08:00pm,Brooklyn Nets,101,Boston Celtics,93,Box Score,0,18624
Wed Apr 10 2013 07:00pm,Detroit Pistons,111,Cleveland Cavaliers,104,Box Score,0,13844
Wed Apr 10 2013 07:30pm,Phoenix Suns,102,Dallas Mavericks,91,Box Score,0,19725
Wed Apr 10 2013 08:30pm,San Antonio Spurs,86,Denver Nuggets,96,Box Score,0,16651
Wed Apr 10 2013 07:30pm,Minnesota Timberwolves,95,Los Angeles Clippers,111,Box Score,0,19060
Wed Apr 10 2013 07:00pm,Milwaukee Bucks,103,Orlando Magic,113,Box Score,1,17127
Wed Apr 10 2013 07:00pm,Atlanta Hawks,124,Philadelphia 76ers,101,Box Score,0,17178
Wed Apr 10 2013 07:00pm,Los Angeles Lakers,113,Portland Trail Blazers,106,Box Score,0,20598
Wed Apr 10 2013 07:00pm,New Orleans Hornets,110,Sacramento Kings,121,Box Score,0,14275
Wed Apr 10 2013 07:00pm,Miami Heat,103,Washington Wizards,98,Box Score,0,20308
Thu Apr 11 2013 07:00pm,New York Knicks,111,Chicago Bulls,118,Box Score,1,22464
Thu Apr 11 2013 07:30pm,Oklahoma City Thunder,116,Golden State Warriors,97,Box Score,0,19596
Fri Apr 12 2013 07:30pm,Milwaukee Bucks,104,Atlanta Hawks,109,Box Score,0,16908
Fri Apr 12 2013 07:30pm,New York Knicks,101,Cleveland Cavaliers,91,Box Score,0,19430
Fri Apr 12 2013 07:30pm,Denver Nuggets,105,Dallas Mavericks,108,Box Score,1,20368
Fri Apr 12 2013 07:30pm,Charlotte Bobcats,93,Detroit Pistons,113,Box Score,0,19501
Fri Apr 12 2013 07:00pm,Memphis Grizzlies,82,Houston Rockets,78,Box Score,0,18163
Fri Apr 12 2013 07:00pm,Brooklyn Nets,117,Indiana Pacers,109,Box Score,0,18165
Fri Apr 12 2013 07:30pm,Golden State Warriors,116,Los Angeles Lakers,118,Box Score,0,18997
Fri Apr 12 2013 07:30pm,Boston Celtics,101,Miami Heat,109,Box Score,0,19990
Fri Apr 12 2013 07:00pm,Los Angeles Clippers,96,New Orleans Hornets,93,Box Score,0,15206
Fri Apr 12 2013 07:00pm,Oklahoma City Thunder,106,Portland Trail Blazers,90,Box Score,0,20577
Fri Apr 12 2013 07:30pm,Sacramento Kings,101,San Antonio Spurs,108,Box Score,0,18581
Fri Apr 12 2013 07:00pm,Chicago Bulls,88,Toronto Raptors,97,Box Score,0,19800
Fri Apr 12 2013 07:00pm,Minnesota Timberwolves,100,Utah Jazz,107,Box Score,0,19609
Fri Apr 12 2013 07:00pm,Philadelphia 76ers,97,Washington Wizards,86,Box Score,0,18476
Sat Apr 13 2013 07:00pm,Milwaukee Bucks,85,Charlotte Bobcats,95,Box Score,0,14680
Sat Apr 13 2013 07:00pm,Los Angeles Clippers,91,Memphis Grizzlies,87,Box Score,0,18119
Sat Apr 13 2013 07:00pm,Phoenix Suns,93,Minnesota Timberwolves,105,Box Score,0,16701
Sat Apr 13 2013 07:00pm,Boston Celtics,120,Orlando Magic,88,Box Score,0,17422
Sun Apr 14 2013 03:00pm,Portland Trail Blazers,109,Denver Nuggets,118,Box Score,0,19155
Sun Apr 14 2013 06:00pm,Sacramento Kings,100,Houston Rockets,121,Box Score,0,18138
Sun Apr 14 2013 06:30pm,San Antonio Spurs,86,Los Angeles Lakers,91,Box Score,0,18997
Sun Apr 14 2013 01:00pm,Chicago Bulls,93,Miami Heat,105,Box Score,0,19810
Sun Apr 14 2013 05:00pm,Dallas Mavericks,107,New Orleans Hornets,89,Box Score,0,17246
Sun Apr 14 2013 03:30pm,Indiana Pacers,80,New York Knicks,90,Box Score,0,19033
Sun Apr 14 2013 03:30pm,Cleveland Cavaliers,77,Philadelphia 76ers,91,Box Score,0,18764
Sun Apr 14 2013 03:30pm,Brooklyn Nets,87,Toronto Raptors,93,Box Score,0,17617
Mon Apr 15 2013 07:30pm,Washington Wizards,101,Brooklyn Nets,106,Box Score,0,16774
Mon Apr 15 2013 07:00pm,New York Knicks,95,Charlotte Bobcats,106,Box Score,0,15238
Mon Apr 15 2013 07:00pm,Miami Heat,96,Cleveland Cavaliers,95,Box Score,0,19091
Mon Apr 15 2013 07:00pm,Memphis Grizzlies,103,Dallas Mavericks,97,Box Score,0,19833
Mon Apr 15 2013 07:30pm,Philadelphia 76ers,101,Detroit Pistons,109,Box Score,0,17525
Mon Apr 15 2013 07:30pm,San Antonio Spurs,106,Golden State Warriors,116,Box Score,0,19596
Mon Apr 15 2013 07:00pm,Denver Nuggets,112,Milwaukee Bucks,111,Box Score,0,16517
Mon Apr 15 2013 07:00pm,Utah Jazz,96,Minnesota Timberwolves,80,Box Score,0,17009
Mon Apr 15 2013 07:00pm,Sacramento Kings,95,Oklahoma City Thunder,104,Box Score,0,18203
Mon Apr 15 2013 07:00pm,Chicago Bulls,102,Orlando Magic,84,Box Score,0,17297
Mon Apr 15 2013 07:00pm,Houston Rockets,112,Phoenix Suns,119,Box Score,0,17135
Tue Apr 16 2013 08:00pm,Toronto Raptors,113,Atlanta Hawks,96,Box Score,0,15200
Tue Apr 16 2013 07:30pm,Portland Trail Blazers,77,Los Angeles Clippers,93,Box Score,0,19183
Wed Apr 17 2013 08:00pm,Detroit Pistons,99,Brooklyn Nets,103,Box Score,0,16868
Wed Apr 17 2013 08:00pm,Cleveland Cavaliers,98,Charlotte Bobcats,105,Box Score,0,13487
Wed Apr 17 2013 07:00pm,Washington Wizards,92,Chicago Bulls,95,Box Score,0,22421
Wed Apr 17 2013 07:00pm,New Orleans Hornets,87,Dallas Mavericks,99,Box Score,0,19973
Wed Apr 17 2013 06:00pm,Phoenix Suns,98,Denver Nuggets,118,Box Score,0,17539
Wed Apr 17 2013 08:00pm,Philadelphia 76ers,105,Indiana Pacers,95,Box Score,0,18165
