Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Thu Mar 01 2007 07:00pm,Cleveland Cavaliers,92,Dallas Mavericks,95,Box Score,0,20428,
Thu Mar 01 2007 07:00pm,Charlotte Bobcats,90,Portland Trail Blazers,127,Box Score,0,15063,
Thu Mar 01 2007 07:30pm,Los Angeles Clippers,75,Seattle SuperSonics,77,Box Score,0,14601,
Fri Mar 02 2007 07:30pm,New Orleans/Oklahoma City Hornets,93,Chicago Bulls,104,Box Score,0,22056,
Fri Mar 02 2007 08:30pm,Houston Rockets,108,Denver Nuggets,97,Box Score,0,18938,
Fri Mar 02 2007 07:30pm,Sacramento Kings,116,Los Angeles Lakers,108,Box Score,0,18997,
Fri Mar 02 2007 08:00pm,Detroit Pistons,82,Miami Heat,85,Box Score,0,20279,
Fri Mar 02 2007 07:00pm,Utah Jazz,109,Minnesota Timberwolves,83,Box Score,0,14759,
Fri Mar 02 2007 07:30pm,Golden State Warriors,97,New York Knicks,106,Box Score,0,19763,
Fri Mar 02 2007 07:00pm,Memphis Grizzlies,112,Philadelphia 76ers,117,Box Score,1,16314,
Fri Mar 02 2007 07:00pm,Indiana Pacers,90,Phoenix Suns,115,Box Score,0,18422,
Fri Mar 02 2007 07:00pm,Orlando Magic,74,San Antonio Spurs,98,Box Score,0,18797,
Fri Mar 02 2007 07:00pm,Milwaukee Bucks,94,Toronto Raptors,81,Box Score,0,18816,
Fri Mar 02 2007 07:00pm,Atlanta Hawks,92,Washington Wizards,93,Box Score,0,20173,
Sat Mar 03 2007 07:00pm,New York Knicks,104,Atlanta Hawks,100,Box Score,1,15385,
Sat Mar 03 2007 07:30pm,Toronto Raptors,97,Cleveland Cavaliers,120,Box Score,0,20562,
Sat Mar 03 2007 08:00pm,Orlando Magic,98,Dallas Mavericks,103,Box Score,0,20468,
Sat Mar 03 2007 07:30pm,San Antonio Spurs,97,Houston Rockets,74,Box Score,0,18364,
Sat Mar 03 2007 07:30pm,Indiana Pacers,64,Los Angeles Clippers,87,Box Score,0,17835,
Sat Mar 03 2007 07:00pm,Detroit Pistons,92,Memphis Grizzlies,89,Box Score,0,17191,
Sat Mar 03 2007 01:00pm,Boston Celtics,96,New Jersey Nets,88,Box Score,1,15975,
Sat Mar 03 2007 07:00pm,Sacramento Kings,104,Portland Trail Blazers,96,Box Score,0,19980,
Sun Mar 04 2007 12:30pm,Minnesota Timberwolves,117,Boston Celtics,124,Box Score,2,18271,
Sun Mar 04 2007 02:00pm,Chicago Bulls,126,Milwaukee Bucks,121,Box Score,1,18134,
Sun Mar 04 2007 07:00pm,Utah Jazz,108,New Orleans/Oklahoma City Hornets,94,Box Score,0,17304,
Sun Mar 04 2007 06:00pm,New Jersey Nets,86,Philadelphia 76ers,99,Box Score,0,11790,
Sun Mar 04 2007 01:30pm,Los Angeles Lakers,94,Phoenix Suns,99,Box Score,0,18422,
Sun Mar 04 2007 06:00pm,Charlotte Bobcats,89,Seattle SuperSonics,96,Box Score,0,15574,
Sun Mar 04 2007 01:00pm,Golden State Warriors,106,Washington Wizards,107,Box Score,0,20173,
Mon Mar 05 2007 07:00pm,Houston Rockets,85,Cleveland Cavaliers,91,Box Score,0,20562,
Mon Mar 05 2007 07:30pm,Golden State Warriors,111,Detroit Pistons,93,Box Score,0,22076,
