Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Sun Apr 01 2007 02:00pm,Chicago Bulls,105,Atlanta Hawks,97,Box Score,0,17687,
Sun Apr 01 2007 06:00pm,Cleveland Cavaliers,96,Boston Celtics,98,Box Score,0,17204,
Sun Apr 01 2007 01:00pm,Miami Heat,88,Detroit Pistons,94,Box Score,0,22076,
Sun Apr 01 2007 12:00pm,Memphis Grizzlies,117,Golden State Warriors,122,Box Score,0,17198,
Sun Apr 01 2007 05:00pm,Utah Jazz,86,Houston Rockets,83,Box Score,0,18280,
Sun Apr 01 2007 07:00pm,San Antonio Spurs,99,Indiana Pacers,100,Box Score,0,13447,
Sun Apr 01 2007 06:30pm,Sacramento Kings,103,Los Angeles Lakers,126,Box Score,0,18997,
Sun Apr 01 2007 02:30pm,Washington Wizards,121,Milwaukee Bucks,107,Box Score,0,17152,
Sun Apr 01 2007 06:00pm,Minnesota Timberwolves,105,Orlando Magic,104,Box Score,1,17451,
Sun Apr 01 2007 12:30pm,Dallas Mavericks,104,Phoenix Suns,126,Box Score,0,18422,
Sun Apr 01 2007 06:00pm,Denver Nuggets,114,Seattle SuperSonics,103,Box Score,0,16659,
Sun Apr 01 2007 06:00pm,Charlotte Bobcats,94,Toronto Raptors,107,Box Score,0,19023,
Tue Apr 03 2007 07:00pm,Washington Wizards,102,Charlotte Bobcats,122,Box Score,0,14345,
Tue Apr 03 2007 07:00pm,Detroit Pistons,100,Indiana Pacers,85,Box Score,0,13112,
Tue Apr 03 2007 07:30pm,Denver Nuggets,111,Los Angeles Lakers,105,Box Score,0,18997,
Tue Apr 03 2007 07:00pm,Phoenix Suns,116,Memphis Grizzlies,111,Box Score,0,14863,
Tue Apr 03 2007 07:30pm,Toronto Raptors,89,Miami Heat,92,Box Score,0,19600,
Tue Apr 03 2007 07:00pm,New Orleans/Oklahoma City Hornets,119,Milwaukee Bucks,101,Box Score,0,16013,
Tue Apr 03 2007 07:00pm,Cleveland Cavaliers,101,Minnesota Timberwolves,88,Box Score,0,16118,
Tue Apr 03 2007 07:00pm,Dallas Mavericks,97,Sacramento Kings,93,Box Score,0,17317,
Tue Apr 03 2007 07:00pm,Seattle SuperSonics,91,San Antonio Spurs,110,Box Score,0,18583,
Wed Apr 04 2007 08:00pm,Sacramento Kings,115,Denver Nuggets,120,Box Score,0,16045,
Wed Apr 04 2007 07:30pm,Chicago Bulls,106,Detroit Pistons,88,Box Score,0,22076,
Wed Apr 04 2007 07:30pm,Golden State Warriors,110,Houston Rockets,99,Box Score,0,13929,
Wed Apr 04 2007 07:30pm,Los Angeles Lakers,82,Los Angeles Clippers,90,Box Score,0,20161,
Wed Apr 04 2007 07:00pm,Boston Celtics,89,Milwaukee Bucks,98,Box Score,0,15104,
Wed Apr 04 2007 07:30pm,Atlanta Hawks,86,New Jersey Nets,101,Box Score,0,15082,
Wed Apr 04 2007 07:00pm,Seattle SuperSonics,92,New Orleans/Oklahoma City Hornets,101,Box Score,1,17021,
Wed Apr 04 2007 07:30pm,Philadelphia 76ers,92,New York Knicks,90,Box Score,0,19763,
Wed Apr 04 2007 07:00pm,Toronto Raptors,111,Orlando Magic,108,Box Score,0,16911,
Wed Apr 04 2007 07:00pm,Utah Jazz,89,Portland Trail Blazers,94,Box Score,0,16615,
Wed Apr 04 2007 07:00pm,Charlotte Bobcats,108,Washington Wizards,100,Box Score,0,15292,
