,Date,Time,Visitor,Vis_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
0,Sun Dec 25 2011,2:30 pm,Miami Heat,105,Dallas Mavericks,94,Box Score,,20421,
1,Sun Dec 25 2011,10:30 pm,Los Angeles Clippers,105,Golden State Warriors,86,Box Score,,19596,
2,Sun Dec 25 2011,5:00 pm,Chicago Bulls,88,Los Angeles Lakers,87,Box Score,,18997,
3,Sun Dec 25 2011,12:00 pm,Boston Celtics,104,New York Knicks,106,Box Score,,19763,
4,Sun Dec 25 2011,8:00 pm,Orlando Magic,89,Oklahoma City Thunder,97,Box Score,,18203,
5,Mon Dec 26 2011,7:00 pm,Milwaukee Bucks,95,Charlotte Bobcats,96,Box Score,,17173,
6,Mon Dec 26 2011,7:00 pm,Toronto Raptors,104,Cleveland Cavaliers,96,Box Score,,20562,
7,Mon Dec 26 2011,8:30 pm,Denver Nuggets,115,Dallas Mavericks,93,Box Score,,20408,
8,Mon Dec 26 2011,10:30 pm,Chicago Bulls,91,Golden State Warriors,99,Box Score,,19596,
9,Mon Dec 26 2011,7:00 pm,Detroit Pistons,79,Indiana Pacers,91,Box Score,,18165,
10,Mon Dec 26 2011,8:00 pm,Oklahoma City Thunder,104,Minnesota Timberwolves,100,Box Score,,19406,
11,Mon Dec 26 2011,7:00 pm,Houston Rockets,95,Orlando Magic,104,Box Score,,18846,
12,Mon Dec 26 2011,9:00 pm,New Orleans Hornets,85,Phoenix Suns,84,Box Score,,17776,
13,Mon Dec 26 2011,10:00 pm,Philadelphia 76ers,103,Portland Trail Blazers,107,Box Score,,20509,
14,Mon Dec 26 2011,10:00 pm,Los Angeles Lakers,91,Sacramento Kings,100,Box Score,,17317,
15,Mon Dec 26 2011,8:30 pm,Memphis Grizzlies,82,San Antonio Spurs,95,Box Score,,18581,
16,Mon Dec 26 2011,7:00 pm,New Jersey Nets,90,Washington Wizards,84,Box Score,,17102,
17,Tue Dec 27 2011,10:30 pm,Utah Jazz,71,Los Angeles Lakers,96,Box Score,,18997,
18,Tue Dec 27 2011,8:00 pm,Boston Celtics,107,Miami Heat,115,Box Score,,20166,
