,Date,Time,Visitor,Vis_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
109,Wed Nov 14 2012,10:30 pm,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,18107,
110,Wed Nov 14 2012,8:00 pm,New Orleans Hornets,96,Houston Rockets,100,Box Score,,14535,
111,Wed Nov 14 2012,10:30 pm,Miami Heat,100,Los Angeles Clippers,107,Box Score,,19146,
112,Wed Nov 14 2012,8:00 pm,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,11573,
113,Wed Nov 14 2012,8:00 pm,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,13272,
114,Wed Nov 14 2012,8:00 pm,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,18203,
115,Wed Nov 14 2012,7:00 pm,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,11879,
116,Wed Nov 14 2012,9:00 pm,Chicago Bulls,112,Phoenix Suns,106,Box Score,OT,15305,
117,Thu Nov 15 2012,8:00 pm,Boston Celtics,97,Brooklyn Nets,102,Box Score,,17732,
118,Thu Nov 15 2012,10:30 pm,Miami Heat,98,Denver Nuggets,93,Box Score,,19155,
119,Thu Nov 15 2012,8:30 pm,New York Knicks,104,San Antonio Spurs,100,Box Score,,18581,
120,Fri Nov 16 2012,7:30 pm,Orlando Magic,110,Detroit Pistons,106,Box Score,,11594,
121,Fri Nov 16 2012,7:00 pm,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,15110,
122,Fri Nov 16 2012,10:30 pm,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,18997,
123,Fri Nov 16 2012,9:30 pm,New York Knicks,95,Memphis Grizzlies,105,Box Score,,17516,
124,Fri Nov 16 2012,8:00 pm,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,16013,
125,Fri Nov 16 2012,8:00 pm,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,15458,
126,Fri Nov 16 2012,7:00 pm,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,15851,
127,Fri Nov 16 2012,10:00 pm,Houston Rockets,117,Portland Trail Blazers,119,Box Score,OT,20382,
128,Fri Nov 16 2012,10:00 pm,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,11814,
129,Sat Nov 17 2012,12:30 pm,Toronto Raptors,89,Boston Celtics,107,Box Score,,18624,
130,Sat Nov 17 2012,7:30 pm,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,16541,
131,Sat Nov 17 2012,7:30 pm,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,18633,
132,Sat Nov 17 2012,9:00 pm,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,19060,
133,Sat Nov 17 2012,8:30 pm,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,14731,
134,Sat Nov 17 2012,9:00 pm,Miami Heat,97,Phoenix Suns,88,Box Score,,16840,
135,Sat Nov 17 2012,8:30 pm,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,18581,
136,Sat Nov 17 2012,7:00 pm,Utah Jazz,83,Washington Wizards,76,Box Score,,16210,
137,Sun Nov 18 2012,7:30 pm,Boston Celtics,83,Detroit Pistons,103,Box Score,,12214,
138,Sun Nov 18 2012,9:30 pm,Houston Rockets,108,Los Angeles Lakers,119,Box Score,,18997,
139,Sun Nov 18 2012,12:00 pm,Indiana Pacers,76,New York Knicks,88,Box Score,,19033,
140,Sun Nov 18 2012,7:00 pm,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,18203,
141,Sun Nov 18 2012,6:00 pm,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,15021,
142,Sun Nov 18 2012,9:00 pm,Chicago Bulls,94,Portland Trail Blazers,102,Box Score,,20242,
143,Sun Nov 18 2012,6:00 pm,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,11965,
144,Sun Nov 18 2012,1:00 pm,Orlando Magic,86,Toronto Raptors,97,Box Score,,18702,
145,Mon Nov 19 2012,7:30 pm,Orlando Magic,72,Atlanta Hawks,81,Box Score,,15066,
146,Mon Nov 19 2012,7:00 pm,Milwaukee Bucks,98,Charlotte Bobcats,102,Box Score,,11248,
147,Mon Nov 19 2012,8:30 pm,Golden State Warriors,105,Dallas Mavericks,101,Box Score,OT,20034,
148,Mon Nov 19 2012,8:00 pm,Denver Nuggets,97,Memphis Grizzlies,92,Box Score,,15111,
149,Mon Nov 19 2012,8:30 pm,Los Angeles Clippers,92,San Antonio Spurs,87,Box Score,,17920,
150,Mon Nov 19 2012,9:00 pm,Houston Rockets,91,Utah Jazz,102,Box Score,,19197,
151,Mon Nov 19 2012,7:00 pm,Indiana Pacers,96,Washington Wizards,89,Box Score,,14426,
152,Tue Nov 20 2012,10:30 pm,Brooklyn Nets,90,Los Angeles Lakers,95,Box Score,,18997,
153,Tue Nov 20 2012,8:00 pm,New York Knicks,102,New Orleans Hornets,80,Box Score,,13705,
154,Tue Nov 20 2012,7:00 pm,Toronto Raptors,98,Philadelphia 76ers,106,Box Score,,13965,
155,Wed Nov 21 2012,7:30 pm,Washington Wizards,100,Atlanta Hawks,101,Box Score,OT,11338,
156,Wed Nov 21 2012,7:30 pm,San Antonio Spurs,112,Boston Celtics,100,Box Score,,18624,
157,Wed Nov 21 2012,7:00 pm,Toronto Raptors,97,Charlotte Bobcats,98,Box Score,,15240,
158,Wed Nov 21 2012,7:00 pm,Philadelphia 76ers,83,Cleveland Cavaliers,92,Box Score,,16743,
159,Wed Nov 21 2012,8:30 pm,New York Knicks,111,Dallas Mavericks,114,Box Score,,20157,
160,Wed Nov 21 2012,10:30 pm,Brooklyn Nets,93,Golden State Warriors,102,Box Score,,18374,
161,Wed Nov 21 2012,8:00 pm,Chicago Bulls,89,Houston Rockets,93,Box Score,,15950,
162,Wed Nov 21 2012,7:00 pm,New Orleans Hornets,107,Indiana Pacers,115,Box Score,OT,12633,
163,Wed Nov 21 2012,7:30 pm,Milwaukee Bucks,106,Miami Heat,113,Box Score,OT,19971,
164,Wed Nov 21 2012,8:00 pm,Denver Nuggets,101,Minnesota Timberwolves,94,Box Score,,16879,
165,Wed Nov 21 2012,7:30 pm,Los Angeles Clippers,111,Oklahoma City Thunder,117,Box Score,OT,18203,
166,Wed Nov 21 2012,7:00 pm,Detroit Pistons,74,Orlando Magic,90,Box Score,,17199,
167,Wed Nov 21 2012,9:00 pm,Portland Trail Blazers,87,Phoenix Suns,114,Box Score,,14263,
168,Wed Nov 21 2012,10:00 pm,Los Angeles Lakers,97,Sacramento Kings,113,Box Score,,15249,
169,Fri Nov 23 2012,7:30 pm,Oklahoma City Thunder,100,Boston Celtics,108,Box Score,,18624,
170,Fri Nov 23 2012,7:30 pm,Los Angeles Clippers,76,Brooklyn Nets,86,Box Score,,17732,
171,Fri Nov 23 2012,7:00 pm,Atlanta Hawks,101,Charlotte Bobcats,91,Box Score,,17868,
172,Fri Nov 23 2012,9:00 pm,Golden State Warriors,91,Denver Nuggets,102,Box Score,,18523,
173,Fri Nov 23 2012,7:30 pm,Toronto Raptors,90,Detroit Pistons,91,Box Score,,12778,
174,Fri Nov 23 2012,8:00 pm,New York Knicks,103,Houston Rockets,131,Box Score,,18038,
175,Fri Nov 23 2012,8:00 pm,San Antonio Spurs,104,Indiana Pacers,97,Box Score,,17082,
176,Fri Nov 23 2012,8:00 pm,Los Angeles Lakers,98,Memphis Grizzlies,106,Box Score,,18119,
177,Fri Nov 23 2012,7:00 pm,Cleveland Cavaliers,104,Orlando Magic,108,Box Score,,17334,
178,Fri Nov 23 2012,9:00 pm,New Orleans Hornets,108,Phoenix Suns,111,Box Score,OT,14020,
179,Fri Nov 23 2012,10:00 pm,Minnesota Timberwolves,95,Portland Trail Blazers,103,Box Score,,20555,
180,Fri Nov 23 2012,9:00 pm,Sacramento Kings,102,Utah Jazz,104,Box Score,,18000,
181,Sat Nov 24 2012,7:00 pm,Los Angeles Clippers,93,Atlanta Hawks,104,Box Score,,16024,
182,Sat Nov 24 2012,8:30 pm,Los Angeles Lakers,115,Dallas Mavericks,89,Box Score,,20423,
183,Sat Nov 24 2012,10:30 pm,Minnesota Timberwolves,85,Golden State Warriors,96,Box Score,,19084,
184,Sat Nov 24 2012,7:30 pm,Cleveland Cavaliers,108,Miami Heat,110,Box Score,,20064,
185,Sat Nov 24 2012,9:00 pm,Chicago Bulls,93,Milwaukee Bucks,86,Box Score,,14812,
186,Sat Nov 24 2012,7:00 pm,Oklahoma City Thunder,116,Philadelphia 76ers,109,Box Score,OT,19611,
187,Sat Nov 24 2012,10:00 pm,Utah Jazz,97,Sacramento Kings,108,Box Score,,12239,
188,Sat Nov 24 2012,7:00 pm,Charlotte Bobcats,108,Washington Wizards,106,Box Score,2OT,13077,
189,Sun Nov 25 2012,3:00 pm,Portland Trail Blazers,85,Brooklyn Nets,98,Box Score,,16542,
190,Sun Nov 25 2012,8:00 pm,New Orleans Hornets,84,Denver Nuggets,102,Box Score,,15402,
191,Sun Nov 25 2012,1:00 pm,Detroit Pistons,100,New York Knicks,121,Box Score,,19033,
192,Sun Nov 25 2012,6:00 pm,Boston Celtics,116,Orlando Magic,110,Box Score,OT,17037,
193,Sun Nov 25 2012,6:00 pm,Phoenix Suns,101,Philadelphia 76ers,104,Box Score,,14518,
194,Sun Nov 25 2012,1:00 pm,San Antonio Spurs,111,Toronto Raptors,106,Box Score,2OT,19800,
195,Mon Nov 26 2012,7:00 pm,New York Knicks,89,Brooklyn Nets,96,Box Score,OT,17732,
196,Mon Nov 26 2012,8:00 pm,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,21485,
197,Mon Nov 26 2012,7:30 pm,Portland Trail Blazers,101,Detroit Pistons,108,Box Score,,10212,
198,Mon Nov 26 2012,10:30 pm,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,19060,
199,Mon Nov 26 2012,8:00 pm,Cleveland Cavaliers,78,Memphis Grizzlies,84,Box Score,,13485,
200,Mon Nov 26 2012,8:00 pm,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,18203,
201,Mon Nov 26 2012,9:00 pm,Denver Nuggets,103,Utah Jazz,105,Box Score,,18776,
202,Mon Nov 26 2012,7:00 pm,San Antonio Spurs,118,Washington Wizards,92,Box Score,,13879,
203,Tue Nov 27 2012,7:00 pm,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,13687,
204,Tue Nov 27 2012,8:00 pm,Toronto Raptors,101,Houston Rockets,117,Box Score,,12907,
205,Tue Nov 27 2012,10:30 pm,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,18997,
206,Tue Nov 27 2012,7:00 pm,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,15107,
207,Tue Nov 27 2012,10:00 pm,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,10741,
208,Wed Nov 28 2012,7:30 pm,Charlotte Bobcats,91,Atlanta Hawks,94,Box Score,,10162,
209,Wed Nov 28 2012,7:30 pm,Brooklyn Nets,95,Boston Celtics,83,Box Score,,18624,
210,Wed Nov 28 2012,8:00 pm,Dallas Mavericks,78,Chicago Bulls,101,Box Score,,21575,
211,Wed Nov 28 2012,7:30 pm,Phoenix Suns,77,Detroit Pistons,117,Box Score,,10517,
212,Wed Nov 28 2012,10:30 pm,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,19060,
213,Wed Nov 28 2012,8:00 pm,Toronto Raptors,82,Memphis Grizzlies,103,Box Score,,14603,
214,Wed Nov 28 2012,8:00 pm,New York Knicks,102,Milwaukee Bucks,88,Box Score,,11439,
215,Wed Nov 28 2012,8:00 pm,Utah Jazz,96,New Orleans Hornets,84,Box Score,,10693,
216,Wed Nov 28 2012,8:00 pm,Houston Rockets,98,Oklahoma City Thunder,120,Box Score,,18203,
217,Wed Nov 28 2012,7:00 pm,San Antonio Spurs,110,Orlando Magic,89,Box Score,,17271,
218,Wed Nov 28 2012,7:00 pm,Portland Trail Blazers,82,Washington Wizards,84,Box Score,,14114,
219,Thu Nov 29 2012,10:30 pm,Denver Nuggets,105,Golden State Warriors,106,Box Score,,17627,
220,Thu Nov 29 2012,8:00 pm,San Antonio Spurs,100,Miami Heat,105,Box Score,,19703,
221,Fri Nov 30 2012,7:30 pm,Cleveland Cavaliers,113,Atlanta Hawks,111,Box Score,,13094,
222,Fri Nov 30 2012,7:30 pm,Portland Trail Blazers,78,Boston Celtics,96,Box Score,,18624,
223,Fri Nov 30 2012,7:00 pm,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,13202,
224,Fri Nov 30 2012,10:30 pm,Denver Nuggets,103,Los Angeles Lakers,122,Box Score,,18997,
225,Fri Nov 30 2012,8:00 pm,Detroit Pistons,78,Memphis Grizzlies,90,Box Score,,16732,
226,Fri Nov 30 2012,8:00 pm,Milwaukee Bucks,85,Minnesota Timberwolves,95,Box Score,,16418,
227,Fri Nov 30 2012,7:30 pm,Washington Wizards,87,New York Knicks,108,Box Score,,19033,
228,Fri Nov 30 2012,8:00 pm,Utah Jazz,94,Oklahoma City Thunder,106,Box Score,,18203,
229,Fri Nov 30 2012,7:00 pm,Brooklyn Nets,98,Orlando Magic,86,Box Score,,17103,
230,Fri Nov 30 2012,10:00 pm,Indiana Pacers,97,Sacramento Kings,92,Box Score,,12544,
231,Fri Nov 30 2012,7:00 pm,Phoenix Suns,97,Toronto Raptors,101,Box Score,,18246,
232,Sat Dec 1 2012,8:00 pm,Philadelphia 76ers,88,Chicago Bulls,93,Box Score,,21607,
233,Sat Dec 1 2012,7:30 pm,Portland Trail Blazers,118,Cleveland Cavaliers,117,Box Score,2OT,16624,
234,Sat Dec 1 2012,9:00 pm,Detroit Pistons,77,Dallas Mavericks,92,Box Score,,20285,
235,Sat Dec 1 2012,10:30 pm,Indiana Pacers,92,Golden State Warriors,103,Box Score,,18623,
236,Sat Dec 1 2012,8:00 pm,Utah Jazz,116,Houston Rockets,124,Box Score,,14432,
237,Sat Dec 1 2012,10:30 pm,Sacramento Kings,81,Los Angeles Clippers,116,Box Score,,19060,
238,Sat Dec 1 2012,7:30 pm,Brooklyn Nets,89,Miami Heat,102,Box Score,,19961,
239,Sat Dec 1 2012,8:30 pm,Boston Celtics,88,Milwaukee Bucks,91,Box Score,,16581,
240,Sat Dec 1 2012,8:00 pm,Oklahoma City Thunder,100,New Orleans Hornets,79,Box Score,,14547,
241,Sat Dec 1 2012,8:30 pm,Memphis Grizzlies,95,San Antonio Spurs,99,Box Score,OT,18581,
242,Sun Dec 2 2012,9:30 pm,Orlando Magic,113,Los Angeles Lakers,103,Box Score,,18997,
243,Sun Dec 2 2012,12:00 pm,Phoenix Suns,99,New York Knicks,106,Box Score,,19033,
244,Mon Dec 3 2012,7:00 pm,Portland Trail Blazers,118,Charlotte Bobcats,112,Box Score,OT,12640,
245,Mon Dec 3 2012,9:00 pm,Toronto Raptors,110,Denver Nuggets,113,Box Score,,15221,
246,Mon Dec 3 2012,7:30 pm,Cleveland Cavaliers,79,Detroit Pistons,89,Box Score,,11352,
247,Mon Dec 3 2012,10:30 pm,Orlando Magic,102,Golden State Warriors,94,Box Score,,18117,
248,Mon Dec 3 2012,8:00 pm,Milwaukee Bucks,81,New Orleans Hornets,102,Box Score,,12321,
249,Mon Dec 3 2012,9:00 pm,Los Angeles Clippers,105,Utah Jazz,104,Box Score,,19067,
250,Tue Dec 4 2012,7:30 pm,Oklahoma City Thunder,117,Brooklyn Nets,111,Box Score,,17732,
251,Tue Dec 4 2012,8:00 pm,Indiana Pacers,80,Chicago Bulls,76,Box Score,,21152,
252,Tue Dec 4 2012,8:00 pm,Los Angeles Lakers,105,Houston Rockets,107,Box Score,,18052,
253,Tue Dec 4 2012,8:00 pm,Phoenix Suns,98,Memphis Grizzlies,108,Box Score,OT,14481,
254,Tue Dec 4 2012,7:00 pm,Minnesota Timberwolves,105,Philadelphia 76ers,88,Box Score,,13986,
