,Date,Time,Visitor,Vis_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
20,Fri Nov 1 2013,7:30 pm,Milwaukee Bucks,105,Boston Celtics,98,Box Score,,18624,
21,Fri Nov 1 2013,8:00 pm,Miami Heat,100,Brooklyn Nets,101,Box Score,,17732,
22,Fri Nov 1 2013,7:00 pm,Cleveland Cavaliers,84,Charlotte Bobcats,90,Box Score,,18017,
23,Fri Nov 1 2013,9:00 pm,Portland Trail Blazers,113,Denver Nuggets,98,Box Score,,19155,
24,Fri Nov 1 2013,8:00 pm,Dallas Mavericks,105,Houston Rockets,113,Box Score,,18142,
25,Fri Nov 1 2013,10:30 pm,San Antonio Spurs,91,Los Angeles Lakers,85,Box Score,,18997,
26,Fri Nov 1 2013,8:00 pm,Detroit Pistons,108,Memphis Grizzlies,111,Box Score,OT,18119,
27,Fri Nov 1 2013,8:00 pm,Oklahoma City Thunder,81,Minnesota Timberwolves,100,Box Score,,17433,
28,Fri Nov 1 2013,7:00 pm,New Orleans Pelicans,90,Orlando Magic,110,Box Score,,18846,
29,Fri Nov 1 2013,10:00 pm,Utah Jazz,84,Phoenix Suns,87,Box Score,,14662,
30,Fri Nov 1 2013,10:00 pm,Los Angeles Clippers,110,Sacramento Kings,101,Box Score,,17317,
31,Fri Nov 1 2013,7:00 pm,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,17160,
32,Sat Nov 2 2013,8:30 pm,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,20262,
33,Sat Nov 2 2013,10:30 pm,Sacramento Kings,87,Golden State Warriors,98,Box Score,,19596,
34,Sat Nov 2 2013,7:00 pm,Cleveland Cavaliers,74,Indiana Pacers,89,Box Score,,16242,
35,Sat Nov 2 2013,8:30 pm,Toronto Raptors,97,Milwaukee Bucks,90,Box Score,,16046,
36,Sat Nov 2 2013,8:00 pm,Charlotte Bobcats,84,New Orleans Pelicans,105,Box Score,,15232,
37,Sat Nov 2 2013,7:30 pm,Chicago Bulls,104,Philadelphia 76ers,107,Box Score,,15782,
38,Sat Nov 2 2013,10:00 pm,San Antonio Spurs,105,Portland Trail Blazers,115,Box Score,,20028,
39,Sat Nov 2 2013,9:00 pm,Houston Rockets,104,Utah Jazz,93,Box Score,,19498,
40,Sun Nov 3 2013,6:00 pm,Boston Celtics,77,Detroit Pistons,87,Box Score,,14978,
41,Sun Nov 3 2013,9:30 pm,Atlanta Hawks,103,Los Angeles Lakers,105,Box Score,,18997,
42,Sun Nov 3 2013,6:00 pm,Washington Wizards,93,Miami Heat,103,Box Score,,19600,
43,Sun Nov 3 2013,7:30 pm,Minnesota Timberwolves,109,New York Knicks,100,Box Score,,19812,
44,Sun Nov 3 2013,7:00 pm,Phoenix Suns,96,Oklahoma City Thunder,103,Box Score,,18203,
45,Sun Nov 3 2013,6:00 pm,Brooklyn Nets,86,Orlando Magic,107,Box Score,,15297,
46,Mon Nov 4 2013,7:00 pm,Minnesota Timberwolves,92,Cleveland Cavaliers,93,Box Score,,17892,
47,Mon Nov 4 2013,10:30 pm,Houston Rockets,118,Los Angeles Clippers,137,Box Score,,19404,
48,Mon Nov 4 2013,8:00 pm,Boston Celtics,88,Memphis Grizzlies,95,Box Score,,15872,
49,Mon Nov 4 2013,7:00 pm,Golden State Warriors,110,Philadelphia 76ers,90,Box Score,,11089,
50,Tue Nov 5 2013,7:30 pm,Utah Jazz,88,Brooklyn Nets,104,Box Score,,17732,
51,Tue Nov 5 2013,8:30 pm,Los Angeles Lakers,104,Dallas Mavericks,123,Box Score,,19670,
52,Tue Nov 5 2013,9:00 pm,San Antonio Spurs,102,Denver Nuggets,94,Box Score,,15721,
53,Tue Nov 5 2013,7:30 pm,Indiana Pacers,99,Detroit Pistons,91,Box Score,,13401,
54,Tue Nov 5 2013,8:00 pm,Phoenix Suns,104,New Orleans Pelicans,98,Box Score,,13404,
55,Tue Nov 5 2013,7:30 pm,Charlotte Bobcats,102,New York Knicks,97,Box Score,,19812,
56,Tue Nov 5 2013,10:00 pm,Houston Rockets,116,Portland Trail Blazers,101,Box Score,,17491,
57,Tue Nov 5 2013,10:00 pm,Atlanta Hawks,105,Sacramento Kings,100,Box Score,,13506,
58,Tue Nov 5 2013,7:00 pm,Miami Heat,104,Toronto Raptors,95,Box Score,,18470,
59,Wed Nov 6 2013,7:30 pm,Utah Jazz,87,Boston Celtics,97,Box Score,,17130,
60,Wed Nov 6 2013,7:00 pm,Toronto Raptors,90,Charlotte Bobcats,92,Box Score,,11118,
61,Wed Nov 6 2013,7:00 pm,Chicago Bulls,80,Indiana Pacers,97,Box Score,,18165,
62,Wed Nov 6 2013,8:00 pm,New Orleans Pelicans,99,Memphis Grizzlies,84,Box Score,,15209,
63,Wed Nov 6 2013,8:00 pm,Cleveland Cavaliers,104,Milwaukee Bucks,109,Box Score,,14340,
64,Wed Nov 6 2013,8:00 pm,Golden State Warriors,106,Minnesota Timberwolves,93,Box Score,,15559,
65,Wed Nov 6 2013,9:30 pm,Dallas Mavericks,93,Oklahoma City Thunder,107,Box Score,,18203,
66,Wed Nov 6 2013,7:00 pm,Los Angeles Clippers,90,Orlando Magic,98,Box Score,,15807,
67,Wed Nov 6 2013,7:00 pm,Washington Wizards,116,Philadelphia 76ers,102,Box Score,,10117,
68,Wed Nov 6 2013,8:30 pm,Phoenix Suns,96,San Antonio Spurs,99,Box Score,,17870,
69,Thu Nov 7 2013,9:00 pm,Atlanta Hawks,107,Denver Nuggets,109,Box Score,,15404,
70,Thu Nov 7 2013,9:30 pm,Los Angeles Lakers,99,Houston Rockets,98,Box Score,,18133,
71,Thu Nov 7 2013,7:00 pm,Los Angeles Clippers,97,Miami Heat,102,Box Score,,19600,
72,Fri Nov 8 2013,7:00 pm,New York Knicks,101,Charlotte Bobcats,91,Box Score,,16465,
73,Fri Nov 8 2013,8:00 pm,Utah Jazz,73,Chicago Bulls,97,Box Score,,21946,
74,Fri Nov 8 2013,7:30 pm,Oklahoma City Thunder,119,Detroit Pistons,110,Box Score,,15624,
75,Fri Nov 8 2013,7:00 pm,Toronto Raptors,84,Indiana Pacers,91,Box Score,,13316,
76,Fri Nov 8 2013,8:00 pm,Dallas Mavericks,108,Minnesota Timberwolves,116,Box Score,,13677,
77,Fri Nov 8 2013,8:00 pm,Los Angeles Lakers,85,New Orleans Pelicans,96,Box Score,,18209,
78,Fri Nov 8 2013,7:00 pm,Boston Celtics,91,Orlando Magic,89,Box Score,,17555,
79,Fri Nov 8 2013,7:00 pm,Cleveland Cavaliers,79,Philadelphia 76ers,94,Box Score,,15219,
80,Fri Nov 8 2013,9:00 pm,Denver Nuggets,103,Phoenix Suns,114,Box Score,,15145,
81,Fri Nov 8 2013,10:00 pm,Sacramento Kings,91,Portland Trail Blazers,104,Box Score,,17627,
82,Fri Nov 8 2013,8:30 pm,Golden State Warriors,74,San Antonio Spurs,76,Box Score,,18581,
83,Fri Nov 8 2013,7:00 pm,Brooklyn Nets,108,Washington Wizards,112,Box Score,OT,17215,
84,Sat Nov 9 2013,7:30 pm,Orlando Magic,94,Atlanta Hawks,104,Box Score,,15189,
85,Sat Nov 9 2013,7:30 pm,Indiana Pacers,96,Brooklyn Nets,91,Box Score,,17732,
86,Sat Nov 9 2013,7:30 pm,Philadelphia 76ers,125,Cleveland Cavaliers,127,Box Score,2OT,20562,
87,Sat Nov 9 2013,8:00 pm,Los Angeles Clippers,107,Houston Rockets,94,Box Score,,18108,
88,Sat Nov 9 2013,8:00 pm,Golden State Warriors,90,Memphis Grizzlies,108,Box Score,,16989,
89,Sat Nov 9 2013,7:30 pm,Boston Celtics,111,Miami Heat,110,Box Score,,19710,
90,Sat Nov 9 2013,8:30 pm,Dallas Mavericks,91,Milwaukee Bucks,83,Box Score,,16448,
91,Sat Nov 9 2013,10:00 pm,Portland Trail Blazers,96,Sacramento Kings,85,Box Score,,15482,
92,Sat Nov 9 2013,7:00 pm,Utah Jazz,91,Toronto Raptors,115,Box Score,,17211,
93,Sun Nov 10 2013,9:30 pm,Minnesota Timberwolves,113,Los Angeles Lakers,90,Box Score,,18997,
94,Sun Nov 10 2013,12:00 am,San Antonio Spurs,120,New York Knicks,89,Box Score,,19812,
95,Sun Nov 10 2013,7:00 pm,Washington Wizards,105,Oklahoma City Thunder,106,Box Score,OT,18203,
96,Sun Nov 10 2013,8:00 pm,New Orleans Pelicans,94,Phoenix Suns,101,Box Score,,13154,
97,Mon Nov 11 2013,7:30 pm,Orlando Magic,105,Boston Celtics,120,Box Score,,18624,
98,Mon Nov 11 2013,7:00 pm,Atlanta Hawks,103,Charlotte Bobcats,94,Box Score,,13996,
99,Mon Nov 11 2013,8:00 pm,Cleveland Cavaliers,81,Chicago Bulls,96,Box Score,,21778,
100,Mon Nov 11 2013,8:00 pm,Toronto Raptors,104,Houston Rockets,110,Box Score,2OT,18134,
101,Mon Nov 11 2013,7:00 pm,Memphis Grizzlies,79,Indiana Pacers,95,Box Score,,13130,
102,Mon Nov 11 2013,10:30 pm,Minnesota Timberwolves,107,Los Angeles Clippers,109,Box Score,,19060,
103,Mon Nov 11 2013,7:00 pm,San Antonio Spurs,109,Philadelphia 76ers,85,Box Score,,12424,
104,Mon Nov 11 2013,10:00 pm,Detroit Pistons,103,Portland Trail Blazers,109,Box Score,,18834,
105,Mon Nov 11 2013,9:00 pm,Denver Nuggets,100,Utah Jazz,81,Box Score,,16866,
106,Tue Nov 12 2013,8:30 pm,Washington Wizards,95,Dallas Mavericks,105,Box Score,,19627,
107,Tue Nov 12 2013,10:30 pm,Detroit Pistons,95,Golden State Warriors,113,Box Score,,19596,
108,Tue Nov 12 2013,10:30 pm,New Orleans Pelicans,95,Los Angeles Lakers,116,Box Score,,18426,
109,Tue Nov 12 2013,7:30 pm,Milwaukee Bucks,95,Miami Heat,118,Box Score,,19600,
110,Wed Nov 13 2013,8:00 pm,New York Knicks,95,Atlanta Hawks,91,Box Score,,15057,
111,Wed Nov 13 2013,7:30 pm,Charlotte Bobcats,89,Boston Celtics,83,Box Score,,17032,
112,Wed Nov 13 2013,9:00 pm,Los Angeles Lakers,99,Denver Nuggets,111,Box Score,,17824,
113,Wed Nov 13 2013,10:30 pm,Oklahoma City Thunder,103,Los Angeles Clippers,111,Box Score,,19273,
114,Wed Nov 13 2013,8:00 pm,Toronto Raptors,103,Memphis Grizzlies,87,Box Score,,15971,
115,Wed Nov 13 2013,8:00 pm,Cleveland Cavaliers,95,Minnesota Timberwolves,124,Box Score,,14978,
116,Wed Nov 13 2013,7:00 pm,Milwaukee Bucks,91,Orlando Magic,94,Box Score,,13588,
117,Wed Nov 13 2013,7:00 pm,Houston Rockets,117,Philadelphia 76ers,123,Box Score,OT,11671,
118,Wed Nov 13 2013,10:00 pm,Phoenix Suns,89,Portland Trail Blazers,90,Box Score,,19537,
119,Wed Nov 13 2013,10:00 pm,Brooklyn Nets,86,Sacramento Kings,107,Box Score,,15122,
120,Wed Nov 13 2013,8:30 pm,Washington Wizards,79,San Antonio Spurs,92,Box Score,,18581,
121,Wed Nov 13 2013,9:00 pm,New Orleans Pelicans,105,Utah Jazz,111,Box Score,,16717,
122,Thu Nov 14 2013,10:30 pm,Oklahoma City Thunder,115,Golden State Warriors,116,Box Score,,19596,
123,Thu Nov 14 2013,8:00 pm,Houston Rockets,109,New York Knicks,106,Box Score,,19812,
124,Fri Nov 15 2013,7:30 pm,Philadelphia 76ers,103,Atlanta Hawks,113,Box Score,,12070,
125,Fri Nov 15 2013,7:30 pm,Portland Trail Blazers,109,Boston Celtics,96,Box Score,,18624,
126,Fri Nov 15 2013,7:30 pm,Charlotte Bobcats,86,Cleveland Cavaliers,80,Box Score,,18679,
127,Fri Nov 15 2013,8:00 pm,Minnesota Timberwolves,113,Denver Nuggets,117,Box Score,,17142,
128,Fri Nov 15 2013,7:00 pm,Milwaukee Bucks,77,Indiana Pacers,104,Box Score,,16202,
129,Fri Nov 15 2013,10:30 pm,Memphis Grizzlies,89,Los Angeles Lakers,86,Box Score,,18997,
130,Fri Nov 15 2013,7:30 pm,Dallas Mavericks,104,Miami Heat,110,Box Score,,19772,
131,Fri Nov 15 2013,9:00 pm,Brooklyn Nets,100,Phoenix Suns,98,Box Score,OT,15984,
132,Fri Nov 15 2013,10:30 pm,Detroit Pistons,97,Sacramento Kings,90,Box Score,,17317,
133,Fri Nov 15 2013,7:00 pm,Chicago Bulls,96,Toronto Raptors,80,Box Score,,19800,
134,Fri Nov 15 2013,9:00 pm,San Antonio Spurs,91,Utah Jazz,82,Box Score,,17530,
135,Sat Nov 16 2013,7:00 pm,Miami Heat,97,Charlotte Bobcats,81,Box Score,,19084,
136,Sat Nov 16 2013,8:00 pm,Indiana Pacers,94,Chicago Bulls,110,Box Score,,22158,
137,Sat Nov 16 2013,10:30 pm,Utah Jazz,88,Golden State Warriors,102,Box Score,,19596,
138,Sat Nov 16 2013,8:00 pm,Denver Nuggets,111,Houston Rockets,122,Box Score,,18147,
139,Sat Nov 16 2013,10:30 pm,Brooklyn Nets,103,Los Angeles Clippers,110,Box Score,,19349,
140,Sat Nov 16 2013,8:30 pm,Oklahoma City Thunder,92,Milwaukee Bucks,79,Box Score,,15984,
141,Sat Nov 16 2013,8:00 pm,Boston Celtics,88,Minnesota Timberwolves,106,Box Score,,15111,
142,Sat Nov 16 2013,8:00 pm,Philadelphia 76ers,98,New Orleans Pelicans,135,Box Score,,16659,
143,Sat Nov 16 2013,7:30 pm,Atlanta Hawks,110,New York Knicks,90,Box Score,,19812,
144,Sat Nov 16 2013,7:00 pm,Dallas Mavericks,108,Orlando Magic,100,Box Score,,15039,
145,Sat Nov 16 2013,7:00 pm,Cleveland Cavaliers,103,Washington Wizards,96,Box Score,OT,18038,
146,Sun Nov 17 2013,9:30 pm,Detroit Pistons,99,Los Angeles Lakers,114,Box Score,,18997,
147,Sun Nov 17 2013,6:00 pm,Memphis Grizzlies,97,Sacramento Kings,86,Box Score,,15630,
148,Sun Nov 17 2013,1:00 pm,Portland Trail Blazers,118,Toronto Raptors,110,Box Score,OT,17945,
149,Mon Nov 18 2013,7:30 pm,Portland Trail Blazers,108,Brooklyn Nets,98,Box Score,,17732,
150,Mon Nov 18 2013,8:00 pm,Charlotte Bobcats,81,Chicago Bulls,86,Box Score,,21628,
151,Mon Nov 18 2013,8:30 pm,Philadelphia 76ers,94,Dallas Mavericks,97,Box Score,,19790,
152,Mon Nov 18 2013,10:30 pm,Memphis Grizzlies,106,Los Angeles Clippers,102,Box Score,,19060,
153,Mon Nov 18 2013,8:00 pm,Denver Nuggets,113,Oklahoma City Thunder,115,Box Score,,18203,
154,Mon Nov 18 2013,9:00 pm,Golden State Warriors,98,Utah Jazz,87,Box Score,,16051,
155,Tue Nov 19 2013,7:30 pm,New York Knicks,86,Detroit Pistons,92,Box Score,,13213,
156,Tue Nov 19 2013,8:00 pm,Boston Celtics,85,Houston Rockets,109,Box Score,,18232,
157,Tue Nov 19 2013,7:30 pm,Atlanta Hawks,88,Miami Heat,104,Box Score,,19600,
158,Tue Nov 19 2013,10:00 pm,Phoenix Suns,104,Sacramento Kings,107,Box Score,,14626,
159,Tue Nov 19 2013,7:00 pm,Minnesota Timberwolves,100,Washington Wizards,104,Box Score,,14804,
160,Wed Nov 20 2013,7:30 pm,Detroit Pistons,85,Atlanta Hawks,93,Box Score,,13167,
161,Wed Nov 20 2013,7:00 pm,Brooklyn Nets,91,Charlotte Bobcats,95,Box Score,,13843,
162,Wed Nov 20 2013,7:00 pm,Washington Wizards,98,Cleveland Cavaliers,91,Box Score,,16189,
163,Wed Nov 20 2013,9:30 pm,Houston Rockets,120,Dallas Mavericks,123,Box Score,,20045,
164,Wed Nov 20 2013,10:30 pm,Memphis Grizzlies,88,Golden State Warriors,81,Box Score,OT,19596,
165,Wed Nov 20 2013,8:00 pm,Portland Trail Blazers,91,Milwaukee Bucks,82,Box Score,,11789,
166,Wed Nov 20 2013,8:00 pm,Los Angeles Clippers,102,Minnesota Timberwolves,98,Box Score,,13101,
167,Wed Nov 20 2013,8:00 pm,Utah Jazz,98,New Orleans Pelicans,105,Box Score,,13203,
168,Wed Nov 20 2013,7:00 pm,Indiana Pacers,103,New York Knicks,96,Box Score,OT,19812,
169,Wed Nov 20 2013,7:00 pm,Miami Heat,120,Orlando Magic,92,Box Score,,17256,
170,Wed Nov 20 2013,7:00 pm,Toronto Raptors,108,Philadelphia 76ers,98,Box Score,,10787,
171,Wed Nov 20 2013,9:00 pm,Sacramento Kings,113,Phoenix Suns,106,Box Score,,12705,
172,Wed Nov 20 2013,8:30 pm,Boston Celtics,93,San Antonio Spurs,104,Box Score,,18581,
173,Thu Nov 21 2013,10:30 pm,Chicago Bulls,87,Denver Nuggets,97,Box Score,,18423,
174,Thu Nov 21 2013,8:00 pm,Los Angeles Clippers,91,Oklahoma City Thunder,105,Box Score,,18203,
175,Fri Nov 22 2013,7:30 pm,Indiana Pacers,97,Boston Celtics,82,Box Score,,18624,
176,Fri Nov 22 2013,7:00 pm,Phoenix Suns,98,Charlotte Bobcats,91,Box Score,,14916,
177,Fri Nov 22 2013,8:30 pm,Utah Jazz,93,Dallas Mavericks,103,Box Score,,19781,
178,Fri Nov 22 2013,7:30 pm,Atlanta Hawks,96,Detroit Pistons,89,Box Score,,13467,
179,Fri Nov 22 2013,10:30 pm,Golden State Warriors,95,Los Angeles Lakers,102,Box Score,,18997,
180,Fri Nov 22 2013,8:00 pm,San Antonio Spurs,102,Memphis Grizzlies,86,Box Score,,17109,
181,Fri Nov 22 2013,8:00 pm,Brooklyn Nets,81,Minnesota Timberwolves,111,Box Score,,15551,
182,Fri Nov 22 2013,8:00 pm,Cleveland Cavaliers,100,New Orleans Pelicans,104,Box Score,,15186,
183,Fri Nov 22 2013,7:00 pm,Milwaukee Bucks,107,Philadelphia 76ers,115,Box Score,OT,13588,
184,Fri Nov 22 2013,10:00 pm,Chicago Bulls,95,Portland Trail Blazers,98,Box Score,,20618,
185,Fri Nov 22 2013,7:00 pm,Washington Wizards,88,Toronto Raptors,96,Box Score,,18671,
186,Sat Nov 23 2013,7:30 pm,Boston Celtics,94,Atlanta Hawks,87,Box Score,,15189,
187,Sat Nov 23 2013,9:00 pm,Dallas Mavericks,100,Denver Nuggets,102,Box Score,,17841,
188,Sat Nov 23 2013,10:30 pm,Portland Trail Blazers,113,Golden State Warriors,101,Box Score,,19596,
189,Sat Nov 23 2013,8:00 pm,Minnesota Timberwolves,101,Houston Rockets,112,Box Score,,18196,
190,Sat Nov 23 2013,7:00 pm,Philadelphia 76ers,98,Indiana Pacers,106,Box Score,,18165,
191,Sat Nov 23 2013,3:30 pm,Sacramento Kings,102,Los Angeles Clippers,103,Box Score,,19060,
192,Sat Nov 23 2013,7:30 pm,Orlando Magic,99,Miami Heat,101,Box Score,,19647,
193,Sat Nov 23 2013,8:30 pm,Charlotte Bobcats,96,Milwaukee Bucks,72,Box Score,,14871,
194,Sat Nov 23 2013,8:30 pm,Cleveland Cavaliers,96,San Antonio Spurs,126,Box Score,,18581,
195,Sat Nov 23 2013,7:00 pm,New York Knicks,89,Washington Wizards,98,Box Score,,18089,
196,Sun Nov 24 2013,2:00 pm,Detroit Pistons,109,Brooklyn Nets,97,Box Score,,17732,
197,Sun Nov 24 2013,3:30 pm,Chicago Bulls,82,Los Angeles Clippers,121,Box Score,,19245,
198,Sun Nov 24 2013,9:30 pm,Sacramento Kings,86,Los Angeles Lakers,100,Box Score,,18997,
199,Sun Nov 24 2013,7:00 pm,Utah Jazz,73,Oklahoma City Thunder,95,Box Score,,18203,
200,Sun Nov 24 2013,6:00 pm,Phoenix Suns,104,Orlando Magic,96,Box Score,,15785,
201,Mon Nov 25 2013,7:00 pm,Boston Celtics,96,Charlotte Bobcats,86,Box Score,,13558,
202,Mon Nov 25 2013,8:30 pm,Denver Nuggets,110,Dallas Mavericks,96,Box Score,,19677,
203,Mon Nov 25 2013,7:30 pm,Milwaukee Bucks,94,Detroit Pistons,113,Box Score,,12150,
204,Mon Nov 25 2013,7:00 pm,Minnesota Timberwolves,84,Indiana Pacers,98,Box Score,,16426,
205,Mon Nov 25 2013,8:00 pm,Houston Rockets,93,Memphis Grizzlies,86,Box Score,,15246,
206,Mon Nov 25 2013,7:30 pm,Phoenix Suns,92,Miami Heat,107,Box Score,,19758,
207,Mon Nov 25 2013,10:00 pm,New York Knicks,91,Portland Trail Blazers,102,Box Score,,19939,
208,Mon Nov 25 2013,8:30 pm,New Orleans Pelicans,93,San Antonio Spurs,112,Box Score,,18323,
209,Mon Nov 25 2013,9:00 pm,Chicago Bulls,83,Utah Jazz,89,Box Score,OT,18936,
210,Tue Nov 26 2013,7:30 pm,Orlando Magic,109,Atlanta Hawks,92,Box Score,,13164,
211,Tue Nov 26 2013,8:00 pm,Golden State Warriors,102,New Orleans Pelicans,101,Box Score,,15330,
212,Tue Nov 26 2013,7:00 pm,Brooklyn Nets,102,Toronto Raptors,100,Box Score,,16421,
213,Tue Nov 26 2013,7:00 pm,Los Angeles Lakers,111,Washington Wizards,116,Box Score,,19204,
214,Wed Nov 27 2013,7:30 pm,Memphis Grizzlies,100,Boston Celtics,93,Box Score,,17319,
215,Wed Nov 27 2013,7:30 pm,Los Angeles Lakers,99,Brooklyn Nets,94,Box Score,,17732,
216,Wed Nov 27 2013,7:00 pm,Indiana Pacers,99,Charlotte Bobcats,74,Box Score,,15170,
217,Wed Nov 27 2013,7:30 pm,Miami Heat,95,Cleveland Cavaliers,84,Box Score,,20562,
218,Wed Nov 27 2013,8:30 pm,Golden State Warriors,99,Dallas Mavericks,103,Box Score,,20211,
219,Wed Nov 27 2013,7:30 pm,Chicago Bulls,99,Detroit Pistons,79,Box Score,,14228,
220,Wed Nov 27 2013,8:00 pm,Atlanta Hawks,84,Houston Rockets,113,Box Score,,18051,
221,Wed Nov 27 2013,10:30 pm,New York Knicks,80,Los Angeles Clippers,93,Box Score,,19270,
222,Wed Nov 27 2013,8:00 pm,Washington Wizards,100,Milwaukee Bucks,92,Box Score,OT,11584,
223,Wed Nov 27 2013,8:00 pm,Denver Nuggets,117,Minnesota Timberwolves,110,Box Score,,14244,
224,Wed Nov 27 2013,8:00 pm,San Antonio Spurs,88,Oklahoma City Thunder,94,Box Score,,18203,
225,Wed Nov 27 2013,7:00 pm,Philadelphia 76ers,94,Orlando Magic,105,Box Score,,15839,
226,Wed Nov 27 2013,9:00 pm,Portland Trail Blazers,106,Phoenix Suns,120,Box Score,,12731,
227,Fri Nov 29 2013,7:30 pm,Dallas Mavericks,87,Atlanta Hawks,88,Box Score,,15463,
228,Fri Nov 29 2013,7:30 pm,Cleveland Cavaliers,86,Boston Celtics,103,Box Score,,17685,
229,Fri Nov 29 2013,7:00 pm,Milwaukee Bucks,76,Charlotte Bobcats,92,Box Score,,15081,
230,Fri Nov 29 2013,9:00 pm,New York Knicks,95,Denver Nuggets,97,Box Score,,19155,
231,Fri Nov 29 2013,7:30 pm,Los Angeles Lakers,106,Detroit Pistons,102,Box Score,,15202,
232,Fri Nov 29 2013,8:00 pm,Brooklyn Nets,95,Houston Rockets,114,Box Score,,18138,
233,Fri Nov 29 2013,8:00 pm,Washington Wizards,73,Indiana Pacers,93,Box Score,,18165,
234,Fri Nov 29 2013,8:00 pm,Golden State Warriors,112,Oklahoma City Thunder,113,Box Score,OT,18203,
235,Fri Nov 29 2013,7:00 pm,San Antonio Spurs,109,Orlando Magic,91,Box Score,,15159,
236,Fri Nov 29 2013,8:00 pm,New Orleans Pelicans,121,Philadelphia 76ers,105,Box Score,,17807,
237,Fri Nov 29 2013,10:00 pm,Los Angeles Clippers,104,Sacramento Kings,98,Box Score,OT,17317,
238,Fri Nov 29 2013,7:00 pm,Miami Heat,90,Toronto Raptors,83,Box Score,,18290,
239,Fri Nov 29 2013,9:00 pm,Phoenix Suns,112,Utah Jazz,101,Box Score,,18435,
240,Sat Nov 30 2013,7:30 pm,Chicago Bulls,93,Cleveland Cavaliers,97,Box Score,,17296,
241,Sat Nov 30 2013,8:30 pm,Minnesota Timberwolves,112,Dallas Mavericks,106,Box Score,,20173,
242,Sat Nov 30 2013,8:00 pm,Brooklyn Nets,97,Memphis Grizzlies,88,Box Score,,17012,
243,Sat Nov 30 2013,9:00 pm,Boston Celtics,85,Milwaukee Bucks,92,Box Score,,15471,
244,Sat Nov 30 2013,9:00 pm,Utah Jazz,112,Phoenix Suns,104,Box Score,,12957,
245,Sat Nov 30 2013,8:30 pm,Houston Rockets,112,San Antonio Spurs,106,Box Score,,18581,
246,Sat Nov 30 2013,7:00 pm,Atlanta Hawks,101,Washington Wizards,108,Box Score,,14280,
247,Sun Dec 1 2013,3:30 pm,Philadelphia 76ers,100,Detroit Pistons,115,Box Score,,14107,
248,Sun Dec 1 2013,3:30 pm,Indiana Pacers,105,Los Angeles Clippers,100,Box Score,,19060,
249,Sun Dec 1 2013,9:30 pm,Portland Trail Blazers,114,Los Angeles Lakers,108,Box Score,,18997,
250,Sun Dec 1 2013,6:00 pm,Charlotte Bobcats,98,Miami Heat,99,Box Score,,19617,
251,Sun Dec 1 2013,7:30 pm,New Orleans Pelicans,103,New York Knicks,99,Box Score,,19812,
252,Sun Dec 1 2013,7:00 pm,Minnesota Timberwolves,103,Oklahoma City Thunder,113,Box Score,,18203,
253,Sun Dec 1 2013,6:00 pm,Golden State Warriors,115,Sacramento Kings,113,Box Score,,15588,
254,Sun Dec 1 2013,1:00 pm,Denver Nuggets,112,Toronto Raptors,98,Box Score,,16290,
