,Date,Time,Visitor,Vis_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
22,Thu Nov 2 2000,8:30 pm,Milwaukee Bucks,93,Houston Rockets,115,Box Score,,10687,
23,Thu Nov 2 2000,10:30 pm,Vancouver Grizzlies,99,Los Angeles Clippers,91,Box Score,,15546,
24,Thu Nov 2 2000,7:30 pm,Atlanta Hawks,69,New York Knicks,94,Box Score,,19763,
25,Thu Nov 2 2000,9:00 pm,Portland Trail Blazers,82,Phoenix Suns,108,Box Score,,18436,
26,Thu Nov 2 2000,8:00 pm,Minnesota Timberwolves,91,San Antonio Spurs,103,Box Score,,14193,
27,Fri Nov 3 2000,7:30 pm,Toronto Raptors,91,Boston Celtics,93,Box Score,,17464,
28,Fri Nov 3 2000,7:30 pm,Miami Heat,79,Charlotte Hornets,83,Box Score,,14016,
29,Fri Nov 3 2000,8:30 pm,New Jersey Nets,92,Chicago Bulls,82,Box Score,,21908,
30,Fri Nov 3 2000,8:00 pm,Sacramento Kings,100,Detroit Pistons,93,Box Score,,22076,
31,Fri Nov 3 2000,7:30 pm,Philadelphia 76ers,87,Orlando Magic,80,Box Score,,14233,
32,Fri Nov 3 2000,7:00 pm,New York Knicks,80,Washington Wizards,76,Box Score,,20674,
33,Sat Nov 4 2000,7:30 pm,Orlando Magic,107,Atlanta Hawks,104,Box Score,,13833,
34,Sat Nov 4 2000,7:30 pm,Boston Celtics,89,Cleveland Cavaliers,91,Box Score,,18392,
35,Sat Nov 4 2000,8:00 pm,Utah Jazz,112,Dallas Mavericks,106,Box Score,,16500,
36,Sat Nov 4 2000,9:00 pm,Phoenix Suns,102,Denver Nuggets,99,Box Score,,13312,
37,Sat Nov 4 2000,10:30 pm,San Antonio Spurs,117,Golden State Warriors,105,Box Score,,16121,
38,Sat Nov 4 2000,7:00 pm,Chicago Bulls,81,Indiana Pacers,94,Box Score,,18345,
39,Sat Nov 4 2000,10:30 pm,Houston Rockets,74,Los Angeles Clippers,77,Box Score,,10797,
40,Sat Nov 4 2000,7:30 pm,Philadelphia 76ers,84,Miami Heat,82,Box Score,,16029,
41,Sat Nov 4 2000,8:30 pm,Detroit Pistons,88,Milwaukee Bucks,97,Box Score,,18717,
42,Sat Nov 4 2000,8:00 pm,Sacramento Kings,91,Minnesota Timberwolves,99,Box Score,,19006,
43,Sat Nov 4 2000,8:00 pm,Charlotte Hornets,98,New Jersey Nets,87,Box Score,,11522,
44,Sat Nov 4 2000,10:00 pm,Portland Trail Blazers,97,Seattle SuperSonics,90,Box Score,,17072,
45,Sat Nov 4 2000,7:00 pm,Washington Wizards,96,Toronto Raptors,103,Box Score,,18726,
46,Sat Nov 4 2000,3:30 pm,Los Angeles Lakers,98,Vancouver Grizzlies,89,Box Score,,18183,
47,Sun Nov 5 2000,9:30 pm,Los Angeles Clippers,103,Los Angeles Lakers,108,Box Score,,18997,
48,Sun Nov 5 2000,8:00 pm,Houston Rockets,99,Phoenix Suns,104,Box Score,,16735,
49,Mon Nov 6 2000,9:00 pm,Dallas Mavericks,108,Denver Nuggets,96,Box Score,,11190,
50,Mon Nov 6 2000,7:30 pm,Seattle SuperSonics,99,Orlando Magic,110,Box Score,,12460,
51,Mon Nov 6 2000,10:30 pm,Portland Trail Blazers,75,Sacramento Kings,79,Box Score,,17317,
52,Mon Nov 6 2000,9:00 pm,Minnesota Timberwolves,92,Utah Jazz,98,Box Score,,19911,
53,Mon Nov 6 2000,10:00 pm,Atlanta Hawks,87,Vancouver Grizzlies,97,Box Score,,11639,
54,Tue Nov 7 2000,8:30 pm,Washington Wizards,88,Chicago Bulls,83,Box Score,,21312,
55,Tue Nov 7 2000,8:30 pm,Los Angeles Lakers,74,Houston Rockets,84,Box Score,,14473,
56,Tue Nov 7 2000,8:00 pm,New York Knicks,103,Milwaukee Bucks,89,Box Score,,14246,
57,Tue Nov 7 2000,9:00 pm,San Antonio Spurs,81,Phoenix Suns,100,Box Score,,16683,
58,Tue Nov 7 2000,10:00 pm,Atlanta Hawks,88,Portland Trail Blazers,97,Box Score,,19980,
59,Tue Nov 7 2000,7:00 pm,Boston Celtics,75,Toronto Raptors,105,Box Score,,17379,
60,Wed Nov 8 2000,8:00 pm,Vancouver Grizzlies,101,Dallas Mavericks,74,Box Score,,11500,
61,Wed Nov 8 2000,9:00 pm,Minnesota Timberwolves,107,Denver Nuggets,109,Box Score,OT,10549,
62,Wed Nov 8 2000,7:00 pm,Milwaukee Bucks,97,Indiana Pacers,108,Box Score,,17684,
63,Wed Nov 8 2000,10:30 pm,Utah Jazz,93,Los Angeles Clippers,87,Box Score,OT,10292,
64,Wed Nov 8 2000,7:30 pm,Seattle SuperSonics,81,Miami Heat,87,Box Score,,15083,
65,Wed Nov 8 2000,7:30 pm,Cleveland Cavaliers,99,New York Knicks,97,Box Score,,19763,
66,Wed Nov 8 2000,7:30 pm,Charlotte Hornets,96,Orlando Magic,90,Box Score,,12617,
67,Wed Nov 8 2000,7:00 pm,Detroit Pistons,94,Philadelphia 76ers,103,Box Score,,15986,
68,Wed Nov 8 2000,10:30 pm,Golden State Warriors,84,Sacramento Kings,115,Box Score,,17317,
69,Wed Nov 8 2000,8:00 pm,Los Angeles Lakers,81,San Antonio Spurs,91,Box Score,,26065,
70,Wed Nov 8 2000,7:00 pm,New Jersey Nets,102,Washington Wizards,86,Box Score,,11532,
71,Thu Nov 9 2000,7:30 pm,Seattle SuperSonics,102,Charlotte Hornets,94,Box Score,,17054,
72,Thu Nov 9 2000,8:30 pm,Orlando Magic,90,Chicago Bulls,95,Box Score,,21844,
73,Thu Nov 9 2000,8:30 pm,Vancouver Grizzlies,78,Houston Rockets,85,Box Score,,10906,
74,Thu Nov 9 2000,8:00 pm,Philadelphia 76ers,84,Minnesota Timberwolves,82,Box Score,,16119,
75,Thu Nov 9 2000,7:30 pm,Detroit Pistons,108,New Jersey Nets,94,Box Score,,10000,
76,Thu Nov 9 2000,9:00 pm,Atlanta Hawks,79,Phoenix Suns,88,Box Score,,16792,
77,Thu Nov 9 2000,10:00 pm,Denver Nuggets,91,Portland Trail Blazers,107,Box Score,,19996,
78,Fri Nov 10 2000,7:30 pm,New York Knicks,103,Boston Celtics,101,Box Score,OT,18624,
79,Fri Nov 10 2000,8:00 pm,San Antonio Spurs,77,Dallas Mavericks,79,Box Score,,17296,
80,Fri Nov 10 2000,10:30 pm,Sacramento Kings,114,Golden State Warriors,107,Box Score,OT,17467,
81,Fri Nov 10 2000,10:30 pm,Atlanta Hawks,106,Los Angeles Clippers,115,Box Score,,10396,
82,Fri Nov 10 2000,7:00 pm,Cleveland Cavaliers,88,Toronto Raptors,115,Box Score,,19800,
83,Fri Nov 10 2000,9:00 pm,Miami Heat,87,Utah Jazz,80,Box Score,,19093,
84,Fri Nov 10 2000,7:00 pm,Indiana Pacers,86,Washington Wizards,74,Box Score,,19955,
85,Sat Nov 11 2000,8:30 pm,Toronto Raptors,98,Chicago Bulls,75,Box Score,,22387,
86,Sat Nov 11 2000,7:30 pm,Washington Wizards,73,Cleveland Cavaliers,86,Box Score,,17336,
87,Sat Nov 11 2000,7:00 pm,Detroit Pistons,84,Indiana Pacers,94,Box Score,,18345,
88,Sat Nov 11 2000,8:30 pm,Minnesota Timberwolves,103,Milwaukee Bucks,92,Box Score,,18717,
89,Sat Nov 11 2000,1:00 pm,Seattle SuperSonics,91,New Jersey Nets,126,Box Score,,14443,
90,Sat Nov 11 2000,7:30 pm,Charlotte Hornets,67,New York Knicks,81,Box Score,,19763,
91,Sat Nov 11 2000,8:00 pm,Boston Celtics,83,Philadelphia 76ers,85,Box Score,,19258,
92,Sat Nov 11 2000,9:00 pm,Miami Heat,82,Phoenix Suns,84,Box Score,,18120,
93,Sat Nov 11 2000,10:00 pm,Houston Rockets,88,Portland Trail Blazers,111,Box Score,,19992,
94,Sat Nov 11 2000,8:30 pm,Vancouver Grizzlies,78,San Antonio Spurs,91,Box Score,,18556,
95,Sun Nov 12 2000,9:00 pm,Los Angeles Clippers,79,Denver Nuggets,95,Box Score,,10842,
96,Sun Nov 12 2000,6:00 pm,Seattle SuperSonics,92,Detroit Pistons,101,Box Score,,14289,
97,Sun Nov 12 2000,9:00 pm,Orlando Magic,105,Golden State Warriors,99,Box Score,OT,13626,
98,Sun Nov 12 2000,9:30 pm,Houston Rockets,99,Los Angeles Lakers,105,Box Score,,18997,
99,Sun Nov 12 2000,9:00 pm,Dallas Mavericks,84,Sacramento Kings,109,Box Score,,17317,
100,Mon Nov 13 2000,10:30 pm,Dallas Mavericks,90,Los Angeles Clippers,76,Box Score,,9340,
101,Mon Nov 13 2000,7:30 pm,Portland Trail Blazers,94,New Jersey Nets,82,Box Score,,10704,
102,Tue Nov 14 2000,7:30 pm,Portland Trail Blazers,97,Atlanta Hawks,99,Box Score,,12610,
103,Tue Nov 14 2000,7:30 pm,Golden State Warriors,86,Cleveland Cavaliers,96,Box Score,,13691,
104,Tue Nov 14 2000,8:30 pm,Chicago Bulls,83,Houston Rockets,110,Box Score,,11724,
105,Tue Nov 14 2000,10:30 pm,Denver Nuggets,103,Los Angeles Lakers,119,Box Score,,18997,
106,Tue Nov 14 2000,7:30 pm,Charlotte Hornets,86,Miami Heat,89,Box Score,OT,14983,
107,Tue Nov 14 2000,8:00 pm,Orlando Magic,82,Sacramento Kings,96,Box Score,,17317,
108,Tue Nov 14 2000,8:30 pm,Utah Jazz,79,San Antonio Spurs,86,Box Score,,18053,
109,Tue Nov 14 2000,10:30 pm,New York Knicks,75,Seattle SuperSonics,96,Box Score,,17072,
110,Wed Nov 15 2000,7:00 pm,Washington Wizards,109,Boston Celtics,116,Box Score,,13915,
111,Wed Nov 15 2000,7:30 pm,Indiana Pacers,92,Detroit Pistons,88,Box Score,,14350,
112,Wed Nov 15 2000,10:30 pm,New York Knicks,74,Los Angeles Clippers,78,Box Score,,12516,
113,Wed Nov 15 2000,8:00 pm,Atlanta Hawks,74,Milwaukee Bucks,84,Box Score,,13217,
114,Wed Nov 15 2000,8:00 pm,Golden State Warriors,90,Minnesota Timberwolves,92,Box Score,,16034,
115,Wed Nov 15 2000,8:00 pm,Miami Heat,91,New Jersey Nets,93,Box Score,,13504,
116,Wed Nov 15 2000,7:00 pm,Cleveland Cavaliers,98,Philadelphia 76ers,107,Box Score,,16328,
117,Wed Nov 15 2000,9:00 pm,Dallas Mavericks,78,Phoenix Suns,99,Box Score,,16652,
118,Thu Nov 16 2000,9:00 pm,Chicago Bulls,85,Denver Nuggets,89,Box Score,,10150,
119,Thu Nov 16 2000,8:30 pm,Charlotte Hornets,80,Houston Rockets,84,Box Score,,11028,
120,Thu Nov 16 2000,8:00 pm,Los Angeles Lakers,112,Sacramento Kings,110,Box Score,OT,17317,
121,Thu Nov 16 2000,7:00 pm,Portland Trail Blazers,86,Toronto Raptors,80,Box Score,,19800,
122,Thu Nov 16 2000,9:00 pm,Orlando Magic,84,Utah Jazz,99,Box Score,,18851,
123,Thu Nov 16 2000,10:00 pm,Los Angeles Clippers,76,Vancouver Grizzlies,72,Box Score,,12210,
124,Thu Nov 16 2000,7:00 pm,San Antonio Spurs,99,Washington Wizards,95,Box Score,,19832,
125,Fri Nov 17 2000,7:30 pm,Atlanta Hawks,99,Boston Celtics,106,Box Score,,13815,
126,Fri Nov 17 2000,7:30 pm,Detroit Pistons,96,Charlotte Hornets,89,Box Score,,14771,
127,Fri Nov 17 2000,7:00 pm,Golden State Warriors,92,Indiana Pacers,90,Box Score,,17101,
128,Fri Nov 17 2000,8:30 pm,Cleveland Cavaliers,76,Milwaukee Bucks,89,Box Score,,13874,
129,Fri Nov 17 2000,8:00 pm,San Antonio Spurs,94,Minnesota Timberwolves,99,Box Score,OT,17288,
130,Fri Nov 17 2000,7:00 pm,Miami Heat,73,Philadelphia 76ers,94,Box Score,,20720,
131,Fri Nov 17 2000,9:00 pm,New York Knicks,90,Phoenix Suns,85,Box Score,,18738,
132,Fri Nov 17 2000,10:00 pm,Dallas Mavericks,99,Seattle SuperSonics,95,Box Score,,12285,
133,Sat Nov 18 2000,7:30 pm,Minnesota Timberwolves,94,Atlanta Hawks,84,Box Score,,13036,
134,Sat Nov 18 2000,9:00 pm,Los Angeles Lakers,86,Denver Nuggets,87,Box Score,,19513,
135,Sat Nov 18 2000,8:30 pm,Phoenix Suns,89,Houston Rockets,94,Box Score,,12694,
136,Sat Nov 18 2000,10:30 pm,Seattle SuperSonics,86,Los Angeles Clippers,83,Box Score,,12271,
137,Sat Nov 18 2000,7:30 pm,Portland Trail Blazers,80,Miami Heat,86,Box Score,,16500,
138,Sat Nov 18 2000,8:00 pm,Indiana Pacers,92,New Jersey Nets,97,Box Score,,12465,
139,Sat Nov 18 2000,7:00 pm,Milwaukee Bucks,102,Toronto Raptors,111,Box Score,,19800,
140,Sat Nov 18 2000,9:00 pm,Chicago Bulls,64,Utah Jazz,109,Box Score,,17839,
141,Sat Nov 18 2000,10:00 pm,Dallas Mavericks,91,Vancouver Grizzlies,88,Box Score,,13301,
142,Sat Nov 18 2000,7:00 pm,Boston Celtics,89,Washington Wizards,109,Box Score,,19290,
143,Sun Nov 19 2000,7:00 pm,Charlotte Hornets,105,Detroit Pistons,96,Box Score,,13088,
144,Sun Nov 19 2000,9:30 pm,Chicago Bulls,96,Los Angeles Lakers,104,Box Score,,18997,
145,Sun Nov 19 2000,8:00 pm,Golden State Warriors,71,New York Knicks,88,Box Score,,19763,
146,Sun Nov 19 2000,6:00 pm,Portland Trail Blazers,110,Orlando Magic,102,Box Score,OT,14524,
147,Mon Nov 20 2000,7:00 pm,Philadelphia 76ers,114,Boston Celtics,90,Box Score,,15209,
148,Mon Nov 20 2000,10:30 pm,New Jersey Nets,86,Los Angeles Clippers,85,Box Score,,9803,
149,Mon Nov 20 2000,7:00 pm,Charlotte Hornets,100,Toronto Raptors,64,Box Score,,17767,
150,Mon Nov 20 2000,9:00 pm,Dallas Mavericks,107,Utah Jazz,98,Box Score,,18869,
151,Mon Nov 20 2000,10:00 pm,Denver Nuggets,95,Vancouver Grizzlies,92,Box Score,,11809,
152,Tue Nov 21 2000,7:30 pm,Detroit Pistons,98,Cleveland Cavaliers,117,Box Score,,12683,
153,Tue Nov 21 2000,8:00 pm,Seattle SuperSonics,116,Dallas Mavericks,110,Box Score,,15100,
154,Tue Nov 21 2000,10:30 pm,Chicago Bulls,77,Golden State Warriors,89,Box Score,,11263,
155,Tue Nov 21 2000,7:00 pm,Houston Rockets,101,Indiana Pacers,89,Box Score,,16611,
156,Tue Nov 21 2000,8:00 pm,New York Knicks,85,Orlando Magic,84,Box Score,,14673,
157,Tue Nov 21 2000,7:00 pm,Portland Trail Blazers,104,Washington Wizards,94,Box Score,,14113,
158,Wed Nov 22 2000,7:30 pm,New York Knicks,74,Atlanta Hawks,78,Box Score,,12007,
159,Wed Nov 22 2000,7:00 pm,Houston Rockets,81,Boston Celtics,96,Box Score,,13003,
160,Wed Nov 22 2000,7:30 pm,Philadelphia 76ers,73,Charlotte Hornets,88,Box Score,,15306,
161,Wed Nov 22 2000,10:30 pm,Golden State Warriors,91,Los Angeles Lakers,111,Box Score,,18208,
162,Wed Nov 22 2000,7:30 pm,Cleveland Cavaliers,86,Miami Heat,67,Box Score,,14755,
163,Wed Nov 22 2000,8:00 pm,Portland Trail Blazers,93,Milwaukee Bucks,84,Box Score,,15008,
164,Wed Nov 22 2000,8:00 pm,Vancouver Grizzlies,100,Minnesota Timberwolves,101,Box Score,,16783,
165,Wed Nov 22 2000,9:00 pm,New Jersey Nets,85,Phoenix Suns,97,Box Score,,17239,
166,Wed Nov 22 2000,10:30 pm,Chicago Bulls,71,Sacramento Kings,100,Box Score,,17317,
167,Wed Nov 22 2000,8:30 pm,Seattle SuperSonics,85,San Antonio Spurs,112,Box Score,,22828,
168,Wed Nov 22 2000,9:00 pm,Denver Nuggets,78,Utah Jazz,116,Box Score,,18664,
169,Thu Nov 23 2000,8:00 pm,Toronto Raptors,111,Indiana Pacers,91,Box Score,,18345,
170,Fri Nov 24 2000,7:30 pm,Philadelphia 76ers,76,Atlanta Hawks,67,Box Score,,17601,
171,Fri Nov 24 2000,7:30 pm,Orlando Magic,98,Boston Celtics,103,Box Score,OT,16696,
172,Fri Nov 24 2000,7:30 pm,Miami Heat,80,Cleveland Cavaliers,85,Box Score,,20562,
173,Fri Nov 24 2000,9:00 pm,San Antonio Spurs,92,Denver Nuggets,102,Box Score,,13300,
174,Fri Nov 24 2000,8:00 pm,Vancouver Grizzlies,96,Detroit Pistons,118,Box Score,,14709,
175,Fri Nov 24 2000,8:00 pm,Washington Wizards,87,Indiana Pacers,99,Box Score,,18345,
176,Fri Nov 24 2000,10:30 pm,Minnesota Timberwolves,108,Los Angeles Lakers,115,Box Score,,18997,
177,Fri Nov 24 2000,8:30 pm,Charlotte Hornets,106,Milwaukee Bucks,90,Box Score,,15102,
178,Fri Nov 24 2000,9:00 pm,Golden State Warriors,74,Phoenix Suns,80,Box Score,,18684,
179,Fri Nov 24 2000,10:00 pm,Los Angeles Clippers,81,Seattle SuperSonics,98,Box Score,,13282,
180,Fri Nov 24 2000,10:00 pm,New Jersey Nets,85,Utah Jazz,97,Box Score,,18915,
181,Sat Nov 25 2000,7:30 pm,Cleveland Cavaliers,98,Charlotte Hornets,109,Box Score,,13791,
182,Sat Nov 25 2000,8:00 pm,Denver Nuggets,84,Dallas Mavericks,108,Box Score,,16234,
183,Sat Nov 25 2000,10:30 pm,Minnesota Timberwolves,93,Golden State Warriors,114,Box Score,,14268,
184,Sat Nov 25 2000,10:30 pm,Phoenix Suns,95,Los Angeles Clippers,89,Box Score,OT,13510,
185,Sat Nov 25 2000,7:30 pm,Houston Rockets,91,Miami Heat,80,Box Score,,15721,
186,Sat Nov 25 2000,1:00 pm,Toronto Raptors,79,New York Knicks,75,Box Score,,19763,
187,Sat Nov 25 2000,7:30 pm,Atlanta Hawks,92,Orlando Magic,114,Box Score,,13043,
188,Sat Nov 25 2000,10:00 pm,New Jersey Nets,84,Portland Trail Blazers,86,Box Score,,20478,
189,Sat Nov 25 2000,10:30 pm,Seattle SuperSonics,101,Sacramento Kings,125,Box Score,,17317,
190,Sat Nov 25 2000,8:30 pm,Philadelphia 76ers,76,San Antonio Spurs,96,Box Score,,33046,
191,Sat Nov 25 2000,8:00 pm,Milwaukee Bucks,100,Washington Wizards,107,Box Score,,13157,
192,Sun Nov 26 2000,12:30 pm,Vancouver Grizzlies,98,Boston Celtics,87,Box Score,,11551,
193,Sun Nov 26 2000,7:00 pm,Utah Jazz,94,Detroit Pistons,79,Box Score,,12943,
194,Sun Nov 26 2000,3:00 pm,Chicago Bulls,89,Toronto Raptors,101,Box Score,,19800,
195,Mon Nov 27 2000,10:30 pm,Los Angeles Lakers,98,Los Angeles Clippers,83,Box Score,,20039,
196,Mon Nov 27 2000,7:30 pm,Vancouver Grizzlies,72,New York Knicks,97,Box Score,,19763,
197,Mon Nov 27 2000,7:30 pm,Milwaukee Bucks,104,Orlando Magic,95,Box Score,,12841,
198,Tue Nov 28 2000,8:30 pm,Minnesota Timberwolves,96,Chicago Bulls,76,Box Score,,22204,
199,Tue Nov 28 2000,7:30 pm,Boston Celtics,87,Cleveland Cavaliers,72,Box Score,,14879,
200,Tue Nov 28 2000,8:00 pm,Toronto Raptors,93,Dallas Mavericks,107,Box Score,,16016,
201,Tue Nov 28 2000,8:30 pm,Sacramento Kings,88,Houston Rockets,81,Box Score,,11813,
202,Tue Nov 28 2000,10:30 pm,Indiana Pacers,107,Los Angeles Lakers,124,Box Score,,18997,
203,Tue Nov 28 2000,7:30 pm,Milwaukee Bucks,102,Miami Heat,101,Box Score,,14863,
204,Tue Nov 28 2000,7:30 pm,Utah Jazz,98,New Jersey Nets,92,Box Score,,12204,
205,Tue Nov 28 2000,10:00 pm,Seattle SuperSonics,105,Portland Trail Blazers,93,Box Score,,19980,
206,Tue Nov 28 2000,7:00 pm,Atlanta Hawks,102,Washington Wizards,75,Box Score,,11583,
207,Wed Nov 29 2000,7:30 pm,Toronto Raptors,79,Charlotte Hornets,103,Box Score,,12255,
208,Wed Nov 29 2000,7:30 pm,New Jersey Nets,76,Detroit Pistons,97,Box Score,,11497,
209,Wed Nov 29 2000,10:30 pm,Golden State Warriors,83,Los Angeles Clippers,106,Box Score,,10130,
210,Wed Nov 29 2000,8:00 pm,Denver Nuggets,107,Minnesota Timberwolves,100,Box Score,,15227,
211,Wed Nov 29 2000,8:00 pm,Miami Heat,84,New York Knicks,81,Box Score,,19763,
212,Wed Nov 29 2000,7:30 pm,Utah Jazz,88,Orlando Magic,86,Box Score,,13645,
213,Wed Nov 29 2000,7:00 pm,Washington Wizards,87,Philadelphia 76ers,93,Box Score,,16263,
214,Wed Nov 29 2000,8:30 pm,Sacramento Kings,79,San Antonio Spurs,82,Box Score,,17341,
215,Wed Nov 29 2000,10:00 pm,Phoenix Suns,106,Vancouver Grizzlies,109,Box Score,2OT,12314,
216,Thu Nov 30 2000,7:30 pm,Chicago Bulls,91,Atlanta Hawks,82,Box Score,,10956,
217,Thu Nov 30 2000,9:00 pm,Houston Rockets,109,Denver Nuggets,105,Box Score,OT,13684,
218,Thu Nov 30 2000,10:30 pm,Indiana Pacers,95,Golden State Warriors,99,Box Score,,13149,
219,Thu Nov 30 2000,8:00 pm,Boston Celtics,97,Milwaukee Bucks,108,Box Score,,13247,
220,Thu Nov 30 2000,10:00 pm,Dallas Mavericks,84,Portland Trail Blazers,95,Box Score,,19980,
221,Thu Nov 30 2000,10:00 pm,Los Angeles Lakers,88,Seattle SuperSonics,121,Box Score,,17072,
222,Fri Dec 1 2000,7:30 pm,Minnesota Timberwolves,102,Boston Celtics,98,Box Score,,14630,
223,Fri Dec 1 2000,8:30 pm,New York Knicks,91,Chicago Bulls,86,Box Score,,22099,
224,Fri Dec 1 2000,8:00 pm,Cleveland Cavaliers,93,Detroit Pistons,103,Box Score,,15323,
225,Fri Dec 1 2000,10:30 pm,San Antonio Spurs,100,Los Angeles Lakers,109,Box Score,,18997,
226,Fri Dec 1 2000,7:30 pm,Utah Jazz,94,Miami Heat,92,Box Score,,15632,
227,Fri Dec 1 2000,7:30 pm,New Jersey Nets,80,Orlando Magic,83,Box Score,,13827,
228,Fri Dec 1 2000,7:00 pm,Charlotte Hornets,74,Philadelphia 76ers,95,Box Score,,18377,
229,Fri Dec 1 2000,10:30 pm,Phoenix Suns,98,Sacramento Kings,105,Box Score,,17317,
230,Fri Dec 1 2000,7:00 pm,Los Angeles Clippers,95,Toronto Raptors,104,Box Score,OT,18470,
231,Fri Dec 1 2000,10:00 pm,Indiana Pacers,86,Vancouver Grizzlies,76,Box Score,OT,11758,
232,Sat Dec 2 2000,2:30 pm,Milwaukee Bucks,94,Atlanta Hawks,101,Box Score,,9827,
233,Sat Dec 2 2000,7:30 pm,Utah Jazz,89,Charlotte Hornets,94,Box Score,,13360,
234,Sat Dec 2 2000,7:30 pm,Philadelphia 76ers,112,Cleveland Cavaliers,78,Box Score,,20562,
235,Sat Dec 2 2000,9:00 pm,Seattle SuperSonics,92,Denver Nuggets,103,Box Score,,14234,
236,Sat Dec 2 2000,10:30 pm,Dallas Mavericks,97,Golden State Warriors,78,Box Score,,12187,
237,Sat Dec 2 2000,8:30 pm,Portland Trail Blazers,96,Houston Rockets,85,Box Score,,12648,
238,Sat Dec 2 2000,7:30 pm,Orlando Magic,95,New Jersey Nets,74,Box Score,,14897,
239,Sat Dec 2 2000,7:30 pm,Minnesota Timberwolves,90,New York Knicks,100,Box Score,,19763,
240,Sat Dec 2 2000,8:00 pm,Miami Heat,93,Washington Wizards,90,Box Score,,20674,
241,Sun Dec 3 2000,12:30 pm,Los Angeles Clippers,87,Boston Celtics,96,Box Score,,13583,
242,Sun Dec 3 2000,7:00 pm,Washington Wizards,87,Detroit Pistons,93,Box Score,,12137,
243,Sun Dec 3 2000,9:30 pm,Dallas Mavericks,97,Los Angeles Lakers,99,Box Score,,18997,
244,Sun Dec 3 2000,3:00 pm,Indiana Pacers,80,Milwaukee Bucks,92,Box Score,,15446,
245,Sun Dec 3 2000,8:00 pm,Portland Trail Blazers,79,Phoenix Suns,84,Box Score,,17621,
246,Sun Dec 3 2000,9:00 pm,Golden State Warriors,102,Seattle SuperSonics,118,Box Score,,11669,
247,Sun Dec 3 2000,3:30 pm,San Antonio Spurs,97,Vancouver Grizzlies,79,Box Score,,11655,
248,Mon Dec 4 2000,9:00 pm,Philadelphia 76ers,98,Denver Nuggets,105,Box Score,,15129,
249,Mon Dec 4 2000,7:30 pm,Los Angeles Clippers,78,New York Knicks,106,Box Score,,19763,
250,Tue Dec 5 2000,7:30 pm,Miami Heat,100,Atlanta Hawks,92,Box Score,,10691,
251,Tue Dec 5 2000,7:30 pm,Charlotte Hornets,66,Cleveland Cavaliers,71,Box Score,,14544,
252,Tue Dec 5 2000,8:30 pm,Dallas Mavericks,102,Houston Rockets,109,Box Score,,11426,
253,Tue Dec 5 2000,7:00 pm,New Jersey Nets,64,Indiana Pacers,88,Box Score,,16731,
254,Tue Dec 5 2000,10:30 pm,Philadelphia 76ers,85,Los Angeles Lakers,96,Box Score,,18997,
255,Tue Dec 5 2000,8:00 pm,Chicago Bulls,90,Minnesota Timberwolves,100,Box Score,,16170,
