,Date,Time,Visitor,Vis_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
114,Wed Nov 9 2016,9:30 pm,Houston Rockets,101,San Antonio Spurs,99,Box Score,,18418,
115,Wed Nov 9 2016,7:00 pm,Boston Celtics,93,Washington Wizards,118,Box Score,,12675,
116,Thu Nov 10 2016,9:00 pm,Golden State Warriors,125,Denver Nuggets,101,Box Score,,17569,
117,Thu Nov 10 2016,8:00 pm,Chicago Bulls,98,Miami Heat,95,Box Score,,19600,
118,Thu Nov 10 2016,8:00 pm,New Orleans Pelicans,112,Milwaukee Bucks,106,Box Score,,12159,
119,Thu Nov 10 2016,10:30 pm,Los Angeles Lakers,101,Sacramento Kings,91,Box Score,,17608,
120,Fri Nov 11 2016,7:30 pm,New York Knicks,87,Boston Celtics,115,Box Score,,18624,
121,Fri Nov 11 2016,7:00 pm,Toronto Raptors,113,Charlotte Hornets,111,Box Score,,18107,
122,Fri Nov 11 2016,8:00 pm,Los Angeles Clippers,110,Oklahoma City Thunder,108,Box Score,,18203,
123,Fri Nov 11 2016,7:00 pm,Utah Jazz,87,Orlando Magic,74,Box Score,,18846,
124,Fri Nov 11 2016,7:00 pm,Indiana Pacers,105,Philadelphia 76ers,109,Box Score,OT,17643,
125,Fri Nov 11 2016,10:00 pm,Sacramento Kings,120,Portland Trail Blazers,122,Box Score,OT,19918,
126,Fri Nov 11 2016,8:30 pm,Detroit Pistons,86,San Antonio Spurs,96,Box Score,,18418,
127,Fri Nov 11 2016,7:00 pm,Cleveland Cavaliers,105,Washington Wizards,94,Box Score,,20356,
128,Sat Nov 12 2016,7:30 pm,Philadelphia 76ers,96,Atlanta Hawks,117,Box Score,,17399,
129,Sat Nov 12 2016,8:00 pm,Washington Wizards,95,Chicago Bulls,106,Box Score,,21962,
130,Sat Nov 12 2016,9:00 pm,Detroit Pistons,106,Denver Nuggets,95,Box Score,,13997,
131,Sat Nov 12 2016,8:00 pm,San Antonio Spurs,106,Houston Rockets,100,Box Score,,18055,
132,Sat Nov 12 2016,7:00 pm,Boston Celtics,105,Indiana Pacers,99,Box Score,,17923,
133,Sat Nov 12 2016,8:00 pm,Utah Jazz,102,Miami Heat,91,Box Score,,19600,
134,Sat Nov 12 2016,8:30 pm,Memphis Grizzlies,96,Milwaukee Bucks,106,Box Score,,14327,
135,Sat Nov 12 2016,8:00 pm,Los Angeles Clippers,119,Minnesota Timberwolves,105,Box Score,,14494,
136,Sat Nov 12 2016,7:00 pm,Los Angeles Lakers,126,New Orleans Pelicans,99,Box Score,,17138,
137,Sat Nov 12 2016,9:00 pm,Brooklyn Nets,122,Phoenix Suns,104,Box Score,,17126,
138,Sat Nov 12 2016,7:30 pm,New York Knicks,107,Toronto Raptors,118,Box Score,,19800,
139,Sun Nov 13 2016,3:30 pm,Charlotte Hornets,93,Cleveland Cavaliers,100,Box Score,,20562,
140,Sun Nov 13 2016,8:00 pm,Phoenix Suns,120,Golden State Warriors,133,Box Score,,19596,
141,Sun Nov 13 2016,7:00 pm,Los Angeles Lakers,99,Minnesota Timberwolves,125,Box Score,,14432,
142,Sun Nov 13 2016,7:00 pm,Orlando Magic,119,Oklahoma City Thunder,117,Box Score,,18203,
143,Sun Nov 13 2016,9:00 pm,Denver Nuggets,105,Portland Trail Blazers,112,Box Score,,19362,
144,Mon Nov 14 2016,7:30 pm,Oklahoma City Thunder,88,Detroit Pistons,104,Box Score,,14172,
145,Mon Nov 14 2016,8:00 pm,Philadelphia 76ers,88,Houston Rockets,115,Box Score,,13183,
146,Mon Nov 14 2016,7:00 pm,Orlando Magic,69,Indiana Pacers,88,Box Score,,14825,
147,Mon Nov 14 2016,10:30 pm,Brooklyn Nets,95,Los Angeles Clippers,127,Box Score,,19060,
148,Mon Nov 14 2016,8:00 pm,Boston Celtics,105,New Orleans Pelicans,106,Box Score,,15001,
149,Mon Nov 14 2016,7:30 pm,Dallas Mavericks,77,New York Knicks,93,Box Score,,19812,
150,Mon Nov 14 2016,8:30 pm,Miami Heat,90,San Antonio Spurs,94,Box Score,,18418,
151,Mon Nov 14 2016,9:00 pm,Memphis Grizzlies,102,Utah Jazz,96,Box Score,,18176,
152,Tue Nov 15 2016,7:00 pm,Toronto Raptors,117,Cleveland Cavaliers,121,Box Score,,20562,
153,Tue Nov 15 2016,10:30 pm,Brooklyn Nets,118,Los Angeles Lakers,125,Box Score,,18426,
154,Tue Nov 15 2016,7:30 pm,Atlanta Hawks,93,Miami Heat,90,Box Score,,19600,
155,Tue Nov 15 2016,8:00 pm,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,10349,
156,Tue Nov 15 2016,10:00 pm,Chicago Bulls,113,Portland Trail Blazers,88,Box Score,,19393,
157,Wed Nov 16 2016,7:30 pm,Milwaukee Bucks,100,Atlanta Hawks,107,Box Score,,14656,
158,Wed Nov 16 2016,7:30 pm,Dallas Mavericks,83,Boston Celtics,90,Box Score,,18624,
159,Wed Nov 16 2016,9:00 pm,Phoenix Suns,104,Denver Nuggets,120,Box Score,,10247,
160,Wed Nov 16 2016,7:00 pm,Cleveland Cavaliers,93,Indiana Pacers,103,Box Score,,17022,
161,Wed Nov 16 2016,10:30 pm,Memphis Grizzlies,111,Los Angeles Clippers,107,Box Score,,19060,
162,Wed Nov 16 2016,7:30 pm,Detroit Pistons,102,New York Knicks,105,Box Score,,19812,
163,Wed Nov 16 2016,8:00 pm,Houston Rockets,103,Oklahoma City Thunder,105,Box Score,,18203,
164,Wed Nov 16 2016,7:00 pm,New Orleans Pelicans,82,Orlando Magic,89,Box Score,,16127,
165,Wed Nov 16 2016,7:00 pm,Washington Wizards,102,Philadelphia 76ers,109,Box Score,,14863,
166,Wed Nov 16 2016,10:30 pm,San Antonio Spurs,110,Sacramento Kings,105,Box Score,,17608,
167,Wed Nov 16 2016,8:00 pm,Golden State Warriors,127,Toronto Raptors,121,Box Score,,21050,
168,Thu Nov 17 2016,8:00 pm,Portland Trail Blazers,109,Houston Rockets,126,Box Score,,15550,
169,Thu Nov 17 2016,7:30 pm,Milwaukee Bucks,73,Miami Heat,96,Box Score,,19600,
170,Thu Nov 17 2016,8:00 pm,Philadelphia 76ers,86,Minnesota Timberwolves,110,Box Score,,16866,
171,Thu Nov 17 2016,10:30 pm,Chicago Bulls,85,Utah Jazz,77,Box Score,,19911,
172,Thu Nov 17 2016,7:00 pm,New York Knicks,112,Washington Wizards,119,Box Score,,16704,
173,Fri Nov 18 2016,8:00 pm,Golden State Warriors,104,Boston Celtics,88,Box Score,,18624,
174,Fri Nov 18 2016,7:00 pm,Atlanta Hawks,96,Charlotte Hornets,100,Box Score,,17989,
175,Fri Nov 18 2016,7:30 pm,Detroit Pistons,81,Cleveland Cavaliers,104,Box Score,,20562,
176,Fri Nov 18 2016,8:30 pm,Memphis Grizzlies,80,Dallas Mavericks,64,Box Score,,19715,
177,Fri Nov 18 2016,9:00 pm,Toronto Raptors,113,Denver Nuggets,111,Box Score,OT,12476,
178,Fri Nov 18 2016,7:00 pm,Phoenix Suns,116,Indiana Pacers,96,Box Score,,16780,
179,Fri Nov 18 2016,10:30 pm,San Antonio Spurs,116,Los Angeles Lakers,107,Box Score,,18997,
180,Fri Nov 18 2016,8:00 pm,Portland Trail Blazers,101,New Orleans Pelicans,113,Box Score,,15552,
181,Fri Nov 18 2016,8:00 pm,Brooklyn Nets,105,Oklahoma City Thunder,124,Box Score,,18203,
182,Fri Nov 18 2016,10:30 pm,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,17608,
183,Sat Nov 19 2016,7:00 pm,Boston Celtics,94,Detroit Pistons,92,Box Score,,16107,
184,Sat Nov 19 2016,5:00 pm,Utah Jazz,102,Houston Rockets,111,Box Score,,14760,
185,Sat Nov 19 2016,10:30 pm,Chicago Bulls,95,Los Angeles Clippers,102,Box Score,,19060,
186,Sat Nov 19 2016,8:00 pm,Minnesota Timberwolves,71,Memphis Grizzlies,93,Box Score,,17112,
187,Sat Nov 19 2016,8:30 pm,Golden State Warriors,124,Milwaukee Bucks,121,Box Score,,18717,
188,Sat Nov 19 2016,7:00 pm,Charlotte Hornets,116,New Orleans Pelicans,121,Box Score,OT,15739,
189,Sat Nov 19 2016,7:00 pm,Dallas Mavericks,87,Orlando Magic,95,Box Score,,18846,
190,Sat Nov 19 2016,7:30 pm,Phoenix Suns,105,Philadelphia 76ers,120,Box Score,,18125,
191,Sat Nov 19 2016,7:00 pm,Miami Heat,114,Washington Wizards,111,Box Score,,15848,
192,Sun Nov 20 2016,3:30 pm,Portland Trail Blazers,129,Brooklyn Nets,109,Box Score,,16608,
193,Sun Nov 20 2016,9:00 pm,Utah Jazz,91,Denver Nuggets,105,Box Score,,12565,
194,Sun Nov 20 2016,9:30 pm,Chicago Bulls,118,Los Angeles Lakers,110,Box Score,,18997,
195,Sun Nov 20 2016,12:00 pm,Atlanta Hawks,94,New York Knicks,104,Box Score,,19812,
196,Sun Nov 20 2016,7:00 pm,Indiana Pacers,115,Oklahoma City Thunder,111,Box Score,OT,18203,
197,Sun Nov 20 2016,9:00 pm,Toronto Raptors,99,Sacramento Kings,102,Box Score,,17608,
198,Mon Nov 21 2016,7:00 pm,Memphis Grizzlies,105,Charlotte Hornets,90,Box Score,,14181,
199,Mon Nov 21 2016,7:30 pm,Houston Rockets,99,Detroit Pistons,96,Box Score,,13632,
200,Mon Nov 21 2016,7:00 pm,Golden State Warriors,120,Indiana Pacers,83,Box Score,,17923,
201,Mon Nov 21 2016,10:30 pm,Toronto Raptors,115,Los Angeles Clippers,123,Box Score,,19060,
202,Mon Nov 21 2016,8:00 pm,Orlando Magic,89,Milwaukee Bucks,93,Box Score,,12306,
203,Mon Nov 21 2016,8:00 pm,Boston Celtics,99,Minnesota Timberwolves,93,Box Score,,13167,
204,Mon Nov 21 2016,7:00 pm,Miami Heat,94,Philadelphia 76ers,101,Box Score,,16477,
205,Mon Nov 21 2016,8:30 pm,Dallas Mavericks,91,San Antonio Spurs,96,Box Score,,18418,
206,Mon Nov 21 2016,7:00 pm,Phoenix Suns,101,Washington Wizards,106,Box Score,,12790,
207,Tue Nov 22 2016,7:30 pm,New Orleans Pelicans,112,Atlanta Hawks,94,Box Score,,19120,
208,Tue Nov 22 2016,9:00 pm,Chicago Bulls,107,Denver Nuggets,110,Box Score,,14328,
209,Tue Nov 22 2016,10:30 pm,Oklahoma City Thunder,109,Los Angeles Lakers,111,Box Score,,18997,
210,Tue Nov 22 2016,7:30 pm,Portland Trail Blazers,103,New York Knicks,107,Box Score,,19812,
211,Wed Nov 23 2016,7:30 pm,Boston Celtics,111,Brooklyn Nets,92,Box Score,,16210,
212,Wed Nov 23 2016,7:00 pm,San Antonio Spurs,119,Charlotte Hornets,114,Box Score,,18515,
213,Wed Nov 23 2016,7:00 pm,Portland Trail Blazers,125,Cleveland Cavaliers,137,Box Score,,20562,
214,Wed Nov 23 2016,8:30 pm,Los Angeles Clippers,124,Dallas Mavericks,104,Box Score,,20042,
215,Wed Nov 23 2016,7:30 pm,Miami Heat,84,Detroit Pistons,107,Box Score,,14520,
216,Wed Nov 23 2016,10:30 pm,Los Angeles Lakers,106,Golden State Warriors,149,Box Score,,19596,
217,Wed Nov 23 2016,8:00 pm,Toronto Raptors,115,Houston Rockets,102,Box Score,,18055,
218,Wed Nov 23 2016,7:00 pm,Atlanta Hawks,96,Indiana Pacers,85,Box Score,,16032,
219,Wed Nov 23 2016,9:30 pm,Minnesota Timberwolves,96,New Orleans Pelicans,117,Box Score,,15555,
220,Wed Nov 23 2016,7:00 pm,Phoenix Suns,92,Orlando Magic,87,Box Score,,17069,
221,Wed Nov 23 2016,7:00 pm,Memphis Grizzlies,104,Philadelphia 76ers,99,Box Score,2OT,15880,
222,Wed Nov 23 2016,10:30 pm,Oklahoma City Thunder,101,Sacramento Kings,116,Box Score,,17608,
223,Wed Nov 23 2016,9:00 pm,Denver Nuggets,83,Utah Jazz,108,Box Score,,19229,
224,Fri Nov 25 2016,1:00 pm,San Antonio Spurs,109,Boston Celtics,103,Box Score,,18624,
225,Fri Nov 25 2016,7:30 pm,Dallas Mavericks,90,Cleveland Cavaliers,128,Box Score,,20562,
226,Fri Nov 25 2016,9:00 pm,Oklahoma City Thunder,132,Denver Nuggets,129,Box Score,OT,14327,
227,Fri Nov 25 2016,7:30 pm,Los Angeles Clippers,97,Detroit Pistons,108,Box Score,,17023,
228,Fri Nov 25 2016,8:00 pm,Brooklyn Nets,97,Indiana Pacers,118,Box Score,,16083,
229,Fri Nov 25 2016,10:30 pm,Golden State Warriors,109,Los Angeles Lakers,85,Box Score,,18997,
230,Fri Nov 25 2016,8:00 pm,Miami Heat,90,Memphis Grizzlies,81,Box Score,,17222,
231,Fri Nov 25 2016,8:00 pm,Toronto Raptors,105,Milwaukee Bucks,99,Box Score,,16223,
232,Fri Nov 25 2016,7:30 pm,Charlotte Hornets,111,New York Knicks,113,Box Score,OT,19812,
233,Fri Nov 25 2016,7:00 pm,Washington Wizards,94,Orlando Magic,91,Box Score,,17103,
234,Fri Nov 25 2016,7:30 pm,Chicago Bulls,105,Philadelphia 76ers,89,Box Score,,18234,
235,Fri Nov 25 2016,9:00 pm,Minnesota Timberwolves,98,Phoenix Suns,85,Box Score,,16728,
236,Fri Nov 25 2016,10:00 pm,New Orleans Pelicans,104,Portland Trail Blazers,119,Box Score,,19393,
237,Fri Nov 25 2016,10:30 pm,Houston Rockets,117,Sacramento Kings,104,Box Score,,17608,
238,Fri Nov 25 2016,8:00 pm,Atlanta Hawks,68,Utah Jazz,95,Box Score,,19911,
239,Sat Nov 26 2016,7:00 pm,New York Knicks,102,Charlotte Hornets,107,Box Score,,19195,
240,Sat Nov 26 2016,10:30 pm,Minnesota Timberwolves,102,Golden State Warriors,115,Box Score,,19596,
241,Sat Nov 26 2016,8:00 pm,Memphis Grizzlies,110,Miami Heat,107,Box Score,,19600,
242,Sat Nov 26 2016,8:00 pm,Detroit Pistons,88,Oklahoma City Thunder,106,Box Score,,18203,
243,Sat Nov 26 2016,7:00 pm,San Antonio Spurs,112,Washington Wizards,100,Box Score,,17066,
244,Sun Nov 27 2016,6:00 pm,Sacramento Kings,122,Brooklyn Nets,105,Box Score,,13646,
245,Sun Nov 27 2016,7:00 pm,New Orleans Pelicans,81,Dallas Mavericks,91,Box Score,,19302,
246,Sun Nov 27 2016,6:00 pm,Los Angeles Clippers,70,Indiana Pacers,91,Box Score,,15572,
247,Sun Nov 27 2016,9:30 pm,Atlanta Hawks,94,Los Angeles Lakers,109,Box Score,,18997,
248,Sun Nov 27 2016,6:00 pm,Milwaukee Bucks,104,Orlando Magic,96,Box Score,,16521,
249,Sun Nov 27 2016,1:00 pm,Cleveland Cavaliers,112,Philadelphia 76ers,108,Box Score,,19311,
250,Sun Nov 27 2016,3:30 pm,Denver Nuggets,120,Phoenix Suns,114,Box Score,,15365,
251,Sun Nov 27 2016,9:00 pm,Houston Rockets,130,Portland Trail Blazers,114,Box Score,,19393,
252,Mon Nov 28 2016,10:30 pm,Atlanta Hawks,100,Golden State Warriors,105,Box Score,,19596,
253,Mon Nov 28 2016,8:00 pm,Charlotte Hornets,104,Memphis Grizzlies,85,Box Score,,13143,
254,Mon Nov 28 2016,7:30 pm,Boston Celtics,112,Miami Heat,104,Box Score,,19600,
