Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Fri Jan 01 2010 07:30pm,New York Knicks,112,Atlanta Hawks,108,Box Score,1,17366,
Fri Jan 01 2010 07:30pm,Sacramento Kings,108,Los Angeles Lakers,109,Box Score,0,18997,
Fri Jan 01 2010 07:00pm,Orlando Magic,106,Minnesota Timberwolves,94,Box Score,0,17065,
Sat Jan 02 2010 07:30pm,Toronto Raptors,96,Boston Celtics,103,Box Score,0,18624,
Sat Jan 02 2010 07:00pm,Orlando Magic,93,Chicago Bulls,101,Box Score,0,21162,
Sat Jan 02 2010 07:00pm,Minnesota Timberwolves,111,Indiana Pacers,122,Box Score,0,12685,
Sat Jan 02 2010 03:30pm,Charlotte Bobcats,107,Miami Heat,97,Box Score,0,17856,
Sat Jan 02 2010 07:30pm,Oklahoma City Thunder,97,Milwaukee Bucks,103,Box Score,1,15264,
Sat Jan 02 2010 01:00pm,Cleveland Cavaliers,94,New Jersey Nets,86,Box Score,0,17569,
Sat Jan 02 2010 07:00pm,Houston Rockets,95,New Orleans Hornets,99,Box Score,0,16020,
Sat Jan 02 2010 07:00pm,Memphis Grizzlies,128,Phoenix Suns,103,Box Score,0,17135,
Sat Jan 02 2010 07:00pm,Golden State Warriors,89,Portland Trail Blazers,105,Box Score,0,20507,
Sat Jan 02 2010 07:00pm,Dallas Mavericks,99,Sacramento Kings,91,Box Score,0,14294,
Sat Jan 02 2010 07:00pm,Denver Nuggets,105,Utah Jazz,95,Box Score,0,19911,
Sat Jan 02 2010 07:00pm,San Antonio Spurs,97,Washington Wizards,86,Box Score,0,19025,
Sun Jan 03 2010 06:00pm,Charlotte Bobcats,91,Cleveland Cavaliers,88,Box Score,0,20562,
Sun Jan 03 2010 06:00pm,Philadelphia 76ers,108,Denver Nuggets,105,Box Score,0,19155,
Sun Jan 03 2010 06:30pm,Dallas Mavericks,96,Los Angeles Lakers,131,Box Score,0,18997,
Sun Jan 03 2010 06:00pm,Indiana Pacers,89,New York Knicks,132,Box Score,0,19763,
Sun Jan 03 2010 06:00pm,San Antonio Spurs,86,Toronto Raptors,91,Box Score,0,18323,
Mon Jan 04 2010 07:00pm,Oklahoma City Thunder,98,Chicago Bulls,85,Box Score,0,18838,
Mon Jan 04 2010 07:30pm,Portland Trail Blazers,95,Los Angeles Clippers,105,Box Score,0,15104,
Mon Jan 04 2010 07:30pm,Atlanta Hawks,75,Miami Heat,92,Box Score,0,16500,
Mon Jan 04 2010 07:00pm,New Orleans Hornets,91,Utah Jazz,87,Box Score,0,19911,
Tue Jan 05 2010 07:00pm,Chicago Bulls,108,Charlotte Bobcats,113,Box Score,0,13749,
Tue Jan 05 2010 07:30pm,Detroit Pistons,93,Dallas Mavericks,98,Box Score,0,19799,
Tue Jan 05 2010 07:00pm,Golden State Warriors,122,Denver Nuggets,123,Box Score,0,15129,
Tue Jan 05 2010 07:00pm,Orlando Magic,90,Indiana Pacers,97,Box Score,0,11119,
Tue Jan 05 2010 07:30pm,Houston Rockets,79,Los Angeles Lakers,88,Box Score,0,18997,
Tue Jan 05 2010 07:30pm,Milwaukee Bucks,98,New Jersey Nets,76,Box Score,0,11101,
Tue Jan 05 2010 07:00pm,Washington Wizards,104,Philadelphia 76ers,97,Box Score,0,11822,
Tue Jan 05 2010 07:00pm,Memphis Grizzlies,109,Portland Trail Blazers,105,Box Score,0,20278,
Tue Jan 05 2010 07:00pm,Phoenix Suns,113,Sacramento Kings,109,Box Score,0,13630,
Wed Jan 06 2010 07:00pm,New Jersey Nets,89,Atlanta Hawks,119,Box Score,0,11219,
Wed Jan 06 2010 07:00pm,Washington Wizards,98,Cleveland Cavaliers,121,Box Score,0,20562,
Wed Jan 06 2010 07:30pm,Los Angeles Lakers,91,Los Angeles Clippers,102,Box Score,0,19388,
Wed Jan 06 2010 07:30pm,Boston Celtics,112,Miami Heat,106,Box Score,1,19600,
Wed Jan 06 2010 07:00pm,Golden State Warriors,107,Minnesota Timberwolves,101,Box Score,0,12046,
Wed Jan 06 2010 07:00pm,New Orleans Hornets,97,Oklahoma City Thunder,92,Box Score,0,17836,
Wed Jan 06 2010 07:00pm,Toronto Raptors,108,Orlando Magic,103,Box Score,0,17461,
Wed Jan 06 2010 07:00pm,Houston Rockets,110,Phoenix Suns,118,Box Score,0,15811,
Wed Jan 06 2010 07:30pm,Detroit Pistons,92,San Antonio Spurs,112,Box Score,0,17337,
Wed Jan 06 2010 07:00pm,Memphis Grizzlies,94,Utah Jazz,117,Box Score,0,19008,
Thu Jan 07 2010 07:30pm,Charlotte Bobcats,93,New York Knicks,97,Box Score,0,19763,
Fri Jan 08 2010 08:00pm,Boston Celtics,85,Atlanta Hawks,93,Box Score,0,15149,
Fri Jan 08 2010 08:30pm,Cleveland Cavaliers,97,Denver Nuggets,99,Box Score,0,19996,
