,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPts,Home_AvgPts,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPts,Visitor_AvgPts,Visitor_GamesPlayed,Visitor_DaysPast
0,2003-10-28 19:30:00,Dallas Mavericks,93,Los Angeles Lakers,109,Tue,3,16,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
1,2003-10-28 19:00:00,Miami Heat,74,Philadelphia 76ers,89,Tue,3,15,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
2,2003-10-28 19:00:00,Phoenix Suns,82,San Antonio Spurs,83,Tue,3,1,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
3,2003-10-29 19:00:00,Miami Heat,75,Boston Celtics,98,Wed,4,23,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-15,-15.0,74,74.0,1,1.0
4,2003-10-29 19:30:00,Washington Wizards,99,Chicago Bulls,74,Wed,4,-25,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
5,2003-10-29 19:00:00,San Antonio Spurs,72,Denver Nuggets,80,Wed,4,8,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,1,1,1.0,83,83.0,1,1.0
6,2003-10-29 20:00:00,Indiana Pacers,89,Detroit Pistons,87,Wed,4,-2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
7,2003-10-29 19:30:00,Dallas Mavericks,95,Golden State Warriors,87,Wed,4,-8,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-16,-16.0,93,93.0,1,1.0
8,2003-10-29 19:00:00,Milwaukee Bucks,89,Minnesota Timberwolves,95,Wed,4,6,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
9,2003-10-29 19:00:00,Atlanta Hawks,83,New Orleans Hornets,88,Wed,4,5,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
10,2003-10-29 20:00:00,Orlando Magic,85,New York Knicks,83,Wed,4,-2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
11,2003-10-29 19:30:00,Cleveland Cavaliers,92,Sacramento Kings,106,Wed,4,14,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
12,2003-10-29 20:00:00,New Jersey Nets,87,Toronto Raptors,90,Wed,4,3,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
13,2003-10-29 19:00:00,Portland Trail Blazers,92,Utah Jazz,99,Wed,4,7,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
14,2003-10-30 19:00:00,Denver Nuggets,85,Houston Rockets,102,Thu,5,17,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,1,8,8.0,80,80.0,1,1.0
15,2003-10-30 19:00:00,New Orleans Hornets,100,Orlando Magic,98,Thu,5,-2,0,1,0,0,0,1,2,2.0,85,85.0,1,0.9583333333333334,1,0,0,0,1,5,5.0,88,88.0,1,1.0
16,2003-10-30 20:30:00,Cleveland Cavaliers,86,Phoenix Suns,95,Thu,5,9,1,0,1,0,0,-1,-1,-1.0,82,82.0,1,2.0625,0,1,0,1,-1,-14,-14.0,92,92.0,1,1.0416666666666667
17,2003-10-30 14:30:00,Los Angeles Clippers,100,Seattle SuperSonics,109,Thu,5,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
18,2003-10-31 19:30:00,Atlanta Hawks,94,Chicago Bulls,100,Fri,6,6,1,0,1,0,1,-1,-25,-25.0,74,74.0,1,2.0,0,1,0,1,-1,-5,-5.0,83,83.0,1,2.0208333333333335
19,2003-10-31 19:30:00,Milwaukee Bucks,93,Indiana Pacers,79,Fri,6,-14,0,1,0,0,0,1,2,2.0,89,89.0,1,1.9791666666666667,0,1,0,1,-1,-6,-6.0,89,89.0,1,2.0208333333333335
20,2003-10-31 19:00:00,Seattle SuperSonics,124,Los Angeles Clippers,105,Fri,6,-19,0,0,1,0,0,-1,-9,-9.0,100,100.0,1,1.1875,1,0,0,0,1,9,9.0,109,109.0,1,1.1875
21,2003-10-31 19:00:00,Boston Celtics,93,Memphis Grizzlies,91,Fri,6,-2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,1,23,23.0,98,98.0,1,2.0
22,2003-10-31 19:30:00,Detroit Pistons,93,Miami Heat,81,Fri,6,-12,0,0,2,0,0,-2,-38,-19.0,149,74.5,2,2.0208333333333335,0,1,0,0,-1,-2,-2.0,87,87.0,1,1.9791666666666667
23,2003-10-31 20:00:00,Minnesota Timberwolves,61,New Jersey Nets,84,Fri,6,23,1,0,1,0,0,-1,-3,-3.0,87,87.0,1,2.0,1,0,0,0,1,6,6.0,95,95.0,1,2.0416666666666665
24,2003-10-31 19:30:00,Philadelphia 76ers,89,Sacramento Kings,100,Fri,6,11,1,1,0,1,0,1,14,14.0,106,106.0,1,2.0,1,0,0,0,1,15,15.0,89,89.0,1,3.0208333333333335
25,2003-10-31 19:00:00,Washington Wizards,79,Toronto Raptors,82,Fri,6,3,1,1,0,1,0,1,3,3.0,90,90.0,1,1.9583333333333333,1,0,1,0,1,25,25.0,99,99.0,1,1.9791666666666667
26,2003-11-01 19:00:00,Indiana Pacers,103,Atlanta Hawks,99,Sat,7,-4,0,0,2,0,0,-2,-11,-5.5,177,88.5,2,0.9791666666666666,1,1,1,0,-1,-12,-6.0,168,84.0,2,0.9791666666666666
27,2003-11-01 19:30:00,Utah Jazz,102,Dallas Mavericks,127,Sat,7,25,1,1,1,0,0,1,-8,-4.0,188,94.0,2,3.0000000000000004,1,0,0,0,1,7,7.0,99,99.0,1,3.0208333333333335
28,2003-11-01 19:00:00,Sacramento Kings,88,Denver Nuggets,109,Sat,7,21,1,1,1,1,0,-1,-9,-4.5,165,82.5,2,2.0,2,0,0,0,2,25,12.5,206,103.0,2,0.9791666666666666
29,2003-11-01 19:30:00,Philadelphia 76ers,90,Golden State Warriors,104,Sat,7,14,1,0,1,0,1,-1,-8,-8.0,87,87.0,1,3.0000000000000004,1,1,0,1,-1,4,2.0,178,89.0,2,1.0
30,2003-11-01 19:30:00,Memphis Grizzlies,79,Houston Rockets,71,Sat,7,-8,0,1,0,1,0,1,17,17.0,102,102.0,1,2.0208333333333335,0,1,0,0,-1,-2,-2.0,91,91.0,1,1.0208333333333333
31,2003-11-01 19:30:00,Chicago Bulls,68,Milwaukee Bucks,98,Sat,7,30,1,1,1,0,0,1,8,4.0,182,91.0,2,1.0,1,1,0,0,1,-19,-9.5,174,87.0,2,1.0
32,2003-11-01 19:00:00,Toronto Raptors,56,Minnesota Timberwolves,73,Sat,7,17,1,1,1,1,0,-1,-17,-8.5,156,78.0,2,0.9583333333333334,2,0,0,0,2,6,3.0,172,86.0,2,1.0
33,2003-11-01 19:00:00,Boston Celtics,90,New Orleans Hornets,97,Sat,7,7,1,2,0,1,0,2,7,3.5,188,94.0,2,2.0,2,0,1,0,2,25,12.5,191,95.5,2,1.0
34,2003-11-01 19:00:00,Detroit Pistons,96,Orlando Magic,85,Sat,7,-11,0,1,1,0,1,-1,0,0.0,183,91.5,2,2.0,1,1,1,0,1,10,5.0,180,90.0,2,0.9791666666666666
35,2003-11-01 19:00:00,Los Angeles Lakers,103,Phoenix Suns,99,Sat,7,-4,0,1,1,1,0,1,8,4.0,177,88.5,2,1.9375,1,0,0,0,1,16,16.0,109,109.0,1,3.9791666666666665
36,2003-11-01 19:00:00,Cleveland Cavaliers,85,Portland Trail Blazers,104,Sat,7,19,1,0,1,0,0,-1,-7,-7.0,92,92.0,1,3.0000000000000004,0,2,0,2,-2,-23,-11.5,178,89.0,2,1.9375
