,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPts,Home_AvgPts,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPts,Visitor_AvgPts,Visitor_GamesPlayed,Visitor_DaysPast
0,2012-10-30 19:00:00,Washington Wizards,84,Cleveland Cavaliers,94,Tue,3,10,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
1,2012-10-30 19:30:00,Dallas Mavericks,99,Los Angeles Lakers,91,Tue,3,-8,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
2,2012-10-30 20:00:00,Boston Celtics,107,Miami Heat,120,Tue,3,13,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
3,2012-10-31 19:00:00,Sacramento Kings,87,Chicago Bulls,93,Wed,4,6,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
4,2012-10-31 19:30:00,Houston Rockets,105,Detroit Pistons,96,Wed,4,-9,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
5,2012-10-31 19:30:00,Memphis Grizzlies,92,Los Angeles Clippers,101,Wed,4,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
6,2012-10-31 19:00:00,San Antonio Spurs,99,New Orleans Hornets,95,Wed,4,-4,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
7,2012-10-31 19:00:00,Denver Nuggets,75,Philadelphia 76ers,84,Wed,4,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
8,2012-10-31 19:00:00,Golden State Warriors,87,Phoenix Suns,85,Wed,4,-2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
9,2012-10-31 19:30:00,Los Angeles Lakers,106,Portland Trail Blazers,116,Wed,4,10,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,0,-1,-8,-8.0,91,91.0,1,1.0
10,2012-10-31 19:00:00,Indiana Pacers,90,Toronto Raptors,88,Wed,4,-2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
11,2012-10-31 19:00:00,Dallas Mavericks,94,Utah Jazz,113,Wed,4,19,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,1,0,1,8,8.0,99,99.0,1,0.9791666666666666
12,2012-11-01 20:30:00,Oklahoma City Thunder,84,San Antonio Spurs,86,Thu,5,2,1,1,0,0,0,1,4,4.0,99,99.0,1,1.0625,0,0,0,0,0,0,0.0,0,0.0,0,0.0
13,2012-11-02 19:30:00,Houston Rockets,109,Atlanta Hawks,102,Fri,6,-7,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,1,0,1,9,9.0,105,105.0,1,2.0
14,2012-11-02 19:30:00,Milwaukee Bucks,99,Boston Celtics,88,Fri,6,-11,0,0,1,0,0,-1,-13,-13.0,107,107.0,1,2.979166666666667,0,0,0,0,0,0,0.0,0,0.0,0,0.0
15,2012-11-02 19:00:00,Indiana Pacers,89,Charlotte Bobcats,90,Fri,6,1,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,1,0,1,2,2.0,90,90.0,1,2.0
16,2012-11-02 19:30:00,Chicago Bulls,115,Cleveland Cavaliers,86,Fri,6,-29,0,1,0,1,0,1,10,10.0,94,94.0,1,3.0208333333333335,1,0,0,0,1,6,6.0,93,93.0,1,2.0208333333333335
17,2012-11-02 19:30:00,Memphis Grizzlies,104,Golden State Warriors,94,Fri,6,-10,0,1,0,0,0,1,2,2.0,87,87.0,1,2.0208333333333335,0,1,0,1,-1,-9,-9.0,92,92.0,1,2.0
18,2012-11-02 19:30:00,Los Angeles Clippers,105,Los Angeles Lakers,95,Fri,6,-10,0,0,2,0,1,-2,-18,-9.0,197,98.5,2,2.0,1,0,0,0,1,9,9.0,101,101.0,1,2.0
19,2012-11-02 19:00:00,Sacramento Kings,80,Minnesota Timberwolves,92,Fri,6,12,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-6,-6.0,87,87.0,1,2.0
20,2012-11-02 19:00:00,Utah Jazz,86,New Orleans Hornets,88,Fri,6,2,1,0,1,0,1,-1,-4,-4.0,95,95.0,1,2.0,1,0,0,0,1,19,19.0,113,113.0,1,2.0
21,2012-11-02 20:00:00,Miami Heat,84,New York Knicks,104,Fri,6,20,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,1,13,13.0,120,120.0,1,3.0000000000000004
22,2012-11-02 19:00:00,Portland Trail Blazers,92,Oklahoma City Thunder,106,Fri,6,14,1,0,1,0,0,-1,-2,-2.0,84,84.0,1,0.9375,1,0,0,0,1,10,10.0,116,116.0,1,1.9791666666666667
23,2012-11-02 19:00:00,Denver Nuggets,89,Orlando Magic,102,Fri,6,13,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-9,-9.0,75,75.0,1,2.0
