,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPts,Home_AvgPts,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPts,Visitor_AvgPts,Visitor_GamesPlayed,Visitor_DaysPast
0,2015-10-27 20:00:00,Detroit Pistons,106,Atlanta Hawks,94,Tue,3,-12,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
1,2015-10-27 20:00:00,Cleveland Cavaliers,95,Chicago Bulls,97,Tue,3,2,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
2,2015-10-27 22:30:00,New Orleans Pelicans,95,Golden State Warriors,111,Tue,3,16,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
3,2015-10-28 19:30:00,Philadelphia 76ers,95,Boston Celtics,112,Wed,4,17,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
4,2015-10-28 19:30:00,Chicago Bulls,115,Brooklyn Nets,100,Wed,4,-15,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,1,2,2.0,97,97.0,1,0.9791666666666666
5,2015-10-28 19:30:00,Utah Jazz,87,Detroit Pistons,92,Wed,4,5,1,1,0,0,0,1,12,12.0,106,106.0,1,0.9791666666666666,0,0,0,0,0,0,0.0,0,0.0,0,0.0
6,2015-10-28 20:00:00,Denver Nuggets,105,Houston Rockets,85,Wed,4,-20,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
7,2015-10-28 22:30:00,Minnesota Timberwolves,112,Los Angeles Lakers,111,Wed,4,-1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
8,2015-10-28 20:00:00,Cleveland Cavaliers,106,Memphis Grizzlies,76,Wed,4,-30,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-2,-2.0,95,95.0,1,1.0
9,2015-10-28 19:30:00,Charlotte Hornets,94,Miami Heat,104,Wed,4,10,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
10,2015-10-28 20:00:00,New York Knicks,122,Milwaukee Bucks,97,Wed,4,-25,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
11,2015-10-28 20:00:00,San Antonio Spurs,106,Oklahoma City Thunder,112,Wed,4,6,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
12,2015-10-28 19:00:00,Washington Wizards,88,Orlando Magic,87,Wed,4,-1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
13,2015-10-28 22:00:00,Dallas Mavericks,111,Phoenix Suns,95,Wed,4,-16,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
14,2015-10-28 22:00:00,New Orleans Pelicans,94,Portland Trail Blazers,112,Wed,4,18,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-16,-16.0,95,95.0,1,0.9791666666666666
15,2015-10-28 22:00:00,Los Angeles Clippers,111,Sacramento Kings,104,Wed,4,-7,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
16,2015-10-28 19:30:00,Indiana Pacers,99,Toronto Raptors,106,Wed,4,7,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
17,2015-10-29 19:00:00,Memphis Grizzlies,112,Indiana Pacers,103,Thu,5,-9,0,0,1,0,0,-1,-7,-7.0,99,99.0,1,0.9791666666666666,0,1,0,0,-1,-30,-30.0,76,76.0,1,0.9583333333333334
18,2015-10-29 22:30:00,Dallas Mavericks,88,Los Angeles Clippers,104,Thu,5,16,1,1,0,0,0,1,7,7.0,111,111.0,1,1.0208333333333333,1,0,1,0,1,16,16.0,111,111.0,1,1.0208333333333333
19,2015-10-29 20:00:00,Atlanta Hawks,112,New York Knicks,101,Thu,5,-11,0,1,0,0,0,1,25,25.0,122,122.0,1,1.0,0,1,0,0,-1,-12,-12.0,94,94.0,1,2.0
20,2015-10-30 20:00:00,Charlotte Hornets,94,Atlanta Hawks,97,Fri,6,3,1,1,1,0,1,1,-1,-0.5,206,103.0,2,1.0,0,1,0,1,-1,-10,-10.0,94,94.0,1,2.0208333333333335
21,2015-10-30 19:30:00,Toronto Raptors,113,Boston Celtics,103,Fri,6,-10,0,1,0,1,0,1,17,17.0,112,112.0,1,2.0,1,0,0,0,1,7,7.0,106,106.0,1,2.0
22,2015-10-30 19:00:00,Miami Heat,92,Cleveland Cavaliers,102,Fri,6,10,1,1,1,0,0,1,28,14.0,201,100.5,2,1.9583333333333333,1,0,0,0,1,10,10.0,104,104.0,1,1.9791666666666667
23,2015-10-30 21:00:00,Minnesota Timberwolves,95,Denver Nuggets,78,Fri,6,-17,0,1,0,0,0,1,20,20.0,105,105.0,1,2.0416666666666665,1,0,1,0,1,1,1.0,112,112.0,1,1.9375
24,2015-10-30 19:30:00,Chicago Bulls,94,Detroit Pistons,98,Fri,6,4,1,2,0,1,0,2,17,8.5,198,99.0,2,2.0,2,0,1,0,2,17,8.5,212,106.0,2,2.0
25,2015-10-30 21:30:00,Golden State Warriors,112,Houston Rockets,92,Fri,6,-20,0,0,1,0,1,-1,-20,-20.0,85,85.0,1,2.0625,1,0,0,0,1,16,16.0,111,111.0,1,2.9583333333333335
26,2015-10-30 20:00:00,Washington Wizards,118,Milwaukee Bucks,113,Fri,6,-5,0,0,1,0,1,-1,-25,-25.0,97,97.0,1,2.0,1,0,1,0,1,1,1.0,88,88.0,1,2.0416666666666665
27,2015-10-30 19:00:00,Oklahoma City Thunder,139,Orlando Magic,136,Fri,6,-3,0,0,1,0,1,-1,-1,-1.0,87,87.0,1,2.0,1,0,0,0,1,6,6.0,112,112.0,1,1.9583333333333333
28,2015-10-30 19:00:00,Utah Jazz,99,Philadelphia 76ers,71,Fri,6,-28,0,0,1,0,0,-1,-17,-17.0,95,95.0,1,1.9791666666666667,0,1,0,1,-1,-5,-5.0,87,87.0,1,1.9791666666666667
29,2015-10-30 22:30:00,Portland Trail Blazers,92,Phoenix Suns,110,Fri,6,18,1,0,1,0,1,-1,-16,-16.0,95,95.0,1,2.0208333333333335,1,0,0,0,1,18,18.0,112,112.0,1,2.0208333333333335
30,2015-10-30 22:00:00,Los Angeles Lakers,114,Sacramento Kings,132,Fri,6,18,1,0,1,0,1,-1,-7,-7.0,104,104.0,1,2.0,0,1,0,0,-1,-1,-1.0,111,111.0,1,1.9791666666666667
