Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Mon Dec 01 2003 07:00pm,Memphis Grizzlies,96,Boston Celtics,89,Box Score,0,12478,
Mon Dec 01 2003 07:30pm,Milwaukee Bucks,87,Chicago Bulls,97,Box Score,0,17140,
Mon Dec 01 2003 07:30pm,San Antonio Spurs,83,Los Angeles Clippers,91,Box Score,0,12514,
Mon Dec 01 2003 07:30pm,Detroit Pistons,79,New York Knicks,78,Box Score,1,17082,
Mon Dec 01 2003 07:00pm,Indiana Pacers,89,Phoenix Suns,82,Box Score,0,14398,
Mon Dec 01 2003 07:00pm,New Jersey Nets,84,Utah Jazz,91,Box Score,0,17027,
Tue Dec 02 2003 07:30pm,Milwaukee Bucks,106,Atlanta Hawks,94,Box Score,0,10991,
Tue Dec 02 2003 07:30pm,Washington Wizards,72,Dallas Mavericks,97,Box Score,0,19529,
Tue Dec 02 2003 07:00pm,Cleveland Cavaliers,103,Denver Nuggets,115,Box Score,0,19610,
Tue Dec 02 2003 07:00pm,New Orleans Hornets,100,Orlando Magic,91,Box Score,0,12264,
Tue Dec 02 2003 07:00pm,Toronto Raptors,95,Philadelphia 76ers,88,Box Score,0,17899,
Wed Dec 03 2003 07:30pm,Miami Heat,73,Detroit Pistons,87,Box Score,0,17703,
Wed Dec 03 2003 07:30pm,Denver Nuggets,117,Golden State Warriors,109,Box Score,0,16147,
Wed Dec 03 2003 07:30pm,Utah Jazz,101,Houston Rockets,107,Box Score,1,12971,
Wed Dec 03 2003 07:30pm,Cleveland Cavaliers,80,Los Angeles Clippers,90,Box Score,0,17445,
Wed Dec 03 2003 07:30pm,Memphis Grizzlies,96,New Jersey Nets,93,Box Score,0,13617,
Wed Dec 03 2003 07:00pm,Orlando Magic,91,New Orleans Hornets,106,Box Score,0,13757,
Wed Dec 03 2003 07:00pm,Minnesota Timberwolves,92,Phoenix Suns,79,Box Score,0,16508,
Wed Dec 03 2003 07:00pm,Indiana Pacers,95,Portland Trail Blazers,97,Box Score,1,14442,
Wed Dec 03 2003 07:30pm,Los Angeles Lakers,90,San Antonio Spurs,86,Box Score,0,18841,
Wed Dec 03 2003 07:00pm,New York Knicks,87,Seattle SuperSonics,95,Box Score,0,13832,
Wed Dec 03 2003 07:00pm,Boston Celtics,95,Toronto Raptors,105,Box Score,0,18552,
Thu Dec 04 2003 08:30pm,Los Angeles Lakers,114,Dallas Mavericks,103,Box Score,0,20596,
Thu Dec 04 2003 07:00pm,Chicago Bulls,82,Philadelphia 76ers,83,Box Score,0,17716,
Fri Dec 05 2003 07:30pm,Phoenix Suns,110,Boston Celtics,106,Box Score,0,15116,
Fri Dec 05 2003 07:00pm,Golden State Warriors,91,Denver Nuggets,98,Box Score,0,17512,
Fri Dec 05 2003 07:00pm,Washington Wizards,77,Memphis Grizzlies,92,Box Score,0,11737,
Fri Dec 05 2003 07:30pm,Philadelphia 76ers,93,Miami Heat,90,Box Score,0,14722,
Fri Dec 05 2003 07:30pm,Milwaukee Bucks,86,New Jersey Nets,93,Box Score,0,14154,
Fri Dec 05 2003 07:00pm,Houston Rockets,83,New Orleans Hornets,74,Box Score,0,13886,
Fri Dec 05 2003 08:00pm,San Antonio Spurs,105,Orlando Magic,94,Box Score,0,15394,
Fri Dec 05 2003 07:00pm,New York Knicks,81,Portland Trail Blazers,88,Box Score,0,14570,
Fri Dec 05 2003 07:30pm,Minnesota Timberwolves,112,Sacramento Kings,109,Box Score,1,17317,
Fri Dec 05 2003 07:30pm,Indiana Pacers,101,Seattle SuperSonics,94,Box Score,0,13733,
Fri Dec 05 2003 07:00pm,Atlanta Hawks,87,Toronto Raptors,92,Box Score,0,17559,
Fri Dec 05 2003 07:00pm,Los Angeles Clippers,67,Utah Jazz,86,Box Score,0,17965,
Sat Dec 06 2003 07:30pm,New Orleans Hornets,97,Chicago Bulls,91,Box Score,0,19353,
Sat Dec 06 2003 07:30pm,Atlanta Hawks,85,Cleveland Cavaliers,95,Box Score,0,17390,
Sat Dec 06 2003 07:30pm,Orlando Magic,97,Dallas Mavericks,110,Box Score,0,19843,
Sat Dec 06 2003 07:30pm,New York Knicks,92,Golden State Warriors,104,Box Score,0,15613,
Sat Dec 06 2003 07:30pm,Detroit Pistons,80,Houston Rockets,86,Box Score,0,18144,
Sat Dec 06 2003 07:30pm,San Antonio Spurs,86,Miami Heat,70,Box Score,0,14603,
Sat Dec 06 2003 07:30pm,Washington Wizards,114,Milwaukee Bucks,109,Box Score,1,16220,
Sat Dec 06 2003 07:30pm,Phoenix Suns,88,New Jersey Nets,99,Box Score,0,14639,
Sun Dec 07 2003 07:00pm,Boston Celtics,116,Denver Nuggets,111,Box Score,0,16823,
Sun Dec 07 2003 12:30pm,Minnesota Timberwolves,96,Los Angeles Clippers,94,Box Score,0,14370,
Sun Dec 07 2003 06:30pm,Utah Jazz,92,Los Angeles Lakers,94,Box Score,0,18997,
Sun Dec 07 2003 03:00pm,Portland Trail Blazers,79,Memphis Grizzlies,93,Box Score,0,11538,
Sun Dec 07 2003 06:00pm,Indiana Pacers,88,Sacramento Kings,91,Box Score,0,17317,
Sun Dec 07 2003 04:00pm,Seattle SuperSonics,98,Toronto Raptors,108,Box Score,0,17779,
Mon Dec 08 2003 07:30pm,San Antonio Spurs,96,Chicago Bulls,82,Box Score,0,18233,
Mon Dec 08 2003 07:00pm,Milwaukee Bucks,85,New Orleans Hornets,91,Box Score,0,14747,
Mon Dec 08 2003 07:00pm,Phoenix Suns,98,Orlando Magic,105,Box Score,0,12584,
Mon Dec 08 2003 07:00pm,Boston Celtics,102,Utah Jazz,80,Box Score,0,18072,
Tue Dec 09 2003 07:30pm,Denver Nuggets,98,Atlanta Hawks,112,Box Score,0,14328,
Tue Dec 09 2003 07:00pm,Toronto Raptors,100,Cleveland Cavaliers,93,Box Score,0,16939,
Tue Dec 09 2003 07:30pm,Philadelphia 76ers,78,Detroit Pistons,76,Box Score,0,20166,
Tue Dec 09 2003 07:30pm,Portland Trail Blazers,91,Houston Rockets,93,Box Score,0,10679,
Tue Dec 09 2003 07:00pm,Washington Wizards,79,Indiana Pacers,93,Box Score,0,14905,
Tue Dec 09 2003 07:30pm,New York Knicks,90,Los Angeles Lakers,98,Box Score,0,18997,
Tue Dec 09 2003 07:30pm,Phoenix Suns,72,Miami Heat,92,Box Score,0,14468,
