Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Fri Jan 02 2004 07:30pm,Indiana Pacers,103,Boston Celtics,90,Box Score,0,18624,
Fri Jan 02 2004 08:00pm,Phoenix Suns,81,Detroit Pistons,93,Box Score,0,22076,
Fri Jan 02 2004 07:00pm,Utah Jazz,88,Memphis Grizzlies,100,Box Score,0,13041,
Fri Jan 02 2004 07:30pm,Orlando Magic,101,Miami Heat,112,Box Score,0,15864,
Fri Jan 02 2004 07:30pm,Dallas Mavericks,101,Milwaukee Bucks,109,Box Score,0,18717,
Fri Jan 02 2004 07:00pm,Atlanta Hawks,75,Minnesota Timberwolves,93,Box Score,0,17074,
Fri Jan 02 2004 07:30pm,Cleveland Cavaliers,82,New Jersey Nets,97,Box Score,0,19968,
Fri Jan 02 2004 07:30pm,Chicago Bulls,104,New York Knicks,99,Box Score,0,19763,
Fri Jan 02 2004 07:00pm,Denver Nuggets,106,Portland Trail Blazers,96,Box Score,0,17316,
Fri Jan 02 2004 07:30pm,Los Angeles Lakers,109,Seattle SuperSonics,111,Box Score,0,17072,
Fri Jan 02 2004 07:00pm,New Orleans Hornets,86,Toronto Raptors,74,Box Score,0,19800,
Fri Jan 02 2004 07:00pm,Golden State Warriors,79,Washington Wizards,97,Box Score,0,12466,
Sat Jan 03 2004 07:30pm,Boston Celtics,88,Chicago Bulls,77,Box Score,0,22315,
Sat Jan 03 2004 07:30pm,Minnesota Timberwolves,112,Dallas Mavericks,119,Box Score,0,19936,
Sat Jan 03 2004 08:00pm,Atlanta Hawks,84,Denver Nuggets,76,Box Score,0,17230,
Sat Jan 03 2004 07:30pm,Golden State Warriors,93,Detroit Pistons,99,Box Score,0,20719,
Sat Jan 03 2004 07:30pm,Utah Jazz,63,Houston Rockets,84,Box Score,0,15482,
Sat Jan 03 2004 08:00pm,New Orleans Hornets,84,Indiana Pacers,91,Box Score,0,17566,
Sat Jan 03 2004 01:00pm,Sacramento Kings,116,Los Angeles Clippers,109,Box Score,0,18252,
Sat Jan 03 2004 07:00pm,Orlando Magic,103,Memphis Grizzlies,112,Box Score,0,15722,
Sat Jan 03 2004 12:30pm,Philadelphia 76ers,83,San Antonio Spurs,77,Box Score,0,18797,
Sun Jan 04 2004 06:30pm,Los Angeles Lakers,98,Los Angeles Clippers,101,Box Score,0,19653,
Sun Jan 04 2004 07:00pm,New Jersey Nets,95,New York Knicks,85,Box Score,0,19763,
Sun Jan 04 2004 06:00pm,Seattle SuperSonics,99,Sacramento Kings,130,Box Score,0,17317,
Sun Jan 04 2004 01:00pm,Phoenix Suns,73,Toronto Raptors,83,Box Score,0,19029,
Sun Jan 04 2004 02:00pm,Milwaukee Bucks,100,Washington Wizards,94,Box Score,0,12073,
Mon Jan 05 2004 07:00pm,Detroit Pistons,78,Boston Celtics,68,Box Score,0,13015,
Mon Jan 05 2004 07:30pm,Phoenix Suns,82,Chicago Bulls,87,Box Score,0,16720,
Mon Jan 05 2004 07:00pm,San Antonio Spurs,98,Denver Nuggets,74,Box Score,0,15120,
Mon Jan 05 2004 07:30pm,Golden State Warriors,65,Houston Rockets,83,Box Score,0,9956,
Mon Jan 05 2004 07:30pm,Indiana Pacers,87,Miami Heat,65,Box Score,0,14453,
Mon Jan 05 2004 07:00pm,Milwaukee Bucks,88,Philadelphia 76ers,76,Box Score,0,18337,
Mon Jan 05 2004 07:00pm,Portland Trail Blazers,108,Seattle SuperSonics,119,Box Score,1,14371,
Mon Jan 05 2004 07:00pm,Dallas Mavericks,94,Utah Jazz,108,Box Score,0,19911,
Tue Jan 06 2004 07:00pm,New York Knicks,96,Cleveland Cavaliers,107,Box Score,0,15277,
Tue Jan 06 2004 07:00pm,Orlando Magic,107,Indiana Pacers,114,Box Score,0,15753,
