Date,Visitor,Visitor_PTS,Home,Home_PTS,Box Score,#OTs,Attend.,Notes
Wed Apr 01 2015 07:30pm,Indiana Pacers,87,Boston Celtics,100,Box Score,0,18624,
Wed Apr 01 2015 07:00pm,Detroit Pistons,78,Charlotte Hornets,102,Box Score,0,15372,
Wed Apr 01 2015 08:00pm,Sacramento Kings,111,Houston Rockets,115,Box Score,0,18312,
Wed Apr 01 2015 10:30pm,New Orleans Pelicans,113,Los Angeles Lakers,92,Box Score,0,17165,
Wed Apr 01 2015 08:00pm,Chicago Bulls,91,Milwaukee Bucks,95,Box Score,0,15215,
Wed Apr 01 2015 08:00pm,Toronto Raptors,113,Minnesota Timberwolves,99,Box Score,0,12699,
Wed Apr 01 2015 07:30pm,Brooklyn Nets,100,New York Knicks,98,Box Score,0,19812,
Wed Apr 01 2015 08:00pm,Dallas Mavericks,135,Oklahoma City Thunder,131,Box Score,0,18203,
Wed Apr 01 2015 07:00pm,San Antonio Spurs,103,Orlando Magic,91,Box Score,0,17229,
Wed Apr 01 2015 10:00pm,Los Angeles Clippers,126,Portland Trail Blazers,122,Box Score,0,19639,
Wed Apr 01 2015 09:00pm,Denver Nuggets,84,Utah Jazz,98,Box Score,0,18275,
Wed Apr 01 2015 07:00pm,Philadelphia 76ers,93,Washington Wizards,106,Box Score,0,17501,
Thu Apr 02 2015 08:00pm,Miami Heat,88,Cleveland Cavaliers,114,Box Score,0,20562,
Thu Apr 02 2015 08:30pm,Houston Rockets,108,Dallas Mavericks,101,Box Score,0,20062,
Thu Apr 02 2015 10:30pm,Phoenix Suns,106,Golden State Warriors,107,Box Score,0,19596,
Fri Apr 03 2015 07:30pm,Milwaukee Bucks,110,Boston Celtics,101,Box Score,0,18624,
Fri Apr 03 2015 07:30pm,Toronto Raptors,109,Brooklyn Nets,114,Box Score,0,17732,
Fri Apr 03 2015 08:00pm,Detroit Pistons,82,Chicago Bulls,88,Box Score,0,22058,
Fri Apr 03 2015 07:00pm,Charlotte Hornets,74,Indiana Pacers,93,Box Score,0,18165,
Fri Apr 03 2015 10:30pm,Portland Trail Blazers,107,Los Angeles Lakers,77,Box Score,0,18997,
Fri Apr 03 2015 08:00pm,Oklahoma City Thunder,92,Memphis Grizzlies,100,Box Score,0,18119,
Fri Apr 03 2015 08:00pm,Orlando Magic,97,Minnesota Timberwolves,84,Box Score,0,18334,
Fri Apr 03 2015 10:00pm,New Orleans Pelicans,101,Sacramento Kings,95,Box Score,0,17021,
Fri Apr 03 2015 08:30pm,Denver Nuggets,93,San Antonio Spurs,123,Box Score,0,18581,
Fri Apr 03 2015 07:00pm,New York Knicks,87,Washington Wizards,101,Box Score,0,19389,
Sat Apr 04 2015 07:30pm,Brooklyn Nets,99,Atlanta Hawks,131,Box Score,0,18769,
Sat Apr 04 2015 07:00pm,Philadelphia 76ers,91,Charlotte Hornets,92,Box Score,0,17286,
Sat Apr 04 2015 08:30pm,Golden State Warriors,123,Dallas Mavericks,110,Box Score,0,20407,
Sat Apr 04 2015 09:00pm,Los Angeles Clippers,107,Denver Nuggets,92,Box Score,0,15566,
Sat Apr 04 2015 07:30pm,Miami Heat,98,Detroit Pistons,99,Box Score,0,16133,
